partition_id	k	tip_id	cluster_id	medoid_tip	host_only	row_sha256
host_genetic_medoid_k12	12	GCF_902163565.1	K12C003	GCF_015163255.1	PASS	5c29182acccfec653f3a4aee49055eea16f4c71cc93bf68f2bb5bdb5ee873600
host_genetic_medoid_k12	12	GCF_006351505.1	K12C002	GCF_013391275.1	PASS	02d011aa9cf0805cd3260c7f7b9c9bfe7ef50786bc41db206b365e2294d825de
host_genetic_medoid_k12	12	GCF_005039315.1	K12C002	GCF_013391275.1	PASS	dd108e2f1d56411f25c3858feb7fb0b5ebb5a3e5912e3dfa72678fe8b711f780
host_genetic_medoid_k12	12	GCF_005384385.1	K12C008	GCF_003317605.1	PASS	85e2b54226bd6825ca2f03dd360924a5a207d77af017c382864e4d5203685766
host_genetic_medoid_k12	12	GCF_016530465.1	K12C010	GCF_000807565.1	PASS	138a3d4f104e2b1a170c222cebfeabaa4664656e15aeed953a520c2f04bdc421
host_genetic_medoid_k12	12	GCF_002152015.1	K12C002	GCF_013391275.1	PASS	4130a42199eb3459eaf431c5d9861ce54c589cd4ad6101794dbdef2ca43fd6f7
host_genetic_medoid_k12	12	GCF_018344735.1	K12C002	GCF_013391275.1	PASS	83e62f925d3a4058896b73c99464dd3823b5cfcda4217d3f43fbbabefda2214d
host_genetic_medoid_k12	12	GCF_002513625.1	K12C002	GCF_013391275.1	PASS	28e73ce03a52f94b99365f25f616587be03a3bd835f49e0eb91860979440e4b0
host_genetic_medoid_k12	12	GCF_002229025.1	K12C010	GCF_000807565.1	PASS	4a5ceba4499ef454a554bfa2c33cf72d65b36b5d9ff8aad4a4e99c2b659c6621
host_genetic_medoid_k12	12	GCF_000778685.1	K12C010	GCF_000807565.1	PASS	f19896583c52e95e9ab126ebffed2fe4c1212b039c252fedbf3fba0402406888
host_genetic_medoid_k12	12	GCF_020037245.1	K12C002	GCF_013391275.1	PASS	d9ddeac71492492e61852235f932d9039430c2f3049e15490d18cdfb2926898b
host_genetic_medoid_k12	12	GCF_003731035.1	K12C002	GCF_013391275.1	PASS	db50ff1c10d92949e7345deb8d71251e16e242a18e90608411771ee7ad23310c
host_genetic_medoid_k12	12	GCF_000326585.1	K12C010	GCF_000807565.1	PASS	154ce6b4fcf2912a8802b32c136b9672be9d6d49b53aea8cc50278763ba6f774
host_genetic_medoid_k12	12	GCF_000780535.1	K12C002	GCF_013391275.1	PASS	58fcfa185e5294f5bfac67c095ad26e826bcad44821a5ee96323a17687276416
host_genetic_medoid_k12	12	GCF_003570445.1	K12C010	GCF_000807565.1	PASS	a77604cdc3ead53682d38a97478435a5e1c9eff5ae0f9b942368de8082a99225
host_genetic_medoid_k12	12	GCF_000447005.2	K12C002	GCF_013391275.1	PASS	6ec4007f26b3ec22f5e69cccaca0acf0b84d4a20e5c864d75655c74323625107
host_genetic_medoid_k12	12	GCF_013073765.1	K12C002	GCF_013391275.1	PASS	710727d2a00e16ed118750ce3e3e50793f1f816fe2d256e62fced6a7205ca4a8
host_genetic_medoid_k12	12	GCF_005041275.1	K12C002	GCF_013391275.1	PASS	25822bb0600a388cea15ce17ce115b959b88643aa7e06a6e3695cb3320f16813
host_genetic_medoid_k12	12	GCF_014862465.1	K12C007	GCF_001520375.1	PASS	57778d78bd922a364ca4869b613e645104e9c857989472e773455a4a9cb0f898
host_genetic_medoid_k12	12	GCF_900195795.1	K12C002	GCF_013391275.1	PASS	6d7d2d81b2d0141d56e9894c872868e1b587c939a7149dffb4a58f16b4f52e5b
host_genetic_medoid_k12	12	GCF_014878375.1	K12C008	GCF_003317605.1	PASS	162ba1d820a259988272c274165c5e03761b7267c249286e6882502865f50e7f
host_genetic_medoid_k12	12	GCF_921293415.1	K12C002	GCF_013391275.1	PASS	72a7ce6892fdfc21b7a6c0343f31964cb844d9e3cc60dee98880feb440b4429d
host_genetic_medoid_k12	12	GCF_006229985.1	K12C003	GCF_015163255.1	PASS	fa74efa05ed3439a667aa3cdc2614c15e4aae657c176dc8d86b6b2ef5b400823
host_genetic_medoid_k12	12	GCF_005045505.1	K12C002	GCF_013391275.1	PASS	5965f3dc42c2ed9645c50a557c1fc2dc3c9066c87884eb8420c3de984dd48796
host_genetic_medoid_k12	12	GCF_001660345.1	K12C002	GCF_013391275.1	PASS	047d930b2f6531a308740c83791e1157fb2657cc83ffad27fa3d004d34b069df
host_genetic_medoid_k12	12	GCF_020162695.1	K12C002	GCF_013391275.1	PASS	8f1124b3858ab0c45fe08fb93553b1b894b3ff6c6cdd0e01409490d27198b388
host_genetic_medoid_k12	12	GCF_003981675.1	K12C002	GCF_013391275.1	PASS	2aa1d735ab1bbbe9ada6240229fd5fa0f5064a5f474c72fbdd8059cabacd2ad7
host_genetic_medoid_k12	12	GCF_905330275.1	K12C009	GCF_009910875.1	PASS	9a279f2f31f0692373add25eeeef82fd7b8bccaeb61dd581e56bca9d83a685d1
host_genetic_medoid_k12	12	GCF_001617565.1	K12C008	GCF_003317605.1	PASS	c9f5c752247845de8811ce1eb713d0fe8021d140313ae727f1701057e8459826
host_genetic_medoid_k12	12	GCF_003983415.1	K12C002	GCF_013391275.1	PASS	92102c5df9187e39cccb84864a7705579c89d060ae7952e10c6288a735326013
host_genetic_medoid_k12	12	GCF_009899475.1	K12C001	GCF_009899475.1	PASS	51e5b03920108d0634c7672f0d28554c4c7e732aa13a84a31cd724690b53addd
host_genetic_medoid_k12	12	GCF_002511115.1	K12C002	GCF_013391275.1	PASS	d5a91cbff407318fcf4bd7f99957056b5d270d04a89d45c320031710ba282601
host_genetic_medoid_k12	12	GCF_001521595.1	K12C008	GCF_003317605.1	PASS	bcf86b207776457306a7c7402f197b6ebe710068dd41d12a731bf31aa08c26c8
host_genetic_medoid_k12	12	GCF_019351215.1	K12C002	GCF_013391275.1	PASS	ac6ed66921e1fc65d91804f5433193d71ea37517e05233f13af6567f29b0ae5d
host_genetic_medoid_k12	12	GCF_020731765.1	K12C002	GCF_013391275.1	PASS	52a2ddf30fa039d24557e0b181a0df69521c16a94124ae0d2f16eb3ecece6ed8
host_genetic_medoid_k12	12	GCF_001577325.1	K12C008	GCF_003317605.1	PASS	31070258e8d5b761bd30a4c278b5470aaafad4e7d9851a21aca165f037ec30f3
host_genetic_medoid_k12	12	GCF_000777675.1	K12C002	GCF_013391275.1	PASS	dbd945041cdc94af3c6d2ac7a755d7ceb50ca16010407c98880cd89100aa2571
host_genetic_medoid_k12	12	GCF_002109645.1	K12C010	GCF_000807565.1	PASS	92799ca4340c09facb938bf63ce6094a481daf961dd6970668e10344b63008d9
host_genetic_medoid_k12	12	GCF_003076715.1	K12C008	GCF_003317605.1	PASS	ea6eab38c732c6b7be0dc52ddd0f1f427780be4d023aa2f343a5cd72633aa8fb
host_genetic_medoid_k12	12	GCF_002518465.1	K12C002	GCF_013391275.1	PASS	3f0a54a1287c08e12df8def22b946797e6df032c0470c1cb5675ca989bfb43bc
host_genetic_medoid_k12	12	GCF_000459215.1	K12C007	GCF_001520375.1	PASS	c5d08c36ac228c7ad1d6d93374902c799ae5baff53bc9b5179d725238e63d3b6
host_genetic_medoid_k12	12	GCF_900010055.1	K12C006	GCF_002806795.1	PASS	e276431662c34f5e7fe68f0fc5ec1f63812d0aa734aa2b4995a4deb15255eba2
host_genetic_medoid_k12	12	GCF_002769075.1	K12C002	GCF_013391275.1	PASS	c8e3b071789e19d4126b999fc180d574513697553cbb8bc0678e49b50e5b0b7c
host_genetic_medoid_k12	12	GCF_009910015.1	K12C003	GCF_015163255.1	PASS	b8d98473fcaa414e5877216206c31d0f2e6b46297910123c4fa536ee65ea0531
host_genetic_medoid_k12	12	GCF_013370905.1	K12C002	GCF_013391275.1	PASS	1f19891e12b823dbccde6189e03a6c662215da0e0098d04e7b3ad14be5356672
host_genetic_medoid_k12	12	GCF_000619025.1	K12C002	GCF_013391275.1	PASS	1778c4d8dddceb082625b113a1d91e89a7313e5d4b98a0742a24ad3903751694
host_genetic_medoid_k12	12	GCF_016404105.1	K12C002	GCF_013391275.1	PASS	c5da96ce9fe33258bb89b70a0ea09664412007325b3ee504fffa54af567d38c7
host_genetic_medoid_k12	12	GCF_902859475.1	K12C010	GCF_000807565.1	PASS	0aa8b78be01ce138c1315d2202457c7d669128c28b2d5f8852b49d06ffa3a36e
host_genetic_medoid_k12	12	GCF_019282095.1	K12C008	GCF_003317605.1	PASS	3761307af322a907f14e501132f8f29cc7fbf3262f3b091e9efc6996daf6be31
host_genetic_medoid_k12	12	GCF_000326905.1	K12C010	GCF_000807565.1	PASS	c08e3144d5456768f4c5e3d63e36c42d3ce9aee691f675aadbdcca7b61544ac0
host_genetic_medoid_k12	12	GCF_003357545.1	K12C002	GCF_013391275.1	PASS	3a5f809405fdf69110d59470ca4737c2bf94a4710a2e8836a3e1ba648d2f6bfb
host_genetic_medoid_k12	12	GCF_001753505.1	K12C006	GCF_002806795.1	PASS	a301a16e1cb7ba4df5941b254100617a8a528c3eee0af9609025f65a6ef2c860
host_genetic_medoid_k12	12	GCF_003292995.1	K12C002	GCF_013391275.1	PASS	9193fc411deb3822a7b98328364b3f23ff17d5481c3c95cd42c9d09b4abc579a
host_genetic_medoid_k12	12	GCF_001713625.1	K12C003	GCF_015163255.1	PASS	6cb5f7237e292dba3a0d0f275466626bccd2b7885931728a293e947b8ba7d6e5
host_genetic_medoid_k12	12	GCF_010592655.1	K12C002	GCF_013391275.1	PASS	9ce99fd1ce1e693d1204e87ab443a34c93f6fc450156496ec6458bc7f7644a30
host_genetic_medoid_k12	12	GCF_003322245.1	K12C004	GCF_002534845.1	PASS	7ba277c582ec3b507bf70f75d45c3f0355e056cc7bec5d95804acd49cfe89b58
host_genetic_medoid_k12	12	GCF_900490675.1	K12C010	GCF_000807565.1	PASS	28536592fc210029d615c781abe40dfb1495b94d11431c4f666cdf45ffee8928
host_genetic_medoid_k12	12	GCF_017896545.1	K12C003	GCF_015163255.1	PASS	1fadf2a230b7cdac59d1ab9a8995e68a4a8e5451bc739e3906a4ecf53303d6e5
host_genetic_medoid_k12	12	GCF_900499395.1	K12C007	GCF_001520375.1	PASS	19b9edc5a0953eb9bcf860c2c0153219e21ec9d0afa174bc034dd38f5e304ba1
host_genetic_medoid_k12	12	GCF_019957265.1	K12C002	GCF_013391275.1	PASS	10eda58ab73f4dca74457a0304d341ff24059e76727193b490ef03cddd94b84b
host_genetic_medoid_k12	12	GCF_003730815.1	K12C007	GCF_001520375.1	PASS	0566dabde3c78c3b3e831e72d5c7952e92b7b311cdc618b4b8b5c8bf474b3e6b
host_genetic_medoid_k12	12	GCF_002810165.1	K12C002	GCF_013391275.1	PASS	0073f415f43ebce4e6add5456d4063bbbf553c1d50af75dd49869d5c1793cef2
host_genetic_medoid_k12	12	GCF_003020885.1	K12C010	GCF_000807565.1	PASS	da84f7547d96bba893d70d57ca03abf89a4d3202a53feb6c0a40f1cc815a1b8f
host_genetic_medoid_k12	12	GCF_019585745.1	K12C002	GCF_013391275.1	PASS	38ee00f62fef7edbd735ef5c775b3f46aa9d5bd6ed61976b0c9b33c982ba20f9
host_genetic_medoid_k12	12	GCF_001519855.1	K12C010	GCF_000807565.1	PASS	9c392d206d8eb0be82557970bc4b52f99cf20c89d68ccf6d69a76226b8273ab8
host_genetic_medoid_k12	12	GCF_003361255.1	K12C006	GCF_002806795.1	PASS	e1753a95383d999557a4ebf9bd29390033ea7e13e9fd6891446791bc51c1901c
host_genetic_medoid_k12	12	GCF_020421595.1	K12C002	GCF_013391275.1	PASS	83cfd32d7a132dcd927f8c7b8a1357091b27a3afd2bbd20d0edd55873855bb8d
host_genetic_medoid_k12	12	GCF_020381905.1	K12C002	GCF_013391275.1	PASS	ad718a4eebc02b2031e6ad1af2d946c5b3cf69a3f65c031b938e787daae3c934
host_genetic_medoid_k12	12	GCF_005384845.1	K12C002	GCF_013391275.1	PASS	4d477a1ca758491096a4fcd9eb5255a52bae40ebd630b61a1f9aa055b60dcf0c
host_genetic_medoid_k12	12	GCF_020553415.1	K12C002	GCF_013391275.1	PASS	da9ee8eddd3c084a50401e609a33ab1ac5cdf3aeab75de574baaa16000c75200
host_genetic_medoid_k12	12	GCF_003981865.1	K12C002	GCF_013391275.1	PASS	bee2f80932e7e2158720b605f14bef7f8aa61353dba13ddedf1a4332fd1a826c
host_genetic_medoid_k12	12	GCF_900482585.1	K12C002	GCF_013391275.1	PASS	d322eb7e764dc2aa69a1ddb77a12d2eb5641a291462f11b768cf73e01997f703
host_genetic_medoid_k12	12	GCF_002486525.1	K12C006	GCF_002806795.1	PASS	397e902ed34044acc7b83605a904f3d2f22a51182e1fe96838a8c86dadb91d1b
host_genetic_medoid_k12	12	GCF_900478915.1	K12C002	GCF_013391275.1	PASS	48aef33a11ea7d858477b0c4e565dfb62b8fba159cd0be42a9c40986cda916fa
host_genetic_medoid_k12	12	GCF_000457675.1	K12C010	GCF_000807565.1	PASS	6465842c4f2ebf7620635142a73ba51806701ec97bb601da23bb3f101de106c8
host_genetic_medoid_k12	12	GCF_001621575.1	K12C008	GCF_003317605.1	PASS	0de9d1530f4f643ee721e79f544e28efc62d1578fab6fd494c4824a1067e0f1a
host_genetic_medoid_k12	12	GCF_009789895.1	K12C003	GCF_015163255.1	PASS	ec9488c5163751d75dc865a7d01eb5b60079d3bba31bbe4150e5f22fe4bbcf76
host_genetic_medoid_k12	12	GCF_004566835.1	K12C008	GCF_003317605.1	PASS	021c8c8906796a8258458cbf633d99eb000e204a50bc9686982e3e6b49db8d46
host_genetic_medoid_k12	12	GCF_020023255.1	K12C002	GCF_013391275.1	PASS	d285c69e243b6322c45fa0b87a7a92e51cc9ced27b1d3308f402d4c22b112b16
host_genetic_medoid_k12	12	GCF_002194865.1	K12C006	GCF_002806795.1	PASS	8f47073977429b013c287b035db3601874da4b3530aaa108e260c59a6ee77b86
host_genetic_medoid_k12	12	GCF_009882745.1	K12C002	GCF_013391275.1	PASS	49a399a0a139e7e75c4ae12a363ed9ca682ad4195200e3d78d0824a7ab0e215c
host_genetic_medoid_k12	12	GCF_003302025.1	K12C008	GCF_003317605.1	PASS	6768f3ca7ab912fb0fc50372ac828a1e4af6cccfdeba41bdbec00f2d3c3dc08b
host_genetic_medoid_k12	12	GCF_002465545.1	K12C006	GCF_002806795.1	PASS	22969656633603a3ae4e90647f7167a2e7ea0388821219549b56ab656e3bde05
host_genetic_medoid_k12	12	GCF_006542825.1	K12C009	GCF_009910875.1	PASS	8085e9fdde5ff8ed173500b6e70ed7371f981f56317e1ee6dd1a495d66327163
host_genetic_medoid_k12	12	GCF_009931235.1	K12C006	GCF_002806795.1	PASS	860d888fd5e3a4598440bd2f38efe4ba2e3eac3ec3200a112f4d98cc242f21aa
host_genetic_medoid_k12	12	GCF_000835055.1	K12C002	GCF_013391275.1	PASS	d2fbe6ac3dc79d1680f64104b876c4516af6d09ed1a063d779d905dc4704aa15
host_genetic_medoid_k12	12	GCF_003293975.1	K12C002	GCF_013391275.1	PASS	f97e6b2e5bbe405795f6b824ce416da0afdd23236fd612e4f85e5c6722ba3eab
host_genetic_medoid_k12	12	GCF_002116465.1	K12C002	GCF_013391275.1	PASS	53f3de2f1255b03da4135811e14a4c9d47b8f837362892e9e337405c53cd2492
host_genetic_medoid_k12	12	GCF_002228865.1	K12C002	GCF_013391275.1	PASS	061563274fe4ee923983b2e3c02af60eb64d6f633ac9ff77a21599f3c08b62dc
host_genetic_medoid_k12	12	GCF_002486585.1	K12C006	GCF_002806795.1	PASS	695642f5a3bb2bb27ab229036b2d6fb4008ada014c5b24b27fda772affbdbb9a
host_genetic_medoid_k12	12	GCF_002244095.1	K12C008	GCF_003317605.1	PASS	62d637e7a359227bd5da5ee95249b46bf002255d436126832faf0769315630ad
host_genetic_medoid_k12	12	GCF_001651605.1	K12C009	GCF_009910875.1	PASS	03a8318e08fb1e25b7b88fdeda80864a49b5a6048b091f3b4fd192a5296593fa
host_genetic_medoid_k12	12	GCF_019834335.1	K12C002	GCF_013391275.1	PASS	758f0607c442ae950e51b65708d30ee4876187fee348f76154fdedab6e02ec3c
host_genetic_medoid_k12	12	GCF_001266305.1	K12C010	GCF_000807565.1	PASS	d954239d735a10efa36a98e24150bab3dc918f9044b4315ef717366f664732f7
host_genetic_medoid_k12	12	GCF_000357825.2	K12C002	GCF_013391275.1	PASS	32fd0b2e2631d5e1ca436f633ea46a5e582072e0eb8c4ba5996a5351beae0c26
host_genetic_medoid_k12	12	GCF_009767495.1	K12C002	GCF_013391275.1	PASS	76d7bcce1d2b68862cbcd757274cb9162f1dd5a4b52612f376c9c5bfde9dc778
host_genetic_medoid_k12	12	GCF_003988295.1	K12C002	GCF_013391275.1	PASS	579525fed4ad13dde51460ffb1b989500a9f8559dda38fe41d734d55768e6125
host_genetic_medoid_k12	12	GCF_016404405.2	K12C002	GCF_013391275.1	PASS	4f09e68d7bc41bb04d9071f90e05d70fe99c16293547b05987bb51421e8a520c
host_genetic_medoid_k12	12	GCF_009794305.1	K12C002	GCF_013391275.1	PASS	8d45d27e43c95531f9eca21b1b725dcfbf645467ba127f307c2695cc073e7230
host_genetic_medoid_k12	12	GCF_000355215.2	K12C002	GCF_013391275.1	PASS	5fdc0bd32ef30992fceafc67f56264a95b1f74f4fcec8ef949686a50b09de626
host_genetic_medoid_k12	12	GCF_001191045.1	K12C002	GCF_013391275.1	PASS	c956a191fc054b49fe37c2ae70e723ed75581a625d7180a80d4cfe980670eaf4
host_genetic_medoid_k12	12	GCF_016403925.1	K12C002	GCF_013391275.1	PASS	5c2ea7f93bfc51befc33ce00d4bfd4395ca116d5f1befdb56061ee3feb5b2f45
host_genetic_medoid_k12	12	GCF_013391275.1	K12C002	GCF_013391275.1	PASS	ec70e4d59fd91b373c77320e05c32406a197d4b50d22f1cb3aa71fbb344dedaa
host_genetic_medoid_k12	12	GCF_003076695.1	K12C008	GCF_003317605.1	PASS	d86748dbb20a875ade709f671d0443c4ed616c7cacef903558b3a01cd2e3d933
host_genetic_medoid_k12	12	GCF_013395855.1	K12C002	GCF_013391275.1	PASS	a72bfa1933bd9199763316bada69bcaf79b5a66871e25b03dec6532a3ac79dc4
host_genetic_medoid_k12	12	GCF_900096855.1	K12C002	GCF_013391275.1	PASS	61f9bd90cf996f86b2052caf99d9409d210a429ef92b9f69d3d11d6a95d9f655
host_genetic_medoid_k12	12	GCF_003731535.1	K12C002	GCF_013391275.1	PASS	e47bd3657aebd0195607712be55073555ab834c5b56770788bd69e3504aeacef
host_genetic_medoid_k12	12	GCF_016103185.1	K12C002	GCF_013391275.1	PASS	d2774f8a6d897e0af520cdfb2784ab9e2f478df51a2f8d33edc52e91abfd0ac0
host_genetic_medoid_k12	12	GCF_009393955.1	K12C002	GCF_013391275.1	PASS	e3548ebd9093be5205db45c85b657269f03b0786c4d63a8be28702ad91f6d935
host_genetic_medoid_k12	12	GCF_002227115.1	K12C002	GCF_013391275.1	PASS	83b6ac02f4d8cb6826418792f8423864a9120070095d2ec3237b623509eb0062
host_genetic_medoid_k12	12	GCF_002542255.1	K12C002	GCF_013391275.1	PASS	dfce7edf3b714c783ebd0048d6d453f81823924b0f9d826467ef513d642d4c0a
host_genetic_medoid_k12	12	GCF_004569685.1	K12C008	GCF_003317605.1	PASS	ad4f6766b2ea63a0051d18847750821376ccfc81562e45f32273764e2edf1476
host_genetic_medoid_k12	12	GCF_013395785.1	K12C002	GCF_013391275.1	PASS	7817a6ad8379e17d61cc99a48832f1561907e0ae98b00951e2be6f1791f067a5
host_genetic_medoid_k12	12	GCF_011404355.1	K12C002	GCF_013391275.1	PASS	e4e5f9fe8ed05910e5dc268e0866e89f5f670d22552091ad38f4afbbdbb2609e
host_genetic_medoid_k12	12	GCF_002228265.1	K12C002	GCF_013391275.1	PASS	53bb87736ccfe9e4f428845b430cf7c5ccfbc9e549b67476b57922cd908c2518
host_genetic_medoid_k12	12	GCF_004523615.1	K12C002	GCF_013391275.1	PASS	bc5b3387fa7edd9fb4b51c65e7ecb152c04e70ce771628da2e68a9bb8a120d50
host_genetic_medoid_k12	12	GCF_019051815.1	K12C002	GCF_013391275.1	PASS	98b57b10ebe67b2bd4d1c9d442ddd8b7d565868b0feb128031cc93b56c7dab2f
host_genetic_medoid_k12	12	GCF_016760895.1	K12C010	GCF_000807565.1	PASS	0c5e230dc487ffda60ee1ddf43a745be3939157d04e8b8c32138cf59074b4db8
host_genetic_medoid_k12	12	GCF_900500215.1	K12C008	GCF_003317605.1	PASS	b27a5cc02f7761b217fd16888e86a89834d4e6b987907b9c86462b37cff122ef
host_genetic_medoid_k12	12	GCF_001894065.1	K12C002	GCF_013391275.1	PASS	ee0e877e10ec52b12a8b95edd4c015803d17ed7dab7cb6cf228968034554ce1b
host_genetic_medoid_k12	12	GCF_005399985.1	K12C002	GCF_013391275.1	PASS	4b4d5a27956b586ccd7168b373c9e4f87e76d873f85fdd6b2f25c2de45e84108
host_genetic_medoid_k12	12	GCF_900520305.1	K12C002	GCF_013391275.1	PASS	20f3f48612ac2fdc96c1c3c72a6c6628ffc5770c820b323b67b67d8d14e22cad
