cohort_order	rung_n	assembly_id	exact_assembly_accession_version	input_line_number	input_occurrence_id	resolution_status	assembly_status	selection_stratum	stage_b_order	random_key	inclusion_probability	inference_weight	engineering_control_membership	collection_row_sha256	row_sha256
24	500	asm-v1-90293848c2351417f7baaa74	GCF_002513075.1	7747	occ-v1-837b025b489e8d5bc0c3c44a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	001647f12fe2ff9af86a0c9c5428cbc7f490ac36b077ccaca633a45ed2c07189	490/25353	25353/490	.	0c00b2fbf2ea51e69350fa51efba55b1a8e31e1bab3859bdbc2cf252c9ba5f31	fa4c86cd5661755716af7d538109eb11f5f7b26ac237993afb17f44afc4393b0
25	500	asm-v1-3b4342f24d54b3c1a9b84d48	GCF_902810185.1	25435	occ-v1-91c1ea61153440814f3167a8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0019b299e5f2608dc022a0f631c496f15d8bc0eaa581665a2e536b855f934c21	490/25353	25353/490	.	6e94aab97b62bc66a74df475b0d78cf97ae1814aa55bbe419f9c6ee7a8ebfeec	e03ec2a4b08481b61519b800be9c20e2807c85df2c60c27864e015249e8e673a
26	500	asm-v1-0beedef08535e20c4790e6bb	GCF_005043025.1	13558	occ-v1-3d14671e582a529b71f2b16c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0024ed29c76b0df51696c6838dfd80e76fd18afa6b64706abcb45a2268fc5caf	490/25353	25353/490	.	5fe16931cff4ec3fe5c5a05d07af13536178f105ddca3dda28cd07412a2c1498	3036f0f9f2f9833371b1b9c88d13aaca6686948b3a8f0fb5ec114b1fccd06623
27	500	asm-v1-48766683d6315460b4013353	GCF_017595115.1	20944	occ-v1-b8bfb356e96f507a3c42d0fc	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0029422e84638d16abf17cf201e50c0320246397570f4bc3d63a5c978b62ce65	490/25353	25353/490	.	b7ffaf5e597e66366be4952caaaa575f6cf576f6aff8c332734ee9bc94855ed8	76d530bd678eb760632b7658c1c93ddf283e5cb165e945cbbe89bd3d28c6b218
28	500	asm-v1-b71c4a8ef90f7c49f5f8d546	GCF_014528625.1	18814	occ-v1-0a6f81f387bdc814648ddb05	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0030c9bc766e23d533a9eade624c02ad9a5d4893d1b404dae10bba9f9e5c32b6	490/25353	25353/490	.	2f794330d688f9d086937b9882eae9529ed3f0c69f24c628d748572c286c679e	a224c1e90f4133549e68a26504c04513dbb1890a7335de7cd56cee543527c6c6
29	500	asm-v1-31cd9173370fa4123f9ea13b	GCF_008041205.1	15581	occ-v1-491c68ddd16b1a82aa17f1d1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0030f2409313f4a00cdc83ca78c90063b00cf10f621178ac989b160d2398c7ac	490/25353	25353/490	.	fee5d7d31116174c3948278c565acc6ac89edfacd691b619454109d1b28aa50c	e2e51301ad29b581230036cab7919a8068700ba5dbc739bb9e2b906db3e7ce80
30	500	asm-v1-b419079f0ccf7758946a758e	GCF_009820795.1	16690	occ-v1-f3ec9eabe50a47fa8f13b4c7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0035b3c5aa9581d55a656baf683671fd6f5fcea18444f51c8091b72a1deebc14	490/25353	25353/490	.	4cb837ea707006168b2a9ee131d19a84a3c65db12403b243e4092c5f56901eef	321fadef2ae0dec13e1f3546ac6f476cd3d219c85034e05a5afe172b2fd35440
31	500	asm-v1-9416d74da50a26741c416d3a	GCF_900479385.1	24540	occ-v1-c60424f2d98036423d1ffe49	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0036254a869f52e4b5e4baf7c2a2af713d78816da3cc91f4f00abe7585384748	490/25353	25353/490	.	47d21c64da48992d440fa55a25cb70ae0f3f2a33497af4e3c882102f03ecc650	2e1a843ba81abf3d65cf638a65f5c04fed284e25eef300c546bd94a1b410ff7c
32	500	asm-v1-b269b6f553a373270f84ba18	GCF_004767475.1	13116	occ-v1-3d626a06c5cd172dff9d10ff	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00367500358dc4d5944333bfc58e8eb74abf0427acb88c7323a96e3f4eddf698	490/25353	25353/490	.	ea4d2d0ff66d211aa546e700912539f671bdd10525542bb812ca78ddaa26d1d4	0b70db6a2be2d34c82883d642e76d5be43603630183c7558b51c5606db9dde99
33	500	asm-v1-996e1b56b7867eb75e7abe84	GCF_002519245.1	8050	occ-v1-0c586d8040c668df2d38cd6d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0039af5b2d40b0914e8af313456e865ae2e4455c9cc61ba4d96a3e8415b04d57	490/25353	25353/490	.	c4f722934c466df0ce0bfae4d86daae073d83e5b61350577d5bcea5cc6a55e55	d1f67822789e490517177c64eda43ebace22234651fbfa710ba4e304d23b6828
34	500	asm-v1-9f93da8d24e49c1bd9dc1bfb	GCF_015644305.1	19555	occ-v1-cb64eb31566547c2fe5186e7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0043195895b060d62cfdc4b21ce919414b9e6839e2408b94b6ddf701a8d08668	490/25353	25353/490	.	a49c0bd51a7a3bc8541485078825ed437fc6a1ece04418f0ac8f624528a77364	b639b922012d12aabb5af0e140ce7c17cca029354c516d3b61d7b12ea51dc865
35	500	asm-v1-9bf79301d532e473a6d4d15e	GCF_001616285.1	4103	occ-v1-12fa9ce86ab42c5bd1cef05c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0044ea4d63ffb89fc89192f16bdc235d420da3ed49b9500c7f78685b2ff68efc	490/25353	25353/490	.	fab32ea1c00a3e5a8caba8918b349a687d1f9c0fd2289e263e97a5c00764977c	822eaab813e81d1d421bcb309219decb4e3e3e55745f6a8f588f78466e291133
36	500	asm-v1-7f24d9da61537a483a8edeb9	GCF_001614645.1	4025	occ-v1-63be57a8eb2d2c84e2e30aef	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0045913553ba16ac04907cda3bd4e569dda9450c52b00cfe67d85b4d206ac890	490/25353	25353/490	.	10330c73920740e3cc0e99a1c19c0b55a8de620dbe56e9b73205331fa776dd28	029bf2a1ba020cd57861dacf8f60259085d8e04221f2fc3464b45caa77871c46
37	500	asm-v1-27d405b112a56b6388ddbef4	GCF_013370625.1	17983	occ-v1-9acb81f90ffeabd2adc635e1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0046976c3cb0e6406771d36ea84143b40afe4d0852ab581762ed9e5c8fd70783	490/25353	25353/490	.	e65f499430fbe584bbf6c881c7fb6c9d94f3cbeb3090e0e51ecd365cb2e6850f	d904b89221730a0712b0d3cd86936e7bbefbdc38e369c16b6f1e94eb0adb5f61
38	500	asm-v1-1373daf306e4c70962bf7651	GCF_013608825.1	18414	occ-v1-d09fc8a4e14fd324a2a3648d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	004745ee1c9e093be95fff1c99c29fa899dddc6279ced7897fa96789d408c23d	490/25353	25353/490	.	b81d970cefcfd6393364fcc3739311a2787f410c43b8331e9e3c8abc5aee9dfe	845483cb4cf160e1ce123542d989d73a0ca07af66dea63b662b533a97b39a423
39	500	asm-v1-566c3eb2b8feeeb03a029d05	GCF_005043625.1	13587	occ-v1-ee3020f31ce144b24d0e3fff	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	004c63aa4bc2ad4e28e357a0fea617e344dc4880cc65b76fadb7764cc7e05ed0	490/25353	25353/490	.	7a06a94bc295154e2595cd28c0fdf4db246469473185cc61a6cc3d0965abce00	809e935fce3b84dec904e44d1f617a7d45a315911411526c36e44ba0c3517bfc
40	500	asm-v1-d8e1422596935b944b73500f	GCF_902163565.1	25194	occ-v1-3a9e0e5f353206d4ed7efaa6	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	004d0fe539075f59054c285cbe06fc232eb6dbfddab19dff123c0bf7492bb409	490/25353	25353/490	.	7c09983c8e9eb3de8303b2fdfdc85847529524556fad8e3bc93b3a6fdc1e4846	354d0f8e71bdf78599ec1e0a631e51f59150bfc668bc1b84397123f9ff9daf43
41	500	asm-v1-62a4d2082d3f90d6cb5304ca	GCF_006351505.1	15367	occ-v1-a03b9f253db56077a7a6fbe4	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	004ff71f8b071d96ebe4f54ae65fb35989db6b55fafe210e5ebb68087a679692	490/25353	25353/490	.	bf701084fb79628ef4167d137980d6b21ed9e9b9238bc2450d43bffd801048bc	9871e7ebbde9d6121a988fae11fcd3951129382bc16d9ed28be116b5227a41d3
42	500	asm-v1-4fad43b6b8ac2a5931873b95	GCF_005039315.1	13415	occ-v1-1078cbd3caf8cbd47de68537	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00502bd8c06025808e79608aa73e628ef20305070d4d3b02fadb0aa65f08f643	490/25353	25353/490	.	2be61ba4ecdc690ab8de83cd300f39f1771d428a1a0215596c09e007acd44beb	f89a82e5617c38510570e3e5b9443065656843cd6a679f7aae378be05dc3300c
43	500	asm-v1-ef21b6ec0b8c832cbedc2d93	GCF_005384385.1	13972	occ-v1-5f6f03c1a9a7bcb438e6dfa5	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0051e3ac3daf86de5d20a8ef4e0fca176397a68fc1201c43ecdee113ec1f2adb	490/25353	25353/490	.	c1293393c2012af0653fcbeb7d9e11cd02ee070bdcc670f4e96a71326ae906f9	a00765c1b8fadcbe949b093674fb87ff566fc575e9ae18458633e0d539ec522a
44	500	asm-v1-dcfffc170c5656770532cfc6	GCF_016530465.1	20033	occ-v1-6fa4156dcc49668ee42d058d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0058635f5f3b1a1a2ed4b7e2c5f36e6635765a023748d9f76e74c8ed44322e25	490/25353	25353/490	.	9f4fbecd8431b8d4e057bfcfe9326e3b577b07e4df2bf2f3f35334d124e59c7a	a557080149325b0748ef204ad83c3cccd734bae835bb2d76ab6911bc80e97255
45	500	asm-v1-9791d16f22febb6a4da01cdc	GCF_002152015.1	5360	occ-v1-a78f31168e5bd55ba56951a4	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0059c63bfe7c80e82a556b6589b40b1c158933b82582273913a981542db3d2d7	490/25353	25353/490	.	24892dda4fd058efea057ea99d6c64cbb45d53eddb7a120e36f32d208f19cc34	772fb442c6009994b8230e867baae4fe071b95c21c6a9c26be56e74eb90706ea
46	500	asm-v1-0e401af1329ee20675b75db8	GCF_018344735.1	21298	occ-v1-b3792623aeac76d6f01c912d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	005a00819b89f9bdb3af65de2b5ecd3c38b3a1dc795ca46afacf769ace0829e5	490/25353	25353/490	.	0eaf51c33721a51114334f6a5e5ac5b9dd7d2cfcfc05fab77353112598ff5913	4f478c1c26c82116e45d2944b27a8ede289fc536fc0fce82e12bda9750fc3a49
47	500	asm-v1-f8561f5b15e76623fe00d768	GCF_002513625.1	7774	occ-v1-19356397c5e3bc00551e7532	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	005c2c4b769ad13707904708a26c9fae936a72a0f32bb33e3a27ff982472c280	490/25353	25353/490	.	82acd3f699266c57f88f2a503f9eaea043f02edae8224bd3f58524c296742741	9382a5ad0940940977cb4410929e276d6df36657f02489f97846f1e591cc6485
48	500	asm-v1-9f5f3eeb65f0f80afca90db7	GCF_002229025.1	6082	occ-v1-afd0a9240dab3b337257c3e8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	005ed0f89961f28d3e0a849130d756aa390eb44bf38e259f65adcbac39bbba38	490/25353	25353/490	.	b751fee7ae96fa42c472416a336ecc6c2a1141d84f6970852954e09c31f4e446	72c81922f4bf3b9f002b2aa725ed879acb97377d8171cca8e7e35418000c5cba
49	500	asm-v1-143198d8a00e3d1908061cae	GCF_000778685.1	2336	occ-v1-d14d6d29c5dbdc9e6e445c01	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	005f2442395824dad2aaa47b8dd36107bfd1ede4317c4ef4c7bfd52c8b99d52a	490/25353	25353/490	.	02e4cf402724174f740d8bbbdd1ab91776982ed1df88272bd9adb591599aad67	3d900b3c23f341886dfdcedd50de269cb896f3c1485aba27c8720e27bffb91fa
50	500	asm-v1-26091108e767413baee190a2	GCF_020037245.1	22700	occ-v1-2276d8d7e874bd8145052e5b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	005f5637ecf5ea991b0b2c1b47cc419f54e1491e4ec81003ece0a597e5d29c72	490/25353	25353/490	.	a56e26e3123087ab4bb82b5ce9f5ba6bf4eba0c2608b5eb9fe8f35b962ff0ebd	673b1a125e0c9bcb24d146227a7747ad08d23e9935cfc2219d982e676400f2d9
51	500	asm-v1-1009a57e9d5acb3b90d6791b	GCF_003731035.1	11783	occ-v1-9f263daf2eb13ea3b6a0744f	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00613c798d420551b00ff206f57792583e1f0de9a2e8053b1f1fd64c0996de0b	490/25353	25353/490	.	f15e2949f76516b851c0292f5ec02ccb2b4d4bc4bac60505bc96b9a4971ca4be	2607ae1abaaedbe802751d7bff6f8e57e69368e2b5819297c86a907386b4829d
52	500	asm-v1-c5fbc3318d26f8606d4ee374	GCF_000326585.1	508	occ-v1-67c5bae98bad0e1cef2f9be7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00648e55845d960ea59abe6b83e4a4110f25d4d590bead700a74fc07da17da19	490/25353	25353/490	.	615283297d1122aebdb55d1acab6178ea4c29d9912c5eff00bc752d79290e7c6	4c726c4f951aede6fa1421ccb52769ad1865c7653ee5a277986d067172e5e418
53	500	asm-v1-076733fb9cacde0985dcd995	GCF_000780535.1	2413	occ-v1-664f9a2a7a558f940c7f40aa	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00654350618746213d1de46b87c3d2996d00c9fa4c57903aa29e1f3678604a95	490/25353	25353/490	.	50219c8d40cea6901bb39543c8a9f691fa20cf9750d1e7379c31854e92e9428f	5b23bc09188f32c70d053f904c4a076a33c3e42ea9acc6ee8484d31bdbde39ab
54	500	asm-v1-9577d304b0441e1eebff2e03	GCF_003570445.1	11601	occ-v1-d3b36c00d160ca10879fb7e1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0067cb89c1283c1a2310e365819bab34efb77e998a8052cba801a23ae6ab7797	490/25353	25353/490	.	4ef4ab1d25a78e91720bd6f8e0d5b57b3044c9f21115429915530a7d3013c66b	41adc451b0892909db463a535e58a4f223521be2ee90d0e159b7dfb60fc107d2
55	500	asm-v1-0d112d76668f2ca96d2d62e5	GCF_000447005.2	1047	occ-v1-eb919fb76b799d72ad345d66	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0069408a378cf752a0237a18553524ead3a65eff39e5adff80017b1efca4773b	490/25353	25353/490	.	63e2200146b9607bcbb5544316a50ebbacc4606eb3a02afd5b272d967c8dafb3	5e7aae527b9b1470d2687b2c0fee0aa3fa34f9d165892124d150fb5c34417b08
56	500	asm-v1-651bbd15909672553530f486	GCF_013073765.1	17541	occ-v1-de5aead60133584e91f029d8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	006d187f4e3bc870d297f5427f5cc2e711e7bf801ddc2ad2dc1b100c33ab8f7b	490/25353	25353/490	.	5fa2753c22ec6ef9e0e3dec5e4a4e2e9f5a14f51c3f38ed7157c3f2bb474b8f2	d833be2925cbf3ca621ae5adc3f615d4b59ec6735a94d4d6655405f1d2cb704e
57	500	asm-v1-d23ad41de9f39edda98054bf	GCF_005041275.1	13479	occ-v1-2ac246bcd0cf6271381269fb	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0070a4e68d9feb99d3d7ce8557a30abb1e064479547f20aeb3c11116f7dcd139	490/25353	25353/490	.	8ce2ebead8619e3132831244812c217c4f1e12014afd0989962c6a4a0109db49	c0c0ef1443e7c97e0783791ab4139c69e6d6e65ae67e9cabcea3fbc7ad3f4c53
58	500	asm-v1-78de2c22a7d89d63d5d4271a	GCF_014862465.1	18976	occ-v1-c0b5876e39cfadf19e3ec273	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0070ed517dfa67cb56485ca604f2e86f39aa6cdcc075fa9f92a01b2bdb0271c9	490/25353	25353/490	.	526ea4048a59f79075046f6a24ba6671a295fd556fe5c05dede75224e73f24e5	ecc3420910e80ba101033660c644fc9757567f970e9c29504f1e27338b8edd56
59	500	asm-v1-1ed2c2f97484422a21c26931	GCF_900195795.1	24183	occ-v1-68c2e5844656232cb8d07d31	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	007533f4d6666c5be2dddc78f7d978b494608117b00ab8bc399b1256a8d4a279	490/25353	25353/490	.	9a1d35922fe49656664748d1e034ee6d497d83049bdbc9ea17b1f892645208ec	bc92d53b24027aeecaf7ef8f40c63d7064a399de5311f3bf9cba209b49e4038f
