clade_id	community	n_members	n_partitions	length_bp	status	n_genomes	source_genomes
0_0071	0	2	52	26291	ml	2	GCF_000780535.1,GCF_000780555.1
0_0072	0	1	0	13001	singleton	1	GCF_000703665.1
0_0073	0	1	0	6502	singleton	1	GCF_000350885.1
0_0074	0	1	0	9829	singleton	1	GCF_000351905.1
0_0075	0	50	864	91064	ml	50	GCF_000009565.1,GCF_000022665.1,GCF_000023665.1,GCF_000164415.1,GCF_000172015.1,GCF_000215205.1,GCF_000249175.1,GCF_000249935.1,GCF_000258865.1,GCF_000303755.2,GCF_000313425.1,GCF_000316885.2,GCF_000357685.2,GCF_000615055.1,GCF_000615535.1,GCF_000617065.1,GCF_000695135.1,GCF_000703225.1,GCF_000703305.1,GCF_000703365.1,GCF_000704685.1,GCF_000704745.1,GCF_000704765.1,GCF_000752175.1,GCF_000830035.1,GCF_000936085.2,GCF_000936225.1,GCF_000946435.1,GCF_000951875.1,GCF_000951915.1,GCF_001012335.1,GCF_001039145.2,GCF_001039155.2,GCF_001039225.2,GCF_001039415.1,GCF_001187545.1,GCF_001191115.1,GCF_001269005.1,GCF_001277595.1,GCF_001277675.1,GCF_001283165.1,GCF_001283525.1,GCF_001283885.1,GCF_001284925.1,GCF_001285005.1,GCF_001285885.1,GCF_001286345.2,GCF_001286585.1,GCF_001286665.1,GCF_001440045.1
0_0076	0	50	662	97866	ml	50	GCF_000010745.1,GCF_000010765.1,GCF_000171955.1,GCF_000171975.1,GCF_000190915.1,GCF_000249335.1,GCF_000249535.1,GCF_000249555.1,GCF_000250115.1,GCF_000260475.1,GCF_000276745.1,GCF_000276765.1,GCF_000305415.2,GCF_000351665.1,GCF_000358025.2,GCF_000407705.1,GCF_000408445.1,GCF_000456545.1,GCF_000458875.1,GCF_000459115.1,GCF_000460475.1,GCF_000461995.2,GCF_000507665.1,GCF_000618845.1,GCF_000703205.1,GCF_000703245.1,GCF_000704585.1,GCF_000734955.1,GCF_000752875.1,GCF_000776695.1,GCF_000945955.1,GCF_000948535.1,GCF_001012195.1,GCF_001012235.1,GCF_001012255.1,GCF_001012275.1,GCF_001283345.1,GCF_001283705.1,GCF_001283985.1,GCF_001284985.1,GCF_001286345.2,GCF_001306635.1,GCF_001419865.1,GCF_001463405.1,GCF_001519215.1,GCF_001519235.1,GCF_001519895.1,GCF_001520875.1,GCF_001521455.1,GCF_001521575.1
0_0077	0	50	1220	93006	ml	50	GCF_000008865.2,GCF_000025165.1,GCF_000026545.1,GCF_000155125.1,GCF_000192665.1,GCF_000194395.1,GCF_000249455.1,GCF_000249975.1,GCF_000250095.1,GCF_000250355.1,GCF_000262125.1,GCF_000267045.1,GCF_000267085.1,GCF_000308975.1,GCF_000326465.1,GCF_000351605.1,GCF_000351725.1,GCF_000356585.2,GCF_000357345.2,GCF_000457995.1,GCF_000458825.1,GCF_000615055.1,GCF_000703205.1,GCF_000703245.1,GCF_000703325.1,GCF_000703765.1,GCF_000703905.1,GCF_000704225.1,GCF_000704885.1,GCF_000714175.1,GCF_000732965.1,GCF_000798195.1,GCF_000798575.1,GCF_000817425.1,GCF_000941395.1,GCF_000942915.1,GCF_000978845.2,GCF_001030505.1,GCF_001039145.2,GCF_001039225.2,GCF_001266225.1,GCF_001277575.1,GCF_001284725.1,GCF_001307215.1,GCF_001420125.1,GCF_001420955.1,GCF_001467005.1,GCF_001516935.2,GCF_001524905.1,GCF_001558995.2
0_0078	0	54	1240	48284	ml	54	GCF_000005845.2,GCF_000010245.2,GCF_000019425.1,GCF_000021125.1,GCF_000022225.1,GCF_000022345.1,GCF_000146735.1,GCF_000181735.1,GCF_000215165.1,GCF_000259425.1,GCF_000262125.1,GCF_000267085.1,GCF_000267145.1,GCF_000269645.1,GCF_000273425.1,GCF_000364365.1,GCF_000457595.1,GCF_000462465.2,GCF_000482265.1,GCF_000499485.1,GCF_000703305.1,GCF_000704525.1,GCF_000704545.1,GCF_000704785.1,GCF_000711515.1,GCF_000711565.1,GCF_000725305.1,GCF_000730345.1,GCF_000750555.1,GCF_000801205.1,GCF_000803705.1,GCF_000952955.1,GCF_000953515.1,GCF_000974535.1,GCF_000974575.1,GCF_000974825.1,GCF_000974865.1,GCF_000974885.1,GCF_000978845.2,GCF_000981485.1,GCF_000988355.1,GCF_000988385.1,GCF_000988425.1,GCF_000988465.1,GCF_001020945.2,GCF_001021005.2,GCF_001043215.1,GCF_001308065.1,GCF_001308125.1,GCF_001308165.1,GCF_001544635.1,GCF_001559655.1,GCF_001559675.1,GCF_001566335.1
0_0079	0	1	0	39239	singleton	1	GCF_000352905.1
0_0080	0	12	51	23096	ml	12	GCF_000181755.1,GCF_000181775.1,GCF_000249855.1,GCF_000249915.1,GCF_000249955.1,GCF_000460295.1,GCF_000461935.2,GCF_000462085.2,GCF_000462405.2,GCF_000616625.1,GCF_001245225.1,GCF_001447405.1
0_0081	0	9	185	64215	ml	9	GCF_000496995.1,GCF_000627435.1,GCF_000798295.1,GCF_000798595.1,GCF_000819375.1,GCF_000946475.1,GCF_001191265.1,GCF_001520815.2,GCF_001561195.1
0_0082	0	15	306	85651	ml	15	GCF_000235125.1,GCF_000267205.2,GCF_000267345.2,GCF_000267765.2,GCF_000267785.2,GCF_000303455.2,GCF_000462085.2,GCF_000617085.1,GCF_000617725.2,GCF_000619425.1,GCF_000695115.1,GCF_000747455.1,GCF_000752235.1,GCF_000752755.1,GCF_001264175.1
0_0083	0	4	6	4658	ml	4	GCF_000267145.1,GCF_000615745.2,GCF_000965555.1,GCF_000965715.1
0_0084	0	5	132	97325	ml	5	GCF_000026305.1,GCF_000460755.1,GCF_000462285.2,GCF_001191055.1,GCF_001309735.1
0_0085	0	37	576	64668	ml	37	GCF_000168095.1,GCF_000276885.1,GCF_000276945.1,GCF_000356705.1,GCF_000408725.1,GCF_000408745.1,GCF_000446925.2,GCF_000457595.1,GCF_000459575.1,GCF_000459675.1,GCF_000616195.2,GCF_000617025.2,GCF_000619485.1,GCF_000619605.1,GCF_000622655.2,GCF_000622675.2,GCF_000622815.1,GCF_000632635.1,GCF_000687125.1,GCF_000703325.1,GCF_000704905.1,GCF_000731355.1,GCF_000752255.1,GCF_000752435.1,GCF_000776055.1,GCF_000785355.1,GCF_000948815.1,GCF_001012195.1,GCF_001012235.1,GCF_001012255.1,GCF_001012275.1,GCF_001191435.1,GCF_001265155.1,GCF_001265265.1,GCF_001284265.1,GCF_001309465.1,GCF_001309565.1
0_0086	0	45	570	97569	ml	45	GCF_000166535.2,GCF_000249755.1,GCF_000333195.1,GCF_000351085.1,GCF_000354855.1,GCF_000408065.1,GCF_000408205.1,GCF_000456825.1,GCF_000457245.1,GCF_000457495.1,GCF_000457815.1,GCF_000457875.1,GCF_000458915.1,GCF_000459315.1,GCF_000459495.1,GCF_000459735.1,GCF_000460055.1,GCF_000460115.1,GCF_000460855.1,GCF_000460935.1,GCF_000460975.1,GCF_000461215.1,GCF_000461535.1,GCF_000507685.1,GCF_000647795.1,GCF_000647815.1,GCF_000692535.1,GCF_000692555.1,GCF_000713095.1,GCF_000713115.1,GCF_000778015.1,GCF_000778915.1,GCF_000779515.1,GCF_001030585.1,GCF_001277455.1,GCF_001283625.1,GCF_001283905.1,GCF_001284645.1,GCF_001284745.1,GCF_001284825.1,GCF_001285305.1,GCF_001285645.1,GCF_001286005.1,GCF_001463115.1,GCF_001466815.1
0_0087	0	1	0	31314	singleton	1	GCF_000812255.1
0_0088	0	1	0	6202	singleton	1	GCF_001286425.1
0_0089	0	1	0	16277	singleton	1	GCF_001265675.1
0_0090	0	20	438	82492	ml	20	GCF_000351865.1,GCF_000352725.1,GCF_000457655.1,GCF_000488015.1,GCF_000703505.1,GCF_000703985.1,GCF_000704105.1,GCF_000704185.1,GCF_000713275.1,GCF_000768425.1,GCF_000780535.1,GCF_000780555.1,GCF_000797895.1,GCF_001039215.2,GCF_001269005.1,GCF_001269125.1,GCF_001309485.1,GCF_001441345.1,GCF_001519405.1,GCF_001520435.1
0_0091	0	4	83	41044	ml	4	GCF_000597845.1,GCF_000599625.1,GCF_000599645.1,GCF_000987535.1
0_0092	0	4	99	54204	ml	4	GCF_000350665.1,GCF_000407705.1,GCF_000408605.1,GCF_000459375.1
0_0093	0	3	49	26733	ml	3	GCF_000356265.2,GCF_001286165.1,GCF_001306715.1
0_0094	0	2	69	30416	ml	2	GCF_000164235.1,GCF_001309485.1
0_0095	0	1	0	23427	singleton	1	GCF_001484375.1
0_0096	0	25	490	102571	ml	25	GCF_000021125.1,GCF_000022225.1,GCF_000025165.1,GCF_000181735.1,GCF_000181755.1,GCF_000181775.1,GCF_000215165.1,GCF_000245515.1,GCF_000262125.1,GCF_000267025.1,GCF_000267065.1,GCF_000302735.1,GCF_000352165.1,GCF_000352285.1,GCF_000408345.1,GCF_000461115.1,GCF_000461315.1,GCF_000461935.2,GCF_000513035.1,GCF_000730345.1,GCF_000803705.1,GCF_000978815.2,GCF_001269165.1,GCF_001307215.1,GCF_001563715.2
0_0097	0	7	21	5830	ml	7	GCF_000010765.1,GCF_000188835.1,GCF_000194335.1,GCF_000249875.1,GCF_000752535.1,GCF_000965625.1,GCF_001563715.2
0_0098	0	8	133	49684	ml	8	GCF_000188835.1,GCF_000354435.2,GCF_000446525.2,GCF_000478705.1,GCF_000503455.1,GCF_000965635.1,GCF_000966935.1,GCF_001267345.1
0_0099	0	13	520	224496	ml	13	GCF_000022345.1,GCF_000211395.1,GCF_000357285.2,GCF_000460835.1,GCF_000627235.1,GCF_000632615.2,GCF_000981485.1,GCF_001043215.1,GCF_001268385.1,GCF_001269045.1,GCF_001420935.1,GCF_001559635.1,GCF_001559675.1
0_0100	0	6	100	50727	ml	6	GCF_000249955.1,GCF_000355535.1,GCF_001039155.2,GCF_001039205.2,GCF_001039215.2,GCF_001039225.2
0_0101	0	6	85	40425	ml	6	GCF_000249095.1,GCF_000354895.2,GCF_001039155.2,GCF_001039205.2,GCF_001039215.2,GCF_001463585.1
10_0000	10	100	2809	132955	ml	98	GCF_000013265.1,GCF_000014845.1,GCF_000025745.1,GCF_000026285.1,GCF_000157115.2,GCF_000167875.2,GCF_000194295.2,GCF_000219515.2,GCF_000227625.1,GCF_000233875.1,GCF_000233895.1,GCF_000249735.1,GCF_000250315.1,GCF_000250335.1,GCF_000258635.1,GCF_000284495.1,GCF_000299475.1,GCF_000320275.1,GCF_000350665.1,GCF_000351285.1,GCF_000351605.1,GCF_000351785.1,GCF_000352065.1,GCF_000352265.1,GCF_000352325.1,GCF_000352365.1,GCF_000352385.1,GCF_000352405.1,GCF_000352545.1,GCF_000352565.1,GCF_000356605.2,GCF_000357965.2,GCF_000407705.1,GCF_000408005.1,GCF_000408265.1,GCF_000408405.1,GCF_000408485.1,GCF_000408585.1,GCF_000456005.1,GCF_000456085.1,GCF_000456485.1,GCF_000456765.1,GCF_000456865.1,GCF_000456885.1,GCF_000457025.1,GCF_000457065.1,GCF_000457145.1,GCF_000457265.1,GCF_000457285.1,GCF_000457775.1,GCF_000457835.1,GCF_000458555.1,GCF_000458875.1,GCF_000459075.1,GCF_000459115.1,GCF_000459375.1,GCF_000459635.1,GCF_000459935.1,GCF_000460015.1,GCF_000460075.1,GCF_000460475.1,GCF_000460915.1,GCF_000461275.1,GCF_000461495.1,GCF_000461595.1,GCF_000461775.1,GCF_000493595.2,GCF_000494995.1,GCF_000495055.1,GCF_000507665.1,GCF_000520055.1,GCF_000618905.3,GCF_000662395.1,GCF_000690815.1,GCF_000692475.1,GCF_000692715.1,GCF_000700065.1,GCF_000700185.1,GCF_000703245.1,GCF_000703365.1,GCF_000704225.1,GCF_000714265.1,GCF_000714335.1,GCF_000778235.1,GCF_000951855.1,GCF_001021595.1,GCF_001021635.2,GCF_001030285.1,GCF_001030365.1,GCF_001030625.1,GCF_001030665.1,GCF_001266405.1,GCF_001280325.1,GCF_001280345.1,GCF_001280385.1,GCF_001280405.1,GCF_001420955.1,GCF_001520775.2
10_0001	10	100	2602	154259	ml	97	GCF_000006665.1,GCF_000027125.1,GCF_000148605.1,GCF_000190815.1,GCF_000351305.1,GCF_000351445.1,GCF_000351565.1,GCF_000352845.1,GCF_000355115.2,GCF_000356545.1,GCF_000356585.2,GCF_000356645.2,GCF_000356745.2,GCF_000356825.2,GCF_000357505.2,GCF_000357925.2,GCF_000358045.2,GCF_000358065.2,GCF_000358085.2,GCF_000358125.1,GCF_000358675.2,GCF_000407785.1,GCF_000407885.1,GCF_000408825.1,GCF_000456185.1,GCF_000456505.1,GCF_000457005.1,GCF_000457185.1,GCF_000457455.1,GCF_000457495.1,GCF_000457715.1,GCF_000457875.1,GCF_000458095.1,GCF_000458215.1,GCF_000458415.1,GCF_000458535.1,GCF_000458645.1,GCF_000458915.1,GCF_000458975.1,GCF_000459155.1,GCF_000459255.1,GCF_000459275.1,GCF_000459595.1,GCF_000460155.1,GCF_000460215.1,GCF_000460455.1,GCF_000460515.1,GCF_000460795.1,GCF_000461155.1,GCF_000461655.1,GCF_000474825.1,GCF_000492255.1,GCF_000492655.1,GCF_000522105.1,GCF_000522145.1,GCF_000522165.1,GCF_000522185.2,GCF_000522205.1,GCF_000522225.1,GCF_000522285.1,GCF_000522305.1,GCF_000522405.1,GCF_000633675.2,GCF_000692795.1,GCF_000692875.1,GCF_000700205.1,GCF_000703365.1,GCF_000704745.1,GCF_000704765.1,GCF_000711525.1,GCF_000713035.1,GCF_000713045.1,GCF_000713815.1,GCF_000714375.1,GCF_000714995.1,GCF_000782115.1,GCF_000798095.1,GCF_000812645.1,GCF_000819225.1,GCF_000831565.1,GCF_000968515.1,GCF_001030325.1,GCF_001030365.1,GCF_001030505.1,GCF_001030555.1,GCF_001039225.2,GCF_001051135.1,GCF_001182805.1,GCF_001420935.1,GCF_001485455.1,GCF_001515725.1,GCF_001519365.2,GCF_001520395.1,GCF_001520695.2,GCF_001561335.1,GCF_001561555.1,GCF_001566615.1
10_0002	10	100	2806	155150	ml	99	GCF_000014845.1,GCF_000026545.1,GCF_000027125.1,GCF_000091005.1,GCF_000148365.1,GCF_000155125.1,GCF_000159295.1,GCF_000176695.2,GCF_000179115.1,GCF_000190895.1,GCF_000194575.1,GCF_000212715.2,GCF_000250515.1,GCF_000250535.1,GCF_000250555.1,GCF_000250575.1,GCF_000285655.3,GCF_000350725.1,GCF_000350865.1,GCF_000351445.1,GCF_000357705.2,GCF_000357945.2,GCF_000357985.2,GCF_000358005.2,GCF_000358025.2,GCF_000408825.1,GCF_000456665.1,GCF_000457125.1,GCF_000457165.1,GCF_000457655.1,GCF_000458435.1,GCF_000458665.1,GCF_000458685.1,GCF_000458935.1,GCF_000459015.1,GCF_000459035.1,GCF_000459195.1,GCF_000459695.1,GCF_000460115.1,GCF_000460815.1,GCF_000461055.1,GCF_000461095.1,GCF_000461355.1,GCF_000461795.1,GCF_000461875.1,GCF_000474845.1,GCF_000488055.1,GCF_000493755.1,GCF_000494935.1,GCF_000507625.1,GCF_000507645.1,GCF_000522125.1,GCF_000522345.1,GCF_000647795.1,GCF_000647815.1,GCF_000692375.1,GCF_000692415.1,GCF_000692435.1,GCF_000692455.1,GCF_000692495.1,GCF_000692595.1,GCF_000692615.1,GCF_000692675.1,GCF_000692695.1,GCF_000704305.1,GCF_000713015.1,GCF_000714185.1,GCF_000715035.1,GCF_000732965.1,GCF_000752955.1,GCF_000776415.1,GCF_000803705.1,GCF_000827105.1,GCF_000931565.1,GCF_000978815.2,GCF_001030245.1,GCF_001030305.1,GCF_001030345.1,GCF_001030355.1,GCF_001030485.1,GCF_001030625.1,GCF_001030635.1,GCF_001030675.1,GCF_001039225.2,GCF_001264215.1,GCF_001267345.1,GCF_001268625.1,GCF_001307215.1,GCF_001420935.1,GCF_001469815.1,GCF_001471815.2,GCF_001509735.1,GCF_001513615.1,GCF_001513635.1,GCF_001516935.2,GCF_001521055.2,GCF_001561205.1,GCF_001561375.1,GCF_001562385.1
10_0003	10	100	2586	234329	ml	94	GCF_000008865.2,GCF_000010385.1,GCF_000010745.1,GCF_000010765.1,GCF_000021125.1,GCF_000022225.1,GCF_000025745.1,GCF_000026245.1,GCF_000171915.1,GCF_000171955.1,GCF_000181735.1,GCF_000181755.1,GCF_000181775.1,GCF_000190995.1,GCF_000210475.1,GCF_000225025.1,GCF_000241995.1,GCF_000262125.1,GCF_000350965.1,GCF_000351205.1,GCF_000351245.1,GCF_000351825.1,GCF_000353025.1,GCF_000353125.1,GCF_000355155.2,GCF_000355315.2,GCF_000356625.2,GCF_000358655.2,GCF_000408285.1,GCF_000408385.1,GCF_000456205.1,GCF_000456245.1,GCF_000456265.1,GCF_000456285.1,GCF_000456545.1,GCF_000456625.1,GCF_000456825.1,GCF_000456885.1,GCF_000457005.1,GCF_000457165.1,GCF_000457615.1,GCF_000457695.1,GCF_000457755.1,GCF_000457835.1,GCF_000458435.1,GCF_000458895.1,GCF_000459255.1,GCF_000459515.1,GCF_000459715.1,GCF_000459775.1,GCF_000460095.1,GCF_000460115.1,GCF_000460215.1,GCF_000460955.1,GCF_000461075.1,GCF_000461395.1,GCF_000461415.1,GCF_000461555.1,GCF_000461715.1,GCF_000488135.1,GCF_000488155.1,GCF_000506445.2,GCF_000506485.2,GCF_000511545.1,GCF_000520035.1,GCF_000520055.1,GCF_000618905.3,GCF_000627885.1,GCF_000662395.1,GCF_000671295.1,GCF_000692515.1,GCF_000700605.1,GCF_000703605.1,GCF_000704245.1,GCF_000704265.1,GCF_000713655.1,GCF_000730345.1,GCF_000743255.1,GCF_000753535.1,GCF_000826805.1,GCF_000946475.1,GCF_000978845.2,GCF_000981065.1,GCF_000987875.1,GCF_001021595.1,GCF_001030435.1,GCF_001030445.1,GCF_001030675.1,GCF_001039125.2,GCF_001413005.1,GCF_001420955.1,GCF_001519365.2,GCF_001521675.1,GCF_001558995.2
10_0004	10	100	2564	162012	ml	97	GCF_000008865.2,GCF_000010745.1,GCF_000021125.1,GCF_000026245.1,GCF_000163235.1,GCF_000167855.1,GCF_000181735.1,GCF_000242035.1,GCF_000245515.1,GCF_000250495.1,GCF_000259695.1,GCF_000262125.1,GCF_000350785.1,GCF_000350825.1,GCF_000350885.1,GCF_000351065.1,GCF_000351085.1,GCF_000351385.1,GCF_000351485.1,GCF_000351705.1,GCF_000352005.1,GCF_000352245.1,GCF_000352325.1,GCF_000352725.1,GCF_000352965.1,GCF_000355295.1,GCF_000357285.2,GCF_000408225.1,GCF_000408605.1,GCF_000408705.1,GCF_000408765.1,GCF_000456025.1,GCF_000456405.1,GCF_000456525.1,GCF_000456705.1,GCF_000456945.1,GCF_000457045.1,GCF_000457345.1,GCF_000457595.1,GCF_000457915.1,GCF_000458135.1,GCF_000458395.1,GCF_000458605.1,GCF_000458725.1,GCF_000459055.1,GCF_000459875.1,GCF_000459975.1,GCF_000460055.1,GCF_000460095.1,GCF_000460615.1,GCF_000460875.1,GCF_000460895.1,GCF_000461295.1,GCF_000461415.1,GCF_000461555.1,GCF_000461575.1,GCF_000474825.1,GCF_000494975.1,GCF_000498835.2,GCF_000520035.1,GCF_000520055.1,GCF_000522105.1,GCF_000522185.2,GCF_000522205.1,GCF_000522225.1,GCF_000522285.1,GCF_000522305.1,GCF_000522325.1,GCF_000522405.1,GCF_000586515.1,GCF_000633675.2,GCF_000662395.1,GCF_000671295.1,GCF_000692515.1,GCF_000692575.1,GCF_000703265.1,GCF_000713015.1,GCF_000732965.1,GCF_000749565.1,GCF_000784925.1,GCF_000814145.2,GCF_000819645.1,GCF_000940355.1,GCF_000986635.1,GCF_001030515.1,GCF_001030595.1,GCF_001064885.1,GCF_001077865.1,GCF_001077935.1,GCF_001264175.1,GCF_001268925.1,GCF_001269065.1,GCF_001466755.1,GCF_001516935.2,GCF_001521285.1,GCF_001561705.1,GCF_001563715.2
10_0005	10	100	2676	121208	ml	98	GCF_000006665.1,GCF_000010765.1,GCF_000026305.1,GCF_000155125.1,GCF_000167875.2,GCF_000171955.1,GCF_000181735.1,GCF_000190835.1,GCF_000194685.1,GCF_000221885.1,GCF_000225145.1,GCF_000225205.1,GCF_000249455.1,GCF_000249775.1,GCF_000249935.1,GCF_000249975.1,GCF_000303995.2,GCF_000350905.1,GCF_000351045.1,GCF_000351205.1,GCF_000351905.1,GCF_000351925.1,GCF_000352325.1,GCF_000354735.2,GCF_000357485.2,GCF_000407725.1,GCF_000407845.1,GCF_000408045.1,GCF_000408405.1,GCF_000408445.1,GCF_000408605.1,GCF_000408645.1,GCF_000418595.1,GCF_000418755.2,GCF_000447125.2,GCF_000456305.1,GCF_000458075.1,GCF_000459035.1,GCF_000459315.1,GCF_000459595.1,GCF_000459895.1,GCF_000460335.1,GCF_000461115.1,GCF_000488295.1,GCF_000512625.1,GCF_000599825.1,GCF_000601255.2,GCF_000618005.3,GCF_000622285.1,GCF_000627455.1,GCF_000627475.1,GCF_000627945.1,GCF_000627965.1,GCF_000692755.1,GCF_000695135.1,GCF_000703205.1,GCF_000703225.1,GCF_000714145.1,GCF_000732965.1,GCF_000752835.1,GCF_000752915.1,GCF_000768485.1,GCF_000777435.1,GCF_000778765.1,GCF_000779955.1,GCF_000781175.1,GCF_000781355.1,GCF_000781415.1,GCF_000781605.1,GCF_000797675.1,GCF_000797795.1,GCF_000797935.1,GCF_000797975.1,GCF_000798255.1,GCF_000803705.1,GCF_000804365.1,GCF_000806265.1,GCF_000813165.1,GCF_000818985.1,GCF_000819125.1,GCF_000819645.1,GCF_000831335.1,GCF_000971615.1,GCF_001012165.1,GCF_001188105.2,GCF_001263735.1,GCF_001268865.1,GCF_001268945.1,GCF_001284445.1,GCF_001309535.1,GCF_001309615.1,GCF_001440045.1,GCF_001516935.2,GCF_001520315.1,GCF_001520795.1,GCF_001550005.1,GCF_001561205.1,GCF_001563715.2
10_0006	10	100	1620	114667	ml	98	GCF_000164275.1,GCF_000166535.2,GCF_000168095.1,GCF_000190835.1,GCF_000193955.1,GCF_000194645.1,GCF_000233675.1,GCF_000249595.1,GCF_000285375.1,GCF_000307205.1,GCF_000319875.1,GCF_000319995.1,GCF_000326145.1,GCF_000326405.1,GCF_000326605.1,GCF_000326665.1,GCF_000326905.1,GCF_000332755.1,GCF_000350645.1,GCF_000351125.1,GCF_000351385.1,GCF_000351405.1,GCF_000351505.1,GCF_000351705.1,GCF_000353165.1,GCF_000355155.2,GCF_000356745.2,GCF_000358145.2,GCF_000407805.1,GCF_000407825.1,GCF_000408665.1,GCF_000446725.2,GCF_000459675.1,GCF_000459895.1,GCF_000460295.1,GCF_000460675.1,GCF_000461315.1,GCF_000461735.1,GCF_000465155.1,GCF_000485735.1,GCF_000488135.1,GCF_000488655.1,GCF_000522265.1,GCF_000599725.2,GCF_000601295.1,GCF_000617505.2,GCF_000622835.1,GCF_000627235.1,GCF_000627795.1,GCF_000627835.1,GCF_000627855.1,GCF_000627925.1,GCF_000687045.1,GCF_000687085.1,GCF_000692835.1,GCF_000692855.1,GCF_000700565.1,GCF_000700705.1,GCF_000703325.1,GCF_000703345.1,GCF_000703425.1,GCF_000703965.1,GCF_000713945.1,GCF_000713975.1,GCF_000768415.1,GCF_000770045.1,GCF_000777165.1,GCF_000780775.1,GCF_000781235.1,GCF_000781895.1,GCF_000781935.1,GCF_000798475.1,GCF_000817345.1,GCF_000826805.1,GCF_000935515.1,GCF_000940355.1,GCF_001056815.1,GCF_001078015.1,GCF_001186315.1,GCF_001265885.1,GCF_001268545.1,GCF_001268705.1,GCF_001269125.1,GCF_001277535.1,GCF_001277735.1,GCF_001283905.1,GCF_001284645.1,GCF_001285705.1,GCF_001286465.1,GCF_001306655.1,GCF_001467005.1,GCF_001499595.1,GCF_001518355.1,GCF_001519215.1,GCF_001519795.1,GCF_001519895.1,GCF_001524885.1,GCF_001524905.1
10_0007	10	100	1982	147339	ml	97	GCF_000164195.1,GCF_000167915.2,GCF_000172015.1,GCF_000176575.2,GCF_000212715.2,GCF_000249535.1,GCF_000249775.1,GCF_000250475.1,GCF_000259425.1,GCF_000350025.2,GCF_000350685.1,GCF_000350785.1,GCF_000351325.1,GCF_000351585.1,GCF_000351965.1,GCF_000351985.1,GCF_000352925.1,GCF_000352945.1,GCF_000355195.2,GCF_000355375.2,GCF_000356005.2,GCF_000356725.1,GCF_000407965.1,GCF_000408105.1,GCF_000408165.1,GCF_000408785.1,GCF_000456245.1,GCF_000456345.1,GCF_000457305.1,GCF_000458535.1,GCF_000459235.1,GCF_000459295.1,GCF_000459355.1,GCF_000459395.1,GCF_000459415.1,GCF_000460335.1,GCF_000460495.1,GCF_000460635.1,GCF_000461055.1,GCF_000461215.1,GCF_000461235.1,GCF_000461255.1,GCF_000461755.1,GCF_000488035.1,GCF_000488475.1,GCF_000492275.1,GCF_000599705.1,GCF_000614845.2,GCF_000618005.3,GCF_000618665.1,GCF_000622755.2,GCF_000627985.1,GCF_000647475.1,GCF_000692735.1,GCF_000700485.1,GCF_000703305.1,GCF_000703765.1,GCF_000703905.1,GCF_000704365.1,GCF_000704785.1,GCF_000704805.1,GCF_000704965.1,GCF_000713175.1,GCF_000713605.1,GCF_000713745.1,GCF_000714915.1,GCF_000731355.1,GCF_000752155.1,GCF_000752955.1,GCF_000777415.1,GCF_000779295.1,GCF_000785795.1,GCF_000797655.1,GCF_000798135.1,GCF_000798435.1,GCF_000812385.1,GCF_000818985.1,GCF_000951835.2,GCF_000951875.1,GCF_000986635.1,GCF_001030435.1,GCF_001030445.1,GCF_001039125.2,GCF_001263065.1,GCF_001264195.1,GCF_001264215.1,GCF_001268265.1,GCF_001268525.1,GCF_001268565.1,GCF_001269205.1,GCF_001284805.1,GCF_001286025.1,GCF_001419845.1,GCF_001441325.1,GCF_001519125.1,GCF_001521515.1,GCF_001561295.1
10_0008	10	100	1552	97028	ml	94	GCF_000006665.1,GCF_000164315.1,GCF_000171935.1,GCF_000176695.2,GCF_000192685.1,GCF_000193955.1,GCF_000215185.1,GCF_000215285.1,GCF_000225045.1,GCF_000225225.1,GCF_000249095.1,GCF_000249495.1,GCF_000249915.1,GCF_000267065.1,GCF_000267125.1,GCF_000267185.1,GCF_000304875.2,GCF_000319855.1,GCF_000319935.1,GCF_000350765.1,GCF_000352505.1,GCF_000355175.1,GCF_000355515.2,GCF_000355615.2,GCF_000356725.1,GCF_000356985.2,GCF_000357005.2,GCF_000357045.2,GCF_000357225.2,GCF_000357245.1,GCF_000357265.2,GCF_000358105.2,GCF_000407725.1,GCF_000407845.1,GCF_000408005.1,GCF_000408745.1,GCF_000456265.1,GCF_000456545.1,GCF_000458335.1,GCF_000460535.1,GCF_000460675.1,GCF_000461915.2,GCF_000462405.2,GCF_000462425.2,GCF_000488755.1,GCF_000513035.1,GCF_000522245.1,GCF_000601295.1,GCF_000619025.1,GCF_000619105.1,GCF_000622855.2,GCF_000687005.1,GCF_000687065.1,GCF_000700505.1,GCF_000703225.1,GCF_000703345.1,GCF_000711515.1,GCF_000713235.1,GCF_000713865.1,GCF_000754845.1,GCF_000777625.1,GCF_000777815.1,GCF_000778465.1,GCF_000779095.1,GCF_000779275.1,GCF_000779365.1,GCF_000780695.1,GCF_000781315.1,GCF_000782155.1,GCF_000801165.1,GCF_000940655.1,GCF_000946475.1,GCF_000951895.1,GCF_000965635.1,GCF_000978845.2,GCF_000986635.1,GCF_001039075.2,GCF_001268565.1,GCF_001269265.1,GCF_001277535.1,GCF_001283185.1,GCF_001284045.1,GCF_001284985.1,GCF_001285585.2,GCF_001285925.1,GCF_001286305.1,GCF_001420065.1,GCF_001440045.1,GCF_001441335.1,GCF_001443175.1,GCF_001516935.2,GCF_001520115.1,GCF_001521155.1,GCF_001561035.1
