bait_id	bait_class	clade_id	genome_id	tier	cohort	member_prophage_id	member_source_accession	contig	start	end	length_bp	module	phrog	gene_annot	gene_start	gene_end	partition_a	partition_b	breakpoint	occurrence_a	occurrence_b	co_occurrence_count	observed_adjacency_count	adjacency_observed	partition_a_coords	partition_b_coords	seq_sha256	n_kmers_total	n_kmers_unique_canonical	n_ambiguous	n_low_complexity	n_host_like	n_host_like_raw	n_internal_dup	cross_bait_max_shared_frac	n_usable_kmers	gc_frac	expected_behavior	notes
ECBAIT_10_0172_INTERIOR_MODULE_01	interior_module	10_0172	clade_10_0172_ML	A	ecoli_ml_reconstructed			clade_10_0172_ML	2472	3671	1200	portal	21	portal protein	2783	3361											241601adca681f2a7727287689994a4ac1095db13b34304f680dd2c1ee6b1c16	1170	1170	0	0	0	1081	0	0.0	1170	0.5467
ECBAIT_10_0178_INTERIOR_MODULE_01	interior_module	10_0178	clade_10_0178_ML	A	ecoli_ml_reconstructed			clade_10_0178_ML	5382	6581	1200	portal	18470	portal protein	5747	6217											285f5f7dc74ae9892f1903a4074c7b8a5e4656dfe15be6f430bc1829af4ca280	1170	1170	0	0	0	872	0	0.0	1170	0.5342
ECBAIT_1_0004_INTERIOR_MODULE_01	interior_module	1_0004	clade_1_0004_ML	A	ecoli_ml_reconstructed			clade_1_0004_ML	6631	7830	1200	terminase	4145	terminase large subunit	7047	7415											c1bfb791da692f2eeffc5683c8af0c71b2fc0ae654ccd6ddeececf5583d8b6d3	1170	1170	0	0	0	1054	0	0.0	1170	0.475
ECBAIT_1_0022_INTERIOR_MODULE_01	interior_module	1_0022	clade_1_0022_ML	A	ecoli_ml_reconstructed			clade_1_0022_ML	34543	35742	1200	portal	145	portal protein	35016	35270											804d0a2af49ad27de7d0dd6663f12242d20404d55a95025398afde8c829c8a40	1170	1170	0	0	0	952	0	0.0	1170	0.4975
ECBAIT_1_0026_INTERIOR_MODULE_01	interior_module	1_0026	clade_1_0026_ML	A	ecoli_ml_reconstructed			clade_1_0026_ML	35901	37100	1200	terminase	2699	terminase large subunit	36332	36670											f979512dde72657a20caa96875c5824ea1f498831df7f5b59a2d6cc3be836233	1170	1170	0	0	0	1103	0	0.0	1170	0.4742
ECBAIT_1_0032_INTERIOR_MODULE_01	interior_module	1_0032	clade_1_0032_ML	A	ecoli_ml_reconstructed			clade_1_0032_ML	15879	17078	1200	terminase	2699	terminase large subunit	16207	16752											6592b615d2d1c292eb185fb1517384aeb3589c32efc68d4c0006612e80fcb4f8	1170	1170	0	0	0	1082	0	0.0	1170	0.5083
ECBAIT_0_0000_INTERIOR_MODULE_01	interior_module	0_0000	clade_0_0000_ML	B	ecoli_ml_reconstructed			clade_0_0000_ML	39992	41191	1200	terminase	4145	terminase large subunit	40360	40824											ab7f97f92b2bceee044e505f2aa917cd4fd57539f925fdc7205fbd5167dbbee1	1170	1170	0	0	0	1031	0	0.0	1170	0.49
ECBAIT_0_0046_INTERIOR_MODULE_01	interior_module	0_0046	clade_0_0046_ML	B	ecoli_ml_reconstructed			clade_0_0046_ML	31456	32655	1200	capsid	264	major head protein	31626	32486											74aab8237ee4b5845f9f8c784988a8801f4ca779616cc752cb89d1b95bd44a07	1170	1170	0	0	0	999	0	0.0	1170	0.4933
ECBAIT_0_0054_INTERIOR_MODULE_01	interior_module	0_0054	clade_0_0054_ML	B	ecoli_ml_reconstructed			clade_0_0054_ML	45023	46222	1200	terminase	3746	terminase large subunit	45382	45864											9e88cb40b272ce2322b4352a59745db0545c91d0b4c842618debbe70e9254b9a	1170	1170	0	0	0	995	0	0.0	1170	0.5417
ECBAIT_0_0067_INTERIOR_MODULE_01	interior_module	0_0067	clade_0_0067_ML	B	ecoli_ml_reconstructed			clade_0_0067_ML	4928	6127	1200	terminase	4145	terminase large subunit	5325	5732											9aab673d35459b0a702f667580085ba90b4a2a1e47926de79e7ab2bfcb93492a	1170	1170	0	0	0	904	0	0.059	1170	0.5192
ECBAIT_0_0068_INTERIOR_MODULE_01	interior_module	0_0068	clade_0_0068_ML	B	ecoli_ml_reconstructed			clade_0_0068_ML	8323	9522	1200	terminase	38	terminase large subunit	8781	9065											c6c7a02b9d60dda275a73f922d8c3aad2b9170aa7cd90c63e579df3f0978305e	1170	1170	0	37	0	1111	0	0.0	1133	0.5533
ECBAIT_10_0002_INTERIOR_MODULE_01	interior_module	10_0002	clade_10_0002_ML	B	ecoli_ml_reconstructed			clade_10_0002_ML	3643	4842	1200	terminase	35587	terminase large subunit	4028	4459											2ee9ddbcccf891ad2746dc0ec1ceb70daf759a1e21b951c5a13ea948924aea14	1170	1170	0	0	0	1003	0	0.0	1170	0.51
ECBAIT_0_0014_JUNCTION_01	junction	0_0014	clade_0_0014_ML	A	ecoli_ml_reconstructed			clade_0_0014_ML	25652	26651	1000	partition_junction					1318	1352	26152	6	4	4	0	no	25652-26151	26152-26651	311c65c0f9d8d1d716d2142fea26e004b36aebb41010acb01486aaa229d5ae75	970	970	0	0	0	940	0	0.0	970	0.495
ECBAIT_0_0014_JUNCTION_02	junction	0_0014	clade_0_0014_ML	A	ecoli_ml_reconstructed			clade_0_0014_ML	44747	45746	1000	partition_junction					1713	1690	45247	4	4	4	0	no	44747-45246	45247-45746	4c40f921f1dea9abbfcbc918f54ac0b14c9ccab8a4bf4eb24c9b208b9f7ebdd9	970	970	0	37	0	943	0	0.0	933	0.473
ECBAIT_0_0051_JUNCTION_02	junction	0_0051	clade_0_0051_ML	A	ecoli_ml_reconstructed			clade_0_0051_ML	36661	37660	1000	partition_junction					58	51	37161	4	4	4	0	no	37071-37160	37161-37223	b4e418f9a2761d19d9b7eb9ebbfe6bf7d0423284d6ba985f0b2e64db3f612688	970	970	0	0	0	837	0	0.0	970	0.546
ECBAIT_0_0052_JUNCTION_01	junction	0_0052	clade_0_0052_ML	A	ecoli_ml_reconstructed			clade_0_0052_ML	44836	45835	1000	partition_junction					48	81	45336	9	9	9	0	no	45311-45335	45336-45676	0801fb7402eafcc83615c025fe144262ec87451ead503beb2892a8e18ec54279	970	970	0	0	0	765	0	0.0	970	0.497
ECBAIT_0_0052_JUNCTION_03	junction	0_0052	clade_0_0052_ML	A	ecoli_ml_reconstructed			clade_0_0052_ML	9139	10138	1000	partition_junction					636	633	9639	7	7	7	0	no	9139-9638	9639-10138	b3017af709abef12c75aebe47780b02f3a9c185cacb5f3ad57b652cca26b1c82	970	970	0	0	0	940	0	0.0	970	0.508
ECBAIT_0_0059_JUNCTION_01	junction	0_0059	clade_0_0059_ML	A	ecoli_ml_reconstructed			clade_0_0059_ML	730	1729	1000	partition_junction					4	12	1230	5	5	5	0	no	501-1229	1230-1895	2d7b041fd3cf495c70cdae0ea404e3fcb6800ec03a9a487349561ce651eba77f	970	970	0	0	0	873	0	0.0	970	0.507
ECBAIT_0_0059_JUNCTION_02	junction	0_0059	clade_0_0059_ML	A	ecoli_ml_reconstructed			clade_0_0059_ML	5861	6860	1000	partition_junction					5	10	6361	5	5	5	0	no	5566-6360	6361-6860	02186e0ec3044b296f3f1ee9e143a10ad2f54085486b488b8f67090d980c14b2	970	970	0	0	0	882	0	0.0	970	0.568
ECBAIT_0_0059_JUNCTION_03	junction	0_0059	clade_0_0059_ML	A	ecoli_ml_reconstructed			clade_0_0059_ML	7361	8360	1000	partition_junction					6	9	7861	5	5	5	0	no	7361-7860	7861-9122	2fc2bbeb64cf7b6f36b0bdd04834cbe8784bdbb2925bea00e9c8b7be154a2a20	970	970	0	0	0	892	0	0.0	970	0.588
ECBAIT_0_0071_JUNCTION_01	junction	0_0071	clade_0_0071_ML	A	ecoli_ml_reconstructed			clade_0_0071_ML	9501	10500	1000	partition_junction					0	43	10001	2	2	2	0	no	9501-10000	10001-10500	6012b81e1a5832e10a5ecb8049ee81810765cc6df5b4d886a773268f0137c943	970	970	0	0	0	942	0	0.0	970	0.501
ECBAIT_0_0071_JUNCTION_02	junction	0_0071	clade_0_0071_ML	A	ecoli_ml_reconstructed			clade_0_0071_ML	501	1500	1000	partition_junction					1	13	1001	2	2	2	0	no	501-1000	1001-1500	0dc94a3dc6784b3b9c0c0abafb26f7d2716e73850209892904b108ac5b7e7641	970	970	0	0	0	940	0	0.0	970	0.495
ECBAIT_0_0071_JUNCTION_03	junction	0_0071	clade_0_0071_ML	A	ecoli_ml_reconstructed			clade_0_0071_ML	4501	5500	1000	partition_junction					2	10	5001	2	2	2	0	no	4501-5000	5001-5500	a75a7d8fe8f04291bb343e2ce4bf18a7e042ae5659026bac4b1eabf688289e19	970	970	0	0	0	940	0	0.0	970	0.55
ECBAIT_0_0091_JUNCTION_01	junction	0_0091	clade_0_0091_ML	A	ecoli_ml_reconstructed			clade_0_0091_ML	1693	2692	1000	partition_junction					0	22	2193	4	4	4	0	no	723-2192	2193-2790	17577bdf58df511f77810b259a9cdd0158a55320e0816a3eeb69efdb9f96700d	970	970	0	0	0	886	0	0.0	970	0.548
ECBAIT_0_0091_JUNCTION_02	junction	0_0091	clade_0_0091_ML	A	ecoli_ml_reconstructed			clade_0_0091_ML	22970	23969	1000	partition_junction					7	27	23470	4	4	4	0	no	22913-23469	23470-24176	94708a618ea72bcf226502758dbacdc1a8741e5b85e163060245528322b0c745	970	970	0	3	0	862	0	0.0	967	0.519
ECBAIT_0_0091_JUNCTION_03	junction	0_0091	clade_0_0091_ML	A	ecoli_ml_reconstructed			clade_0_0091_ML	2786	3785	1000	partition_junction					24	52	3286	4	4	4	0	no	2791-3285	3286-3466	de5a7486845762eb480c4207f15c49b1e9131b9491a6cd7b6989968c7831ce9c	970	970	0	37	0	856	0	0.0	933	0.499
ECBAIT_0_0094_JUNCTION_01	junction	0_0094	clade_0_0094_ML	A	ecoli_ml_reconstructed			clade_0_0094_ML	4608	5607	1000	partition_junction					0	49	5108	2	1	1	0	no	4470-5107	5108-5607	6980c866a5b450eafc3acf3003f0b97045d8cd73c510bf4584ce8d994957323d	970	970	0	0	0	862	0	0.0	970	0.529
ECBAIT_0_0094_JUNCTION_02	junction	0_0094	clade_0_0094_ML	A	ecoli_ml_reconstructed			clade_0_0094_ML	16165	17164	1000	partition_junction					1	16	16665	1	1	1	0	no	16165-16664	16665-17164	4a9a4073dc30bbf73e3c75730f0f22ad89d65725c94ff9c4c80e14006b469e0e	970	970	0	0	0	940	0	0.2814	970	0.549
ECBAIT_0_0094_JUNCTION_03	junction	0_0094	clade_0_0094_ML	A	ecoli_ml_reconstructed			clade_0_0094_ML	1001	2000	1000	partition_junction					2	12	1501	1	2	1	0	no	1001-1500	1501-2469	9eb86798c396c79f057f7f75f9ce5807fd758e24a2b71f15a3997b249e1185f7	970	970	0	0	0	911	0	0.0	970	0.507
ECBAIT_10_0038_JUNCTION_01	junction	10_0038	clade_10_0038_ML	A	ecoli_ml_reconstructed			clade_10_0038_ML	9869	10868	1000	partition_junction					0	23	10369	6	4	4	0	no	10346-10368	10369-10905	28656c3d6d2ad1bed6f03ebd68dfe4ca5ee59cf053352b47a3f260d3de17bd0e	970	970	0	75	0	862	0	0.0	895	0.558
ECBAIT_10_0038_JUNCTION_03	junction	10_0038	clade_10_0038_ML	A	ecoli_ml_reconstructed			clade_10_0038_ML	23748	24747	1000	partition_junction					10	27	24248	2	2	2	0	no	23349-24247	24248-24290	181b8e8e422922dad854524760abbdd4d4c4c5aaf331cb4cf442a02cf2b9f38e	970	970	0	0	0	868	0	0.0	970	0.522
ECBAIT_10_0044_JUNCTION_01	junction	10_0044	clade_10_0044_ML	A	ecoli_ml_reconstructed			clade_10_0044_ML	7726	8725	1000	partition_junction					0	42	8226	3	3	3	0	no	7666-8225	8226-8749	f6ee2edc0cf0af6e2ff81ceff21d0bea59c9372cb07a7f5752e03373d743bc66	970	970	0	0	0	826	0	0.0804	970	0.524
ECBAIT_10_0044_JUNCTION_02	junction	10_0044	clade_10_0044_ML	A	ecoli_ml_reconstructed			clade_10_0044_ML	932	1931	1000	partition_junction					30	39	1432	3	3	3	0	no	501-1431	1432-1931	18dce8213e75e1bbc8146ac9e50c2af5a08edf234829f176b60979f835244c39	970	970	0	37	0	912	0	0.0	933	0.455
ECBAIT_10_0044_JUNCTION_03	junction	10_0044	clade_10_0044_ML	A	ecoli_ml_reconstructed			clade_10_0044_ML	6163	7162	1000	partition_junction					31	37	6663	3	3	3	0	no	5759-6662	6663-7165	27cfa3a4b0f881b9cb410ab6cf711f2d08bd40bb5fe2f93737c27855c23870c7	970	970	0	37	0	883	0	0.0	933	0.478
ECBAIT_10_0057_JUNCTION_03	junction	10_0057	clade_10_0057_ML	A	ecoli_ml_reconstructed			clade_10_0057_ML	4501	5500	1000	partition_junction					2	11	5001	1	1	1	0	no	4501-5000	5001-5500	5909464f9be6262f0377a3af85aabb4c04b477f2b99494cfc8928e5aa3f0f2bb	970	970	0	0	0	943	0	0.0	970	0.502
ECBAIT_10_0070_JUNCTION_01	junction	10_0070	clade_10_0070_ML	A	ecoli_ml_reconstructed			clade_10_0070_ML	501	1500	1000	partition_junction					12	57	1001	2	2	2	0	no	501-1000	1001-1530	afaa161aeefb854978e585fbf3a8d868c40e199317bdeed09145ac0ca2258be4	970	970	0	0	0	885	0	0.0	970	0.547
ECBAIT_10_0070_JUNCTION_02	junction	10_0070	clade_10_0070_ML	A	ecoli_ml_reconstructed			clade_10_0070_ML	5433	6432	1000	partition_junction					13	54	5933	2	2	2	0	no	5350-5932	5933-6554	bb6b1db7abfd73f8bbe9bea813a17fc1313d760a64786231929b97398152f72e	970	970	0	0	0	911	0	0.0	970	0.519
ECBAIT_10_0070_JUNCTION_03	junction	10_0070	clade_10_0070_ML	A	ecoli_ml_reconstructed			clade_10_0070_ML	7820	8819	1000	partition_junction					14	58	8320	2	2	2	0	no	7055-8319	8320-9054	9889779ad10fbb80cd1cc7f60c5c9883bc7b60b8905c48e879a1d1288e4c04b1	970	970	0	37	0	861	0	0.0	933	0.504
ECBAIT_10_0151_JUNCTION_01	junction	10_0151	clade_10_0151_ML	A	ecoli_ml_reconstructed			clade_10_0151_ML	29935	30934	1000	partition_junction					56	65	30435	5	5	5	0	no	30138-30434	30435-30962	257268c19d48b77e6a1ed358e9687aa9baf3038748386ab1a8b3be4d8a8c9260	970	970	0	0	0	742	0	0.0835	970	0.524
ECBAIT_10_0151_JUNCTION_02	junction	10_0151	clade_10_0151_ML	A	ecoli_ml_reconstructed			clade_10_0151_ML	19507	20506	1000	partition_junction					248	228	20007	5	6	5	0	no	19792-20006	20007-20506	71d05b54d9d9a00fe8af2cde863d1279a3378b4280f8661d45dfe9388e60fec1	970	970	0	0	0	836	0	0.0258	970	0.461
ECBAIT_10_0151_JUNCTION_03	junction	10_0151	clade_10_0151_ML	A	ecoli_ml_reconstructed			clade_10_0151_ML	52886	53885	1000	partition_junction					19	59	53386	5	5	4	0	no	52886-53385	53386-53885	cb767c3a5c6cdcf5cebd2f2e9581bec898357a932c6cdec83993974404fa9769	970	970	0	0	0	940	0	0.0021	970	0.564
ECBAIT_10_0172_JUNCTION_01	junction	10_0172	clade_10_0172_ML	A	ecoli_ml_reconstructed			clade_10_0172_ML	10205	11204	1000	partition_junction					0	69	10705	2	2	2	0	no	9736-10704	10705-11680	a265bf940701f08b28a1f80a5355dcd8afdc6eb9e21252081eb27e2de61857ed	970	970	0	0	0	725	0	0.0	970	0.439
ECBAIT_10_0172_JUNCTION_02	junction	10_0172	clade_10_0172_ML	A	ecoli_ml_reconstructed			clade_10_0172_ML	9236	10235	1000	partition_junction					70	0	9736	3	2	2	0	no	9714-9735	9736-10704	cc5758a1e9b4e061fd92be4ec7e35b9a3ce2ee89d360b3855a6936e98b01f50a	970	970	0	38	0	861	0	0.001	932	0.479
ECBAIT_10_0172_JUNCTION_03	junction	10_0172	clade_10_0172_ML	A	ecoli_ml_reconstructed			clade_10_0172_ML	266	1265	1000	partition_junction					1	8	766	3	1	1	0	no	501-765	766-1265	47f4b234dfdd7f6f5ced5c393075c9709d90d2e3f856238c815e8fc771c11be4	970	970	0	37	0	906	0	0.0732	933	0.504
ECBAIT_10_0178_JUNCTION_02	junction	10_0178	clade_10_0178_ML	A	ecoli_ml_reconstructed			clade_10_0178_ML	8529	9528	1000	partition_junction					44	56	9029	6	5	5	0	no	8987-9028	9029-9546	252d5d76e5b5c06242ceb63e1f52bd6af20bda6f8000b99c4124b773c9fe7975	970	970	0	37	0	804	0	0.0485	933	0.511
ECBAIT_10_0178_JUNCTION_03	junction	10_0178	clade_10_0178_ML	A	ecoli_ml_reconstructed			clade_10_0178_ML	10597	11596	1000	partition_junction					50	37	11097	6	5	5	0	no	11069-11096	11097-11743	0e55fb1cb6316098865550ec5b2b56dab65b2faf2a28d262cf5736dcf9b12034	970	970	0	0	0	852	0	0.1804	970	0.508
ECBAIT_1_0004_JUNCTION_01	junction	1_0004	clade_1_0004_ML	A	ecoli_ml_reconstructed			clade_1_0004_ML	37792	38791	1000	partition_junction					208	238	38292	11	11	11	0	no	37791-38291	38292-38829	7e5612fe19aab606c5158e04c31c1317ceaec777205aec8f27a3b3fc3dac47e3	970	970	0	0	0	874	0	0.0	970	0.491
ECBAIT_1_0004_JUNCTION_02	junction	1_0004	clade_1_0004_ML	A	ecoli_ml_reconstructed			clade_1_0004_ML	69605	70604	1000	partition_junction					90	15	70105	7	7	7	0	no	69113-70104	70105-70960	f9c5d4664d6501557805a2ea0f02312029db17a67cac44cf21a79ceda539df9b	970	970	0	0	0	868	0	0.0	970	0.521
ECBAIT_1_0004_JUNCTION_03	junction	1_0004	clade_1_0004_ML	A	ecoli_ml_reconstructed			clade_1_0004_ML	8421	9420	1000	partition_junction					882	196	8921	7	6	3	0	no	8873-8920	8921-9334	af375d40fa07f699256356229c7651cfb7e65dbac47517398db6060b62765a21	970	970	0	0	0	764	0	0.0814	970	0.458
ECBAIT_1_0022_JUNCTION_02	junction	1_0022	clade_1_0022_ML	A	ecoli_ml_reconstructed			clade_1_0022_ML	3528	4527	1000	partition_junction					56	54	4028	3	3	3	0	no	3528-4027	4028-4527	56802086031269194f5a4921859dd7b89ef272a8143b539fde5329dec3e24996	970	970	0	37	0	942	0	0.0	933	0.435
ECBAIT_1_0022_JUNCTION_03	junction	1_0022	clade_1_0022_ML	A	ecoli_ml_reconstructed			clade_1_0022_ML	17134	18133	1000	partition_junction					57	85	17634	3	3	3	0	no	17134-17633	17634-18133	8044aa048d638473574318146e383c0b21573683d441713e67589b2cad447e14	970	970	0	0	0	940	0	0.0	970	0.492
ECBAIT_1_0026_JUNCTION_01	junction	1_0026	clade_1_0026_ML	A	ecoli_ml_reconstructed			clade_1_0026_ML	1894	2893	1000	partition_junction					56	59	2394	14	17	13	0	no	1965-2393	2394-2771	ef3916b6a350cf174e7d138723da3979bd9e6b25b99b9ec1b3340bf9c8b81fc0	970	970	0	0	0	807	0	0.0	970	0.523
ECBAIT_1_0026_JUNCTION_03	junction	1_0026	clade_1_0026_ML	A	ecoli_ml_reconstructed			clade_1_0026_ML	15283	16282	1000	partition_junction					103	91	15783	14	15	12	0	no	15763-15782	15783-16025	d3dc8c0c0950fec435019bb10372670ac12cce68aa18d30467c98744604f03e8	970	970	0	38	0	821	0	0.0	932	0.445
ECBAIT_1_0032_JUNCTION_01	junction	1_0032	clade_1_0032_ML	A	ecoli_ml_reconstructed			clade_1_0032_ML	7773	8772	1000	partition_junction					20	63	8273	2	3	2	0	no	7441-8272	8273-9311	9ab189cfc01955447fba092bae88b00d2a2c2ba9005310b50ca69ce00aae0c00	970	970	0	0	0	835	0	0.0	970	0.477
ECBAIT_1_0032_JUNCTION_02	junction	1_0032	clade_1_0032_ML	A	ecoli_ml_reconstructed			clade_1_0032_ML	47324	48323	1000	partition_junction					42	22	47824	3	2	2	0	no	47486-47823	47824-48860	5dd128ecb92529e29def54860a265f53b0c571f84fa62140c3ce52aad375081d	970	841	0	0	0	811	129	0.0	841	0.52
ECBAIT_1_0032_JUNCTION_03	junction	1_0032	clade_1_0032_ML	A	ecoli_ml_reconstructed			clade_1_0032_ML	23299	24298	1000	partition_junction					45	86	23799	3	2	2	0	no	23698-23798	23799-23832	133e5a27cac57eecf575c286874a0e5cbfe539a183214455daa1239f5ad4450c	970	970	0	0	0	739	0	0.0	970	0.517
ECBAIT_0_0000_JUNCTION_01	junction	0_0000	clade_0_0000_ML	B	ecoli_ml_reconstructed			clade_0_0000_ML	35554	36553	1000	partition_junction					23	98	36054	6	6	6	0	no	35554-36053	36054-36562	1c8818ef6d95819b94bfc0c6513aff93e1503a85978ad39cfa6096240dabfd45	970	970	0	38	0	945	0	0.3588	932	0.43
ECBAIT_0_0000_JUNCTION_02	junction	0_0000	clade_0_0000_ML	B	ecoli_ml_reconstructed			clade_0_0000_ML	43208	44207	1000	partition_junction					294	340	43708	6	6	6	0	no	43201-43707	43708-44207	b498caa3805000d5e677bf03feac894207d2a7aaea27c91007787f8ff8381c7b	970	970	0	0	0	938	0	0.0	970	0.558
ECBAIT_0_0046_JUNCTION_01	junction	0_0046	clade_0_0046_ML	B	ecoli_ml_reconstructed			clade_0_0046_ML	2536	3535	1000	partition_junction					510	479	3036	6	7	6	0	no	2536-3035	3036-3535	c822f8d5c6c8b374bf2cb4ce735b99bdf668964184ccf212806560bcc294f313	970	970	0	0	0	940	0	0.0	970	0.522
ECBAIT_0_0046_JUNCTION_02	junction	0_0046	clade_0_0046_ML	B	ecoli_ml_reconstructed			clade_0_0046_ML	25422	26421	1000	partition_junction					100	123	25922	4	4	4	0	no	25422-25921	25922-26431	758be90629eafdbbbaf8001bab5c945f9416d53777dcd8c701dbf77223f4d211	970	970	0	0	0	931	0	0.0	970	0.519
ECBAIT_0_0054_JUNCTION_01	junction	0_0054	clade_0_0054_ML	B	ecoli_ml_reconstructed			clade_0_0054_ML	22751	23750	1000	partition_junction					292	4	23251	5	19	5	0	no	23013-23250	23251-23750	3d44d7b4cd916d4633d0d6ac641e62c8b439e1015a3bd945d1146658dfa053ec	970	970	0	0	0	690	0	0.0	970	0.547
ECBAIT_0_0054_JUNCTION_02	junction	0_0054	clade_0_0054_ML	B	ecoli_ml_reconstructed			clade_0_0054_ML	10094	11093	1000	partition_junction					1	147	10594	21	4	4	0	no	10130-10593	10594-10623	5127546b64ac94ed99c62ecd8732edae78a492598a62f8e7b1901b6d20149dec	970	970	0	37	0	779	0	0.0	933	0.51
ECBAIT_0_0054_JUNCTION_03	junction	0_0054	clade_0_0054_ML	B	ecoli_ml_reconstructed			clade_0_0054_ML	1	1000	1000	partition_junction					2	159	483	23	4	4	0	no	1-482	483-490	14907fe18c7fd0da26dcf2e98a00939ecfbc212e548ea8c0ed13e393159cbb05	970	970	0	0	0	824	0	0.0	970	0.498
ECBAIT_0_0067_JUNCTION_01	junction	0_0067	clade_0_0067_ML	B	ecoli_ml_reconstructed			clade_0_0067_ML	20015	21014	1000	partition_junction					14	21	20515	4	4	4	0	no	20007-20514	20515-20964	652f8d7213f8d711ccb30f8510bcab82d0276d9d1ee1a533cb70fda76d59f412	970	970	0	0	0	861	0	0.0	970	0.511
