	GCF_000700465.1_prop	GCF_000752195.1_prop	GCF_000781695.1_prop	GCF_000797715.1_prop	GCF_000951915.1_prop	GCF_001266405.1_prop	GCF_001285305.1_prop	GCF_001575465.1_prop	GCF_001660195.1_prop	GCF_002075175.1_prop	GCF_002075265.1_prop	GCF_002133665.1_prop	GCF_002190865.1_prop	GCF_002228955.1_prop	GCF_002379295.1_prop	GCF_002459545.1_prop	GCF_002460155.1_prop	GCF_002460805.1_prop	GCF_002461305.1_prop	GCF_002462995.1_prop	GCF_002548925.1_prop	GCF_002764255.1_prop	GCF_003306695.1_prop	GCF_003730825.1_prop	GCF_004568675.1_prop	GCF_005043105.1_prop	GCF_005044775.1_prop	GCF_005046555.1_prop	GCF_005388385.1_prop	GCF_005390725.1_prop	GCF_005391985.1_prop	GCF_005393945.1_prop	GCF_005502265.1_prop	GCF_006230715.1_prop	GCF_006335105.1_prop	GCF_007109465.1_prop	GCF_009790715.1_prop	GCF_010598165.1_prop	GCF_011250605.1_prop	GCF_012056855.1_prop	GCF_013073655.1_prop	GCF_013074045.1_prop	GCF_013368355.1_prop	GCF_013413135.1_prop	GCF_014325365.1_prop	GCF_014878375.1_prop	GCF_015693765.1_prop	GCF_017164395.1_prop	GCF_020085235.1_prop	GCF_021342965.1_prop	GCF_900195615.1_prop	GCF_900479075.1_prop	GCF_921293415.1_prop
GCF_002075265.1_prop	0.06921982391726907	0.15135365187453154	0.06388398358593879	0.05507984703924384	0.14167926517856008	0.08158118735151754	0.04436370104048887	0.14707862741859667	0.07056013619097226	0.05699185649130385	0.0	0.08930545145020517	0.16656714900969344	0.143368947950148	0.12652928995210447	0.13314827283930228	0.14068197121187098	0.13822367334493668	0.1807325346512012	0.0809650248370663	0.11438390100745748	0.09904971224575355	0.05233570058313112	0.05233570058313112	0.1531767306544027	0.10630391422001448	0.09738543823764817	0.07902125443065314	0.091014190794405	0.08130169095320976	0.08452225172461982	0.14758680268824717	0.12807922452453852	0.06618982887197794	0.08295326057957389	0.4388284019158208	0.14792346880439064	0.04637734554647898	0.041587793630023	0.19894426587730107	0.05429852756215619	0.17716260338190642	0.23456100008893066	0.08717111531767306	0.13307839873972532	0.05233570058313112	0.05233570058313112	0.30808125722561713	0.33216876500705095	0.13452669825822927	0.08315017849656346	0.18733881315665774	0.0593167583499549
GCF_002133665.1_prop	0.09704241993063407	0.16661161434578786	0.11047730362201924	0.08628180859578469	0.06545297473098471	0.12169527269955407	0.09601971720046244	0.1446647948877568	0.09121110871139455	0.0866502356662813	0.08930545145020517	0.0	0.16811073139125685	0.16291463925908045	0.14126002058109843	0.04612961010252436	0.14788535565916686	0.14875560580844333	0.17818530611207806	0.09931015207144944	0.1285429344580946	0.11127767967171878	0.10218769453584542	0.10218769453584542	0.16144728316796464	0.12311181126370485	0.10949906622794202	0.09600066062785055	0.12211451729701574	0.09551789412168257	0.09637543988921779	0.15700074955852272	0.14888264962585596	0.1139011345012895	0.11170327646005107	0.4432050614256857	0.14987359140167444	0.09925933454448439	0.09841449315869043	0.20873934419981452	0.10865422484214805	0.176343170759595	0.2427108609759506	0.03869119459301513	0.13709933556083492	0.10218769453584542	0.10218769453584542	0.330720465488547	0.3492625106399197	0.1534181139074867	0.10942919212836508	0.2072338749634749	0.10873680332346626
GCF_002190865.1_prop	0.1662749482296444	0.1793096438961798	0.18049115139811722	0.14902239782500984	0.20099602352851498	0.19341785981985188	0.16884123334137943	0.18198391625271557	0.16882852895963818	0.16155527041276535	0.16656714900969344	0.16811073139125685	0.0	0.1898733373140396	0.1545551560733297	0.19175358581174648	0.14279089858092056	0.14799334290396757	0.15148704788281478	0.1561813169362113	0.13117909366940658	0.13756304549439102	0.17504097163111557	0.17504097163111557	0.1074854217219519	0.12922897107212278	0.12978796386873834	0.14983547825645066	0.199376214856504	0.17912543036093148	0.18147574098306507	0.15277654262955292	0.16975594882675035	0.18186322462617358	0.15110591643057691	0.38757892597156757	0.08739979418901579	0.1785600853734453	0.18094850914080265	0.1723476427019679	0.18285416640199204	0.11181126370485181	0.186093783746014	0.164489982594997	0.12784419346232515	0.17504097163111557	0.17504097163111557	0.34524792600968074	0.4128542934458095	0.11920521387826662	0.17213166821236645	0.215656880057932	0.1801481330911031
GCF_002228955.1_prop	0.17235399489283854	0.15339270514400416	0.1605706808278175	0.13630531170200602	0.21321128657273894	0.19261748377015234	0.1389605274859299	0.22374957122711622	0.15127742558408394	0.14129178153545158	0.143368947950148	0.16291463925908045	0.1898733373140396	0.0	0.1330911031214666	0.20495343844091826	0.16159338355798916	0.1569118188863339	0.20812953387623392	0.16666243187275293	0.14407404113678807	0.13984348201694766	0.14965126472120235	0.14965126472120235	0.17115978300915985	0.12757104925488802	0.13152211197642066	0.13643235551941865	0.202787341354033	0.16363243682746179	0.16425495153278366	0.1628066520142797	0.07657566094546009	0.16345457548308412	0.147021457700761	0.43792639081219115	0.17936046142314485	0.14752328077954086	0.1526304422395284	0.20708777457345037	0.14535083150178496	0.2063001029054921	0.24023985872727505	0.16278759544166782	0.16475677461156352	0.14965126472120235	0.14965126472120235	0.3144588568597309	0.42341163467279863	0.1511440295758007	0.14704686646424353	0.19491062467445022	0.14510944824870098
GCF_002379295.1_prop	0.14618932069670829	0.06287398523750842	0.1463290688958622	0.11967527600269333	0.19081981375376367	0.17140116626224386	0.127812432507972	0.19306213713109652	0.13612745035762835	0.12516356891491875	0.12652928995210447	0.14126002058109843	0.1545551560733297	0.1330911031214666	0.0	0.18281605325676825	0.08673916633847013	0.09838273220433727	0.17393569041962573	0.14254316313696594	0.11001359368846315	0.11528591211108712	0.13631801608374727	0.13631801608374727	0.14627825136889713	0.0954226112586231	0.10956258813664833	0.11844295097379086	0.179271530750956	0.14758045049737656	0.15217943668771358	0.11135390596216635	0.11050906457637238	0.14841893969229988	0.12666268596038774	0.3978821795637315	0.14794252537700253	0.1341709755694739	0.1383951824984437	0.15426295529328066	0.13679443039904463	0.17521248078462262	0.19392603508950237	0.13912568444856632	0.12648482461601007	0.13631801608374727	0.13631801608374727	0.2962788865879842	0.40049928220243164	0.13826178649016047	0.13276714138706439	0.16812978796386874	0.13571455795103732
GCF_002459545.1_prop	0.12983878139570337	0.20895531868941597	0.14732001067168066	0.13012462998488178	0.05015689911450459	0.1377027936935449	0.13981807325346512	0.14547152312832695	0.13495229504656156	0.1296990331965495	0.13314827283930228	0.04612961010252436	0.19175358581174648	0.20495343844091826	0.18281605325676825	0.0	0.17692757231969305	0.1879232147167558	0.19993520765311956	0.13100758451589953	0.17060714240341493	0.15355150991576996	0.1460305159249425	0.1460305159249425	0.190762644035928	0.16677041911755364	0.15076925031443345	0.13957669000038114	0.1419270006225147	0.13930989798381463	0.14201593129470355	0.18622717975429726	0.1907245308907042	0.14827919149314597	0.15543811060434745	0.46609835732344085	0.17313531436992619	0.14313391688793464	0.14362303558497325	0.24128161803005857	0.1538881760319134	0.19882357425075908	0.25998246795319707	0.0757244673687955	0.16620507413006746	0.1460305159249425	0.1460305159249425	0.36870021470405145	0.34926886283079034	0.19601590588594006	0.1531132087456964	0.24661745836138885	0.152585976903434
GCF_002460155.1_prop	0.14286712487136813	0.11975785448401154	0.15903980282799537	0.1234040120437539	0.18372441655126853	0.17844574593777393	0.14237165398345888	0.17848385908299771	0.14429636781726018	0.13452034606735863	0.14068197121187098	0.14788535565916686	0.14279089858092056	0.16159338355798916	0.08673916633847013	0.17692757231969305	0.0	0.07428887223203283	0.16900639030401585	0.13714380089692935	0.11050271238550176	0.1189384218617001	0.15116943833928323	0.15116943833928323	0.1442773112446483	0.10236555588022309	0.10910523039396287	0.12593853620113576	0.1850583766341011	0.15623213446317635	0.15830294868700215	0.09525745429598668	0.1462337860328027	0.1598592354503068	0.13127437653246604	0.41851409551154195	0.13618462007546403	0.15106780328535313	0.1545170429281059	0.18328611538119496	0.15651163086148412	0.1634926886283079	0.20429916278124324	0.14372467063890335	0.10350259804606608	0.15116943833928323	0.15116943833928323	0.32439368338139823	0.39910180021089275	0.1420095791038329	0.14571290638141096	0.19040692134717263	0.15332283104442723
GCF_002460805.1_prop	0.14530001397481992	0.1289304181012031	0.15917319883627865	0.121110871139456	0.1924269180440334	0.187230825911857	0.14053587082184646	0.19033069505672506	0.14240341493781206	0.13432978034123969	0.13822367334493668	0.14875560580844333	0.14799334290396757	0.1569118188863339	0.09838273220433727	0.1879232147167558	0.07428887223203283	0.0	0.1820537903522925	0.13990700392565394	0.10496995413718191	0.11920521387826662	0.14916214602416372	0.14916214602416372	0.14796793414048506	0.09520028457815101	0.11052812114898429	0.1254557696949678	0.19274452758756494	0.1544789297828821	0.15529201021432293	0.10698359864317203	0.14195240938599724	0.16089464256221972	0.1295783415700075	0.42477100351911373	0.14512215263044223	0.14918755478764625	0.15297981273741312	0.18903484811911628	0.15498710505253263	0.1682885927356345	0.22090378971707342	0.14578913267185853	0.12001829430970742	0.14916214602416372	0.14916214602416372	0.3231867671159783	0.40873172157076976	0.1352826089718344	0.14565573666357526	0.1882090633059342	0.15149340007368542
GCF_002461305.1_prop	0.1780709666764067	0.18951126243441363	0.19167735952129888	0.1652395411177315	0.20714494429128608	0.20000508175269652	0.1807325346512012	0.18591592240163632	0.1840674348582826	0.17194745467711814	0.1807325346512012	0.17818530611207806	0.15148704788281478	0.20812953387623392	0.17393569041962573	0.19993520765311956	0.16900639030401585	0.1820537903522925	0.0	0.17039752010468412	0.15659420934280233	0.10049165957338686	0.1878215796628257	0.1878215796628257	0.1700926149428938	0.15864596699401623	0.1386111569880452	0.1550823879155921	0.20745620164394699	0.19668923811822697	0.19879181329640594	0.1742787087266398	0.19278264073278875	0.19343691639246377	0.1572357806207361	0.39053904691728175	0.12933695831692352	0.1894667970983192	0.1912327061603547	0.2094507895773252	0.19707672176133548	0.15980206573247113	0.21552348404964872	0.1755745556642486	0.14677372225680638	0.1878215796628257	0.1878215796628257	0.29915642905238016	0.4103134170975569	0.19684804288999275	0.1794748008588162	0.22245372428950744	0.19170912047565206
GCF_002462995.1_prop	0.06201643946997319	0.16963525720020836	0.10481750155628676	0.058154307420629374	0.137925120374017	0.11007076340629883	0.0963563833166059	0.10826674119903955	0.09877656803831641	0.08267376418126612	0.0809650248370663	0.09931015207144944	0.1561813169362113	0.16666243187275293	0.14254316313696594	0.13100758451589953	0.13714380089692935	0.13990700392565394	0.17039752010468412	0.0	0.12289583677410339	0.10847001130689975	0.09934826521667323	0.09934826521667323	0.15228107174164368	0.11500006352190871	0.10458882268494404	0.09669304943274935	0.11151271073393214	0.11148094977957898	0.11261163975455135	0.1485840966549363	0.15080101126878662	0.10580209114123461	0.09523204553250417	0.4441769466288923	0.1391002756850838	0.10342637175561852	0.10120310495089757	0.20983827322043372	0.10195266347363205	0.16489652281071743	0.23800388754081284	0.09801430513384066	0.12705652179436688	0.09934826521667323	0.09934826521667323	0.332340274160558	0.33694561254176564	0.1493590639411533	0.11355176400340478	0.20835186055670601	0.1040933517970348
GCF_002548925.1_prop	0.1276091624001118	0.1388588924319998	0.13671185191772642	0.09685185420451514	0.17828694116600816	0.16847280627088282	0.11516522048454512	0.16092640351657286	0.11938307522264428	0.11065516496639691	0.11438390100745748	0.1285429344580946	0.13117909366940658	0.14407404113678807	0.11001359368846315	0.17060714240341493	0.11050271238550176	0.10496995413718191	0.15659420934280233	0.12289583677410339	0.0	0.07550214068832341	0.12584960552894695	0.12584960552894695	0.13649587742812497	0.09117934775704141	0.0801519444056255	0.09412041213014369	0.17730870377193095	0.1300039383583398	0.13120450243288911	0.12382960883208619	0.12423614904780658	0.13876996175981096	0.10211782043626846	0.42353867849021126	0.11180491151398117	0.12249564874925362	0.1273042572383215	0.1901718902849593	0.13356116524589332	0.13289418520447702	0.22331127005704268	0.12487772032574035	0.09412041213014369	0.12584960552894695	0.12584960552894695	0.30374271086097593	0.3983840026425114	0.1163594323682238	0.12227967425965215	0.18520447702412562	0.1279966460432203
GCF_002764255.1_prop	0.11090925260122216	0.1425304587552247	0.11796653665849352	0.07335510017405003	0.16180300585671997	0.15596534244660984	0.0940441858396961	0.14646246490414544	0.10268951761462529	0.08938167774065275	0.09904971224575355	0.11127767967171878	0.13756304549439102	0.13984348201694766	0.11528591211108712	0.15355150991576996	0.1189384218617001	0.11920521387826662	0.10049165957338686	0.10847001130689975	0.07550214068832341	0.0	0.10684385044401815	0.10684385044401815	0.13214462668174254	0.08318193945091662	0.0538348176286001	0.06688856986774738	0.1656460813334519	0.11343742456773341	0.11367245562994677	0.12674526444170595	0.11981502420184721	0.12015169031799068	0.0650845476604881	0.4319934445390215	0.10463328802103845	0.10238461245283498	0.11237660869233798	0.19091509661682315	0.11256717441845693	0.13638789018332423	0.2272750371603166	0.1087050423691131	0.09126192623835962	0.10684385044401815	0.10684385044401815	0.2803730006479235	0.38673408458577363	0.11484761094101356	0.09290714367385311	0.1779502750498647	0.10535743778029043
GCF_003306695.1_prop	0.09967857914194606	0.15796628257085868	0.011548283002807668	0.06467165525389706	0.1545551560733297	0.08383621511059164	0.016541105027123856	0.15823942677829583	0.08882903713490783	0.06483681221653348	0.05233570058313112	0.10218769453584542	0.17504097163111557	0.14965126472120235	0.13631801608374727	0.1460305159249425	0.15116943833928323	0.14916214602416372	0.1878215796628257	0.09934826521667323	0.12584960552894695	0.10684385044401815	0.0	0.0	0.16304168307649308	0.11497465475842618	0.10495724975544066	0.08779998221386556	0.08785715193170124	0.09948801341582712	0.10325486260211147	0.1564417567619072	0.13338330390151562	0.015759785550036206	0.09352965837917497	0.44189015791546504	0.15676571849630938	0.045068794227128936	0.04193716412790772	0.20459771575216293	0.050112433778410174	0.18650667615260502	0.23829608832086185	0.10105700456087305	0.1435277527219138	0.0	0.0	0.3105967248103871	0.32859883373775617	0.1405422230127171	0.08362659281186081	0.18941597957135417	0.052227713338330393
GCF_003730825.1_prop	0.09967857914194606	0.15796628257085868	0.011548283002807668	0.06467165525389706	0.1545551560733297	0.08383621511059164	0.016541105027123856	0.15823942677829583	0.08882903713490783	0.06483681221653348	0.05233570058313112	0.10218769453584542	0.17504097163111557	0.14965126472120235	0.13631801608374727	0.1460305159249425	0.15116943833928323	0.14916214602416372	0.1878215796628257	0.09934826521667323	0.12584960552894695	0.10684385044401815	0.0	0.0	0.16304168307649308	0.11497465475842618	0.10495724975544066	0.08779998221386556	0.08785715193170124	0.09948801341582712	0.10325486260211147	0.1564417567619072	0.13338330390151562	0.015759785550036206	0.09352965837917497	0.44189015791546504	0.15676571849630938	0.045068794227128936	0.04193716412790772	0.20459771575216293	0.050112433778410174	0.18650667615260502	0.23829608832086185	0.10105700456087305	0.1435277527219138	0.0	0.0	0.3105967248103871	0.32859883373775617	0.1405422230127171	0.08362659281186081	0.18941597957135417	0.052227713338330393
GCF_004568675.1_prop	0.15938282113500946	0.17189028495928246	0.1703594069594603	0.13676266944469148	0.19676546440867454	0.19004484646754666	0.15446622540114086	0.19139151093212048	0.15433918158372822	0.1477138465056598	0.1531767306544027	0.16144728316796464	0.1074854217219519	0.17115978300915985	0.14627825136889713	0.190762644035928	0.1442773112446483	0.14796793414048506	0.1700926149428938	0.15228107174164368	0.13649587742812497	0.13214462668174254	0.16304168307649308	0.16304168307649308	0.0	0.11928779235958482	0.12259728380318372	0.1369278264073279	0.1960413146494226	0.16734211629591045	0.1685109194161066	0.1467419613024532	0.15280195139303546	0.17211261163975455	0.1434705830040781	0.41060561787760597	0.11571786109029004	0.16375948064487442	0.1665163314827284	0.17305273588860798	0.16696733703454322	0.14145058630721735	0.19510119040056917	0.1585189231766036	0.1423271886473645	0.16304168307649308	0.16304168307649308	0.33095549655076034	0.41206026958698055	0.07741415014038341	0.15655609619757854	0.20226010951177062	0.16398815951621715
GCF_005043105.1_prop	0.1217397380356485	0.11772515340540952	0.12611004535464282	0.08387432825581544	0.17384675974743688	0.1624763380890069	0.10380115101698575	0.17030223724162463	0.10918780887528108	0.10103794798826116	0.10630391422001448	0.12311181126370485	0.12922897107212278	0.12757104925488802	0.0954226112586231	0.16677041911755364	0.10236555588022309	0.09520028457815101	0.15864596699401623	0.11500006352190871	0.09117934775704141	0.08318193945091662	0.11497465475842618	0.11497465475842618	0.11928779235958482	0.0	0.07806842580005845	0.09133815252880718	0.1693621129927712	0.12168256831781281	0.12130143686557494	0.09297066558255943	0.10822227586294512	0.12841589064068198	0.09009312311816345	0.39989582406972163	0.12375973473250924	0.11415522213611475	0.12136495877428125	0.16396275075273462	0.11809358047590614	0.14944799461334216	0.19270006225147054	0.12036766480759215	0.11136661034390762	0.11497465475842618	0.11497465475842618	0.2819610483655813	0.3939755821782933	0.09953247875192153	0.10812699299988567	0.10086008664388348	0.11498100694929682
