cohort_order	rung_n	assembly_id	exact_assembly_accession_version	input_line_number	input_occurrence_id	resolution_status	assembly_status	selection_stratum	stage_b_order	random_key	inclusion_probability	inference_weight	engineering_control_membership	collection_row_sha256	row_sha256
11	1000	asm-v1-32657c3828727c905b63ff98	GCF_015548345.1	19468	occ-v1-d0c9aa25085e954fe0b4e5d5	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0000c1a73e6d1d3dea19b9241476283348897c7852eadc430b7c2e5288e29173	990/25353	25353/990	.	c7ca5bff242aa9842a61d09ce6892794e4e80ce9922268b224f83b2e672b7ece	0b558a3cee4c21106d9f08a4cc268e81e50e6dca7844bec9d63f8c720525aedc
12	1000	asm-v1-4ece359b58a18776b323b359	GCF_019926545.1	22597	occ-v1-b42edf0b36328f865ffde44a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0000deb14c5ec29607387a5b389b3a9408062b9d9d0fa1a418621a2acefd582b	990/25353	25353/990	.	6e540f4c6503eb493655cf220c6e624bacd625a71d9cff1d64006a88b83d8318	913241cbcf0258edc1810576347b69ce5128d0dd2fdf5b5b64d1e322a5b8a111
13	1000	asm-v1-3747cc3492718981db97affc	GCF_001614385.1	4013	occ-v1-12e2151873e26c89fdcffaa0	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0000f9a5c830842f635152cbf40e8017428cda7479b2230fb56ae8204c5e1a14	990/25353	25353/990	.	95f73f989c68c2fce3f92c400cb80cf1432bb1ceb3128a144bc83cbb6fe55205	7daa0314d6f172b9d59e4908a83733c6cef4cc9ff61a638c75c23b02752fe1cd
14	1000	asm-v1-719530b887dfd205060a628f	GCF_015551035.1	19473	occ-v1-733cdab402c1dd03f6319c23	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	000854e13ff7d7e1b6de3038dec65113d713f9ce4f130e117db24e1ca52ec07c	990/25353	25353/990	.	7729d75dc7e7987075ef36e4437bb05e17ea7a1e0993b6a73a47c3cb6dd1be9d	b5692c8244807f761e9c40a5e851c2dba53c4672c182e9de56e11104ec9d37f5
15	1000	asm-v1-c27bf914b89e27d0dc27992c	GCF_021354235.1	23939	occ-v1-1438d052a5f71b4e17eff7ea	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0009103ff11ad1149bc2ad61f5372778b45d22150b6d677b57022696e2bcf43f	990/25353	25353/990	.	f6e5b0aeed8d9981720fa1b572c260aa6375696e33281d18a8159957f5073480	8ffdc28c34e5a7bd539d9bebb96d085b9aaf066282cbbd28334a12739e50e33c
16	1000	asm-v1-929d3c84ca2e4a11e790b999	GCF_002485085.1	7465	occ-v1-800294f674e4944a7c37bf66	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	000e6235258c087c744da86341a34ecb21e213d6775e5f2485c4884826a8e99d	990/25353	25353/990	.	e85306c7d40349fe0eb80a71a74c8c8c40f1f1f86293ab5190c1de80c4b928d0	a1548905b09c65b419d4de8509aadb17bd0421a08b41d50418988d44ebb21639
17	1000	asm-v1-331be33613f5ee0144844f5c	GCF_014712315.1	18876	occ-v1-d6e6274742dbf6d23040e1d9	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	000ebf05358c01dabd7b19145ffe23ccd94d454eed6d3d634a5c8b69113f16d4	990/25353	25353/990	.	c777f3dba6e4676812184ed18a35ae8a93559797a59761a3f772bb8a10441791	cbdcd819d260c86213f2b9a6c0b2e2291c6820aabd9e005fe0fa39ac47d9a075
18	1000	asm-v1-f36d786b0ab3775223cf3d16	GCF_019120745.1	21756	occ-v1-f8608df19bd1df42cdb95daa	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0012c5b5b7a48e1a2a63fa352be09c98faf589d999dd39beeca318cddbaf6438	990/25353	25353/990	.	249f6d3f8e521378fa51865e423aacdcd7c0d7e432a507e2602fffee82fd15f5	28f5de73d441d459c5ffeb380ec050b27cb63a350d7d7c4ce71fe471537f3511
19	1000	asm-v1-b7796a1fc230ab9bd7633b94	GCF_006350715.1	15345	occ-v1-9916a3f03fd073df22c99c32	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0014655bbd24999bf489f224f1389375dbe7193b0e6fcd1b3a179fa767caa1d2	990/25353	25353/990	.	f238ccd6e6e5f36b24b7b67715e4eaf6b730b8c16488ff4cf2f68c745dade665	945c720eec291e9e4ed160fe8c0152637f990039e1cd67321eec4dce2a5eb44c
20	1000	asm-v1-97a929e91ce540241ff20371	GCF_002522525.1	8212	occ-v1-5716c4ca68e7339791659475	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0014b200b2ef2e412ff3767828f7915cd4c5df8193b665480c01b3b8f111018a	990/25353	25353/990	.	49c6d48dab41949bce4563a18a8aac8389328c69a36cff5ca69bb02e050a1f34	e2ea60fcc9d59c9f3fc4d288fa959b90fad63c7e2de2df1c47cf77b142d9eff3
21	1000	asm-v1-0bdf5b05c650023990a68d2d	GCF_018790115.1	21556	occ-v1-22620663e12ddee5a8eee893	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	001502eef44124a6b85f16b91026acd65fe2893fc0b146b1a169873af0bbc7f2	990/25353	25353/990	.	903ac68ca74d94c037deed988bbffa2e9aa0ce4f2de3a8f41f5bfc66ac3d09c3	70c06dfa3b6d87181ed2a9c82a37f4440e70abffbf5b5f7ae8d6cf74380fcf0f
22	1000	asm-v1-1e2c548ce4eee4bbd7812d4a	GCF_002442365.1	6690	occ-v1-9f375f0d6dbd43d1938c42d6	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0015b2e44968a26f229daea5f5fcbcf98a10136c5ae005f48b62859e6cc72cc5	990/25353	25353/990	.	e066c4268d74f563f01591734b74270304f5034969029262c1885adee0e1757e	6052fe7f72c68a8eb6110397667ea09ef851741e7827aeea9e4641dce427e77b
23	1000	asm-v1-faddf0606460939e473ac2c5	GCF_005885955.1	14805	occ-v1-8be38d36a99ca529af337d89	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00163c6c2427e4359d9a23803605eece60a823bcabe411d7a3f0a07c20774050	990/25353	25353/990	.	223ce2fa3743ee07357e7dcfd79ac9b7d588da8db4ad4b5755c70584b19f08f9	1a0f5a486b6176fae42e9b803137ab904d6e72b4f235e3f2e2cfec97fba3b4ee
24	1000	asm-v1-90293848c2351417f7baaa74	GCF_002513075.1	7747	occ-v1-837b025b489e8d5bc0c3c44a	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	001647f12fe2ff9af86a0c9c5428cbc7f490ac36b077ccaca633a45ed2c07189	990/25353	25353/990	.	0c00b2fbf2ea51e69350fa51efba55b1a8e31e1bab3859bdbc2cf252c9ba5f31	1071bafc9191d9f7fb1a4b5c0d2745ed598e0e30bad9405ee3c1eb72f26c18d5
25	1000	asm-v1-3b4342f24d54b3c1a9b84d48	GCF_902810185.1	25435	occ-v1-91c1ea61153440814f3167a8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0019b299e5f2608dc022a0f631c496f15d8bc0eaa581665a2e536b855f934c21	990/25353	25353/990	.	6e94aab97b62bc66a74df475b0d78cf97ae1814aa55bbe419f9c6ee7a8ebfeec	7478bdb03bdbb0011287498de08316fa169ccb2688a52084bed8f22c93967e83
26	1000	asm-v1-0beedef08535e20c4790e6bb	GCF_005043025.1	13558	occ-v1-3d14671e582a529b71f2b16c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0024ed29c76b0df51696c6838dfd80e76fd18afa6b64706abcb45a2268fc5caf	990/25353	25353/990	.	5fe16931cff4ec3fe5c5a05d07af13536178f105ddca3dda28cd07412a2c1498	2ea6cf2f65dabbde2dd140695136fa774c115d0efb8ef0a3cfa630add5f142e5
27	1000	asm-v1-48766683d6315460b4013353	GCF_017595115.1	20944	occ-v1-b8bfb356e96f507a3c42d0fc	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0029422e84638d16abf17cf201e50c0320246397570f4bc3d63a5c978b62ce65	990/25353	25353/990	.	b7ffaf5e597e66366be4952caaaa575f6cf576f6aff8c332734ee9bc94855ed8	79d6ef7da9f2d387585683688de8e1e8562a35c4a57727861041697f9d6985fd
28	1000	asm-v1-b71c4a8ef90f7c49f5f8d546	GCF_014528625.1	18814	occ-v1-0a6f81f387bdc814648ddb05	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0030c9bc766e23d533a9eade624c02ad9a5d4893d1b404dae10bba9f9e5c32b6	990/25353	25353/990	.	2f794330d688f9d086937b9882eae9529ed3f0c69f24c628d748572c286c679e	d1f286d680b08213b6e0c04d6d19387476784f77a6f2eb622ccc95b0e67bf194
29	1000	asm-v1-31cd9173370fa4123f9ea13b	GCF_008041205.1	15581	occ-v1-491c68ddd16b1a82aa17f1d1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0030f2409313f4a00cdc83ca78c90063b00cf10f621178ac989b160d2398c7ac	990/25353	25353/990	.	fee5d7d31116174c3948278c565acc6ac89edfacd691b619454109d1b28aa50c	874bc1e1cedfcb87d3127a521f13d3e3d176bf90eee95905bb8431966cffa2c4
30	1000	asm-v1-b419079f0ccf7758946a758e	GCF_009820795.1	16690	occ-v1-f3ec9eabe50a47fa8f13b4c7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0035b3c5aa9581d55a656baf683671fd6f5fcea18444f51c8091b72a1deebc14	990/25353	25353/990	.	4cb837ea707006168b2a9ee131d19a84a3c65db12403b243e4092c5f56901eef	ae8986da1b1b67303a1000547b1c86334f44fcbfca60f4a4ae9ea24e140bbbce
31	1000	asm-v1-9416d74da50a26741c416d3a	GCF_900479385.1	24540	occ-v1-c60424f2d98036423d1ffe49	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0036254a869f52e4b5e4baf7c2a2af713d78816da3cc91f4f00abe7585384748	990/25353	25353/990	.	47d21c64da48992d440fa55a25cb70ae0f3f2a33497af4e3c882102f03ecc650	493ff7e8c5430f0418ef4328f23fb4dc1b7632a4e4f691b04c34e79282991ac2
32	1000	asm-v1-b269b6f553a373270f84ba18	GCF_004767475.1	13116	occ-v1-3d626a06c5cd172dff9d10ff	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00367500358dc4d5944333bfc58e8eb74abf0427acb88c7323a96e3f4eddf698	990/25353	25353/990	.	ea4d2d0ff66d211aa546e700912539f671bdd10525542bb812ca78ddaa26d1d4	7e9973bffcf8b4c300da685f26599a5b9519daa2518e9f7ab3adea4544f9d472
33	1000	asm-v1-996e1b56b7867eb75e7abe84	GCF_002519245.1	8050	occ-v1-0c586d8040c668df2d38cd6d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0039af5b2d40b0914e8af313456e865ae2e4455c9cc61ba4d96a3e8415b04d57	990/25353	25353/990	.	c4f722934c466df0ce0bfae4d86daae073d83e5b61350577d5bcea5cc6a55e55	3a667732c2f5d5e8f2278129637feba66117e8b89246e3189b0e9fdc76d6f157
34	1000	asm-v1-9f93da8d24e49c1bd9dc1bfb	GCF_015644305.1	19555	occ-v1-cb64eb31566547c2fe5186e7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0043195895b060d62cfdc4b21ce919414b9e6839e2408b94b6ddf701a8d08668	990/25353	25353/990	.	a49c0bd51a7a3bc8541485078825ed437fc6a1ece04418f0ac8f624528a77364	7d19261c11cc05945053b4d20720d25c098996085be5a64ba457ef63f2f01038
35	1000	asm-v1-9bf79301d532e473a6d4d15e	GCF_001616285.1	4103	occ-v1-12fa9ce86ab42c5bd1cef05c	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0044ea4d63ffb89fc89192f16bdc235d420da3ed49b9500c7f78685b2ff68efc	990/25353	25353/990	.	fab32ea1c00a3e5a8caba8918b349a687d1f9c0fd2289e263e97a5c00764977c	1a0aa5f0c2219d16f7c44c492540a8680097a6d0088b3dfef4985be24fb12760
36	1000	asm-v1-7f24d9da61537a483a8edeb9	GCF_001614645.1	4025	occ-v1-63be57a8eb2d2c84e2e30aef	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0045913553ba16ac04907cda3bd4e569dda9450c52b00cfe67d85b4d206ac890	990/25353	25353/990	.	10330c73920740e3cc0e99a1c19c0b55a8de620dbe56e9b73205331fa776dd28	2efaa14f76c8fec0d678b6544afa3142b91ac0987181efe0523a4891df1869ad
37	1000	asm-v1-27d405b112a56b6388ddbef4	GCF_013370625.1	17983	occ-v1-9acb81f90ffeabd2adc635e1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0046976c3cb0e6406771d36ea84143b40afe4d0852ab581762ed9e5c8fd70783	990/25353	25353/990	.	e65f499430fbe584bbf6c881c7fb6c9d94f3cbeb3090e0e51ecd365cb2e6850f	c7a74da9c71cfcbe51fd15fcc783cd56f4792b17b334dcb9297b7d239ec5d863
38	1000	asm-v1-1373daf306e4c70962bf7651	GCF_013608825.1	18414	occ-v1-d09fc8a4e14fd324a2a3648d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	004745ee1c9e093be95fff1c99c29fa899dddc6279ced7897fa96789d408c23d	990/25353	25353/990	.	b81d970cefcfd6393364fcc3739311a2787f410c43b8331e9e3c8abc5aee9dfe	69bec9b552302f21175ba40093007579fa25c4c645c025e68d89753218a8a714
39	1000	asm-v1-566c3eb2b8feeeb03a029d05	GCF_005043625.1	13587	occ-v1-ee3020f31ce144b24d0e3fff	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	004c63aa4bc2ad4e28e357a0fea617e344dc4880cc65b76fadb7764cc7e05ed0	990/25353	25353/990	.	7a06a94bc295154e2595cd28c0fdf4db246469473185cc61a6cc3d0965abce00	fa40cf4fe516e511d66ea8231528d9c2f537667994d36f87ea219977e46da65e
40	1000	asm-v1-d8e1422596935b944b73500f	GCF_902163565.1	25194	occ-v1-3a9e0e5f353206d4ed7efaa6	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	004d0fe539075f59054c285cbe06fc232eb6dbfddab19dff123c0bf7492bb409	990/25353	25353/990	.	7c09983c8e9eb3de8303b2fdfdc85847529524556fad8e3bc93b3a6fdc1e4846	e47bf8110b74432c302ab778efad1c6c203a3897e45340998a5f64f06e6ef75c
41	1000	asm-v1-62a4d2082d3f90d6cb5304ca	GCF_006351505.1	15367	occ-v1-a03b9f253db56077a7a6fbe4	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	004ff71f8b071d96ebe4f54ae65fb35989db6b55fafe210e5ebb68087a679692	990/25353	25353/990	.	bf701084fb79628ef4167d137980d6b21ed9e9b9238bc2450d43bffd801048bc	627f34b417a2482912715cd8f77cbee779b75cdb5f697a3dbec0cd8e4ed5fc6c
42	1000	asm-v1-4fad43b6b8ac2a5931873b95	GCF_005039315.1	13415	occ-v1-1078cbd3caf8cbd47de68537	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00502bd8c06025808e79608aa73e628ef20305070d4d3b02fadb0aa65f08f643	990/25353	25353/990	.	2be61ba4ecdc690ab8de83cd300f39f1771d428a1a0215596c09e007acd44beb	c2a639b4de76a0061e313968652831e6625b3ba5c981675a5f1eff0ed0d897bf
43	1000	asm-v1-ef21b6ec0b8c832cbedc2d93	GCF_005384385.1	13972	occ-v1-5f6f03c1a9a7bcb438e6dfa5	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0051e3ac3daf86de5d20a8ef4e0fca176397a68fc1201c43ecdee113ec1f2adb	990/25353	25353/990	.	c1293393c2012af0653fcbeb7d9e11cd02ee070bdcc670f4e96a71326ae906f9	b9f74da08c80fee89632eb72890066927729701f55ae514daf52dbce8ced1afb
44	1000	asm-v1-dcfffc170c5656770532cfc6	GCF_016530465.1	20033	occ-v1-6fa4156dcc49668ee42d058d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0058635f5f3b1a1a2ed4b7e2c5f36e6635765a023748d9f76e74c8ed44322e25	990/25353	25353/990	.	9f4fbecd8431b8d4e057bfcfe9326e3b577b07e4df2bf2f3f35334d124e59c7a	4150ddc3473ad9c7906e789816edc70abc2b4dc05f8ea2d21e92604e9b2a5bf9
45	1000	asm-v1-9791d16f22febb6a4da01cdc	GCF_002152015.1	5360	occ-v1-a78f31168e5bd55ba56951a4	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0059c63bfe7c80e82a556b6589b40b1c158933b82582273913a981542db3d2d7	990/25353	25353/990	.	24892dda4fd058efea057ea99d6c64cbb45d53eddb7a120e36f32d208f19cc34	f88991b5629fc3130e96194d2ad7f5c38e64412a1706009681bb4f97e3ff6c39
46	1000	asm-v1-0e401af1329ee20675b75db8	GCF_018344735.1	21298	occ-v1-b3792623aeac76d6f01c912d	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	005a00819b89f9bdb3af65de2b5ecd3c38b3a1dc795ca46afacf769ace0829e5	990/25353	25353/990	.	0eaf51c33721a51114334f6a5e5ac5b9dd7d2cfcfc05fab77353112598ff5913	f4314eb763e2d924a15f93323539706c0556728b8f3b6c57bc7d8921cb7aad1c
47	1000	asm-v1-f8561f5b15e76623fe00d768	GCF_002513625.1	7774	occ-v1-19356397c5e3bc00551e7532	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	005c2c4b769ad13707904708a26c9fae936a72a0f32bb33e3a27ff982472c280	990/25353	25353/990	.	82acd3f699266c57f88f2a503f9eaea043f02edae8224bd3f58524c296742741	fb440c29cd0bbeceb28b062ae8ab033464b88e52508d669347b975c3f8436c57
48	1000	asm-v1-9f5f3eeb65f0f80afca90db7	GCF_002229025.1	6082	occ-v1-afd0a9240dab3b337257c3e8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	005ed0f89961f28d3e0a849130d756aa390eb44bf38e259f65adcbac39bbba38	990/25353	25353/990	.	b751fee7ae96fa42c472416a336ecc6c2a1141d84f6970852954e09c31f4e446	81e13501f11b3655b0dde07f8ddf1a2f73ea77fed23fdb188dd8dccba79de6ee
49	1000	asm-v1-143198d8a00e3d1908061cae	GCF_000778685.1	2336	occ-v1-d14d6d29c5dbdc9e6e445c01	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	005f2442395824dad2aaa47b8dd36107bfd1ede4317c4ef4c7bfd52c8b99d52a	990/25353	25353/990	.	02e4cf402724174f740d8bbbdd1ab91776982ed1df88272bd9adb591599aad67	c672ce949ec16390a00136c21b8b5623d641f823aac30d49ac6aac11837a05a3
50	1000	asm-v1-26091108e767413baee190a2	GCF_020037245.1	22700	occ-v1-2276d8d7e874bd8145052e5b	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	005f5637ecf5ea991b0b2c1b47cc419f54e1491e4ec81003ece0a597e5d29c72	990/25353	25353/990	.	a56e26e3123087ab4bb82b5ce9f5ba6bf4eba0c2608b5eb9fe8f35b962ff0ebd	818aee11fec1a529f01ed1574e0cda1b58f2da128f0ea14172f65d73a926fad3
51	1000	asm-v1-1009a57e9d5acb3b90d6791b	GCF_003731035.1	11783	occ-v1-9f263daf2eb13ea3b6a0744f	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00613c798d420551b00ff206f57792583e1f0de9a2e8053b1f1fd64c0996de0b	990/25353	25353/990	.	f15e2949f76516b851c0292f5ec02ccb2b4d4bc4bac60505bc96b9a4971ca4be	83fe9f3a31f24d4600e739e9a8923d3e7ca1b8dc3dfe53262d2ef6b7740f10d1
52	1000	asm-v1-c5fbc3318d26f8606d4ee374	GCF_000326585.1	508	occ-v1-67c5bae98bad0e1cef2f9be7	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00648e55845d960ea59abe6b83e4a4110f25d4d590bead700a74fc07da17da19	990/25353	25353/990	.	615283297d1122aebdb55d1acab6178ea4c29d9912c5eff00bc752d79290e7c6	9c42062453c13afc600b47ea7ae8341fff2bec072c5d309a91375f2df760c358
53	1000	asm-v1-076733fb9cacde0985dcd995	GCF_000780535.1	2413	occ-v1-664f9a2a7a558f940c7f40aa	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	00654350618746213d1de46b87c3d2996d00c9fa4c57903aa29e1f3678604a95	990/25353	25353/990	.	50219c8d40cea6901bb39543c8a9f691fa20cf9750d1e7379c31854e92e9428f	5a52d94fab365e02221eacb32b0814ecddf20cb3cd064d31f1186f68c4011fcc
54	1000	asm-v1-9577d304b0441e1eebff2e03	GCF_003570445.1	11601	occ-v1-d3b36c00d160ca10879fb7e1	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0067cb89c1283c1a2310e365819bab34efb77e998a8052cba801a23ae6ab7797	990/25353	25353/990	.	4ef4ab1d25a78e91720bd6f8e0d5b57b3044c9f21115429915530a7d3013c66b	58920f28d151b2de76d092b24b1caf81254721ab397abab11879fbcced888cde
55	1000	asm-v1-0d112d76668f2ca96d2d62e5	GCF_000447005.2	1047	occ-v1-eb919fb76b799d72ad345d66	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0069408a378cf752a0237a18553524ead3a65eff39e5adff80017b1efca4773b	990/25353	25353/990	.	63e2200146b9607bcbb5544316a50ebbacc4606eb3a02afd5b272d967c8dafb3	edcb72de236b988a461a2aab4200f0ba1ebc7f3c1493d9b5a6465b5d5adf083b
56	1000	asm-v1-651bbd15909672553530f486	GCF_013073765.1	17541	occ-v1-de5aead60133584e91f029d8	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	006d187f4e3bc870d297f5427f5cc2e711e7bf801ddc2ad2dc1b100c33ab8f7b	990/25353	25353/990	.	5fa2753c22ec6ef9e0e3dec5e4a4e2e9f5a14f51c3f38ed7157c3f2bb474b8f2	359d2c0e7d034cc450a029af15b9eacc5efdaf29bbb0f4d848be23613ff128f0
57	1000	asm-v1-d23ad41de9f39edda98054bf	GCF_005041275.1	13479	occ-v1-2ac246bcd0cf6271381269fb	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0070a4e68d9feb99d3d7ce8557a30abb1e064479547f20aeb3c11116f7dcd139	990/25353	25353/990	.	8ce2ebead8619e3132831244812c217c4f1e12014afd0989962c6a4a0109db49	99b25c8c36458d61da53728815cb4c9e5ff7a33c7b43c43987ce22187be09347
58	1000	asm-v1-78de2c22a7d89d63d5d4271a	GCF_014862465.1	18976	occ-v1-c0b5876e39cfadf19e3ec273	EXACT_VERSION_RESOLVED	current	main_phage_blind_srs	.	0070ed517dfa67cb56485ca604f2e86f39aa6cdcc075fa9f92a01b2bdb0271c9	990/25353	25353/990	.	526ea4048a59f79075046f6a24ba6671a295fd556fe5c05dede75224e73f24e5	58fd9db258f465af18124a79950790a0932c64351e8642cd13fb223ae2684937
