stage_b_order	accession	source_state	canonical_state	terminal_state	reason	row_sha256
56	GCF_013073765.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	ef749e76455156ced44583d2fb9a83a6843b5a2dba748c64cb4285ce0baa37b7
57	GCF_005041275.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	0b65d08f63776d12784719dca77bae358a6bb0193c95baf428cb943a1b6842e0
58	GCF_014862465.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	31b4ff0f9a8b6dc3a210df99428f1a90e88819ecce59e49a43f4b805b5150310
59	GCF_900195795.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	93ee48b510faa68da3858da60d95e386f935fbfd32984345aeae6306aa74ea21
60	GCF_014878375.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	d1ca9e83113cdfd3b46f3340c4e241a5c6cb61a5fafe4565242e9c2bf6d1460b
61	GCF_921293415.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	509dbd63f471771b4e0548bdd4d2b894638a076378fac7e4b31669383aa52dc6
62	GCF_006229985.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	a7aa079f727d462460a259fde33605f9248711162ea0ef56cc087dfd475263c6
63	GCF_005045505.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	8643c50dbabb8b7bc6d6937226174613fe214f57623c6c1b2d95477d4bd8e254
64	GCF_001660345.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	0bb9d2edb3bf300adf20239e917216dae51feecf53941d84c0f087494a4fd6bf
65	GCF_020162695.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	4c894e8af7abc4455129174431e9552307eece0a64c781457ace8c5752f56e3b
66	GCF_003981675.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	5c127a7aa64976942b863f7a488205d23eaf56dbffb317f5f7ee37bb8ae8fd2c
67	GCF_905330275.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	a86cbd7d559145f3c7601fc89b7ef3e50eb0be0ca578c877ad3b23267c2d9f47
68	GCF_001617565.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	cc5e359851ef65c16238a4013b3af7ef5ba46997739c2c661c89da8b7a1edceb
69	GCF_003983415.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b2dc9b34c0227799720fb4b2320cd7f845d079f52f0e5a2e3ea781363a7287b9
70	GCF_009899475.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	4eeb58e0dae000a694da8ddf5364956b1914f5fe07ca1a95095957cdd092df04
71	GCF_002511115.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	a8ec5be407fc851076e128134158d7b31c3d35c33f497eb9b052055b7da3bdb1
72	GCF_001521595.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	7d815e545c4e5c25c1df4d33636b9e68fa9b9956b46ca814a2bb5218881a7db4
73	GCF_019351215.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	cd40dded2005a02174007e213dddf4325b3fdefa78526b45dcdf3936202b5dec
74	GCF_020731765.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	d65495812d6d5c8cca24233b2ae1eaf2d3176229bc3084c33172dd913f261c44
75	GCF_001577325.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	29a1fd45de240b1957dbadf010217ce1150abccb8db494dc1c343f93e98a7f4d
76	GCF_000777675.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b982d3fb83c57f5576d4c19ee8b4484ed4a565cbb7ce5b1a8a04cf9abdad5c48
77	GCF_002109645.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	926f655565a24f93b81235364a0749a03e1c6ef7a5679d7ed1eab0af12540b64
78	GCF_003076715.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	262adabbd74c49491914082c006352097f68b49102a1a68461d481a6c4f2aecc
79	GCF_002518465.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	46c68667b595b8c2ec7f5881e3be8eed3859e97794e2181956f6fd18d928cc49
80	GCF_000459215.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	3adcbfcd3a6bda048d57fa2c9d99948a368dc95c73d268bc7cc552542cdf1a53
81	GCF_900010055.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	1c80aeb8c4129b79bca068edcc52a3de0e3dad880ac54c7c9ac2f1aecc02086b
82	GCF_002769075.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	5a106b98c96f7ff527ed34221c87b703a7e230d82e3c47c45da70789a516fd65
83	GCF_009910015.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b40857d29df953b3541543c5e4ce1ecbc4f3962c5f9e306dacc73237d29e8bfe
84	GCF_013370905.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	1211d8372a61f8a6111923f6411c9990054dc1ec479a6eafa73a09beefa9db42
85	GCF_000619025.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	599a7f2296e4f9d94d32b65b04ef7016c8444182fcabf0d135d51d1d8b343f28
86	GCF_016404105.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	88be549c19b66996f0e8134ce300d50c94a22ab9f51e3b7ee49995d19cd6dbcf
87	GCF_902859475.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	8785f8b9e92283671f80608f61272d466016ceb4de26a4869a68c94ade80a854
88	GCF_019282095.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	a2fff619aa3867a3f11e73ba3eddddc35e298491a0eb4a04de37ff5622e44bcf
89	GCF_000326905.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	796ecec43ccd1f5822e2089f73ed27c7041e7dddb3136004cecf4b1bd6f3162d
90	GCF_003357545.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	9c5f4925ad7fcdc3ea2fd2eaedf432a3dba28e3216f765aa8dd2ab1f0f211906
91	GCF_001753505.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	e267e332c2bdb0dc8aebd7b2f282db6af8c92d89b6e4f6dd2d7593326345c94f
92	GCF_003292995.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	787e49da6ff35946e0b4fc7846f0d9f10abfd252d6fd5df817065ad2ba233245
93	GCF_001713625.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	e5e6f7335c3bdb77464523f8e0392e8cbab7204fd94a768700ea44c0256e3920
94	GCF_010592655.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	8e3adb5c4f4938b083016de7b6d294bca2a875869d82cd7b46816a358e159521
95	GCF_003322245.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	f8f46b5724751a0f75ee109f5bc164af900f8060d7a18aedd286e941b9c26f6e
96	GCF_900490675.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	3e6e2512e7a5487610341350a3d9b129cd490d28f7c68c7a7f1e10995b91763c
97	GCF_017896545.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	7b52b62007888ec9e3b3f52e40c1c6e953d7fe129714f1278405a755912f9e96
98	GCF_900499395.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	bd4188f4be1303c06e1bd3f76d7f3d7d63f128739c6d55b8ac3c11b2e77405c2
99	GCF_019957265.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	a28e09d23503442c083de05bc059b1613a53306326ce80c00949ff37e3011295
100	GCF_003730815.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	4308cfe96738ee487e7dacecf860fc1d3515db11bdf0047f31c13cf0dcf80baf
101	GCF_002810165.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b1673155981675d77ea61734e942eae165f0c7c6ae0dae9606f9fa307f1976fd
102	GCF_003020885.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	7fe50f139543616c2e68e5c4acbfe1e37d8dbec74c6ca1b5d87477b2731c4d6b
103	GCF_019585745.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	96170ed14f46ab4806c877b2e5f20a5fe1dd8d3dbdfa707e042421b79bcabf7c
104	GCF_001519855.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	284caed4752e04d183ba4310ab1f3672c0c1fa8d346bd409b850bc624cb47f34
105	GCF_003361255.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	803b978ac93c487e13b1505ede463e3415d6d700898ac605966d503547e68850
106	GCF_020421595.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	0dccff77fd5bb1124997d06f55910d9e4ed2fc07824a7cdc22ce551b6dfe1de8
107	GCF_020381905.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	a0c4966178840a6cb907bcf5afa6a90baf18fcc3fd9761f74704d994863abbd2
108	GCF_005384845.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	63e99e021f378b358fb8e247664b1e8ffeefe5b88c2fdf4e5816995578b40dea
109	GCF_020553415.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	26af2db73bd92239707f37d553ef426ee3332f2a92e7b1ca7a47c7e2eb40baa0
110	GCF_003981865.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	c06fe853ea012aebffa12f3c093de7c3a118e8dcada992274e2a0f084d535b9f
111	GCF_900482585.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	010855a6fed4d8c62e22321e86dc7243e1342ef2f46b9f54ea110f6b298803e1
112	GCF_002486525.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	9a519fbc6250a7d75926974a1fc1e0a4591b407d32c94987fd1fef4743f6b225
113	GCF_900478915.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b8510f3b70206be7eeba5e0d1bf789e15f59f8fbc3d7c0e99142aaa875ab468a
114	GCF_000457675.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	227b9e67921edd9e71a86d0c5c1b960b5e7f015ece4b7bc819f675a97aaae734
115	GCF_001621575.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	7c1af467061c4dd311de5e8a2043e195d1bdd6d9f947ae4d1b9e6c5ec6c3e302
116	GCF_009789895.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	7dc95e20919e3e63bc3b0f6e29447516a9987d7485f4c6b4f31f962cd0087a05
117	GCF_004566835.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	086f167c76af5198c8fc18865e36dc7e29800b8ae247135e7e515aa7b6627c7d
118	GCF_020023255.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	0be817b337f619735353343d8999cc4ba30262dc4d366196d3b55cf48ee4679b
119	GCF_002194865.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	82178685176ced1ef97b2a609072ab9f6475dc41d693bfba4a44876af6f87305
120	GCF_009882745.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	76e033ef9006ea685f4cf33a34b25db2b126f8044a0dfa0f5e1b0e6c9a0c138a
121	GCF_003302025.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b21d1357eccaed2c2a2f604bcb2338d4192c061b012c8f8c38827e672912397c
122	GCF_002465545.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	5e591d4d4bff9d7cb80fd0e0889ca50a0b66ae76a5cf86c55c6a183add40c3bd
123	GCF_006542825.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	5874e96adbd721335a22593016ba818942ba5227de7037a277a922509d4ad1d0
124	GCF_009931235.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	c416a31b1a1980bc8a34c12b6060475ce5300ac17f95a74a9af1e2ef54373019
125	GCF_000835055.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	50d1a35b2ac0b05f4797af01bb3567a2187b244911e083f3ffaa99d838b42111
126	GCF_003293975.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	284ea6f1ee961b7fc031b23977bba8d8fd6fbf8e34948797c543139dc9f1ac0f
127	GCF_002116465.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	3b5386fbb72e32d337f952b7a077077922fc88c04ec435c55d6e4dd4cf4a1dc2
128	GCF_002228865.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	0528ee532c2117519d1eae1351b5aa98c9483551c14831e1c12387c5940a9874
129	GCF_002486585.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	28dcb1e75876c02e5690a5b68b72104e0d32ed3968a21caf3381c04b1c4dc2db
130	GCF_002244095.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	75883bf25bbaae2d65b0bb68a07ab96c03860e2edb1b4cc38862fcf99d0ee99b
131	GCF_001651605.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	2b4671bc7f597099e67fdd8b6fbe3ecb68d11370614e664cf20fd030947ff56b
132	GCF_019834335.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	fe7ee1aadd2fa48c025513e3f82bc8285e736f2a584fcf12a9634edd3c73d388
133	GCF_001266305.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	e123c0a3616bc59bd73ad0266cfb92bbbfbff58a081e579f0593be3a738b8a19
134	GCF_000357825.2	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	bed06a96c6a5d47a1333c9930ce0036d4d45441ac10a16cf8c820f6a7aa82224
135	GCF_009767495.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	ff655be1ab931a6bc1b8c7a281b2602ba0de2802024af1255896012ffcaa4e09
136	GCF_003988295.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	ee82b00852513592d63179a1d90b789e0db08260e8830638526bf42fd629157f
137	GCF_016404405.2	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	1b9a6b4357f17cb6cc999f003ccd1a8f78bdf39fb2e0bd86470a5658d64a7217
138	GCF_009794305.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	e0345eca3560076c8bb2c3fdf931408f0a1140c35a80afa128d81a3edd539e72
139	GCF_000355215.2	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	5ae4846e25a5699a1b2f8dff106cf2bfd727e8ade5412eb276713cf01a1538fc
140	GCF_001191045.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	93e5a3709749f5ed2cda5f30222663483bdb4618ffa588e2b702a5c6a6e6e1f7
