stage_b_order	accession	source_state	canonical_state	terminal_state	reason	row_sha256
68	GCF_001617565.1	COMPLETE	COMPLETE	VALIDATED	.	0459439cd60e0e7d3e73fe97ce102a2297eb17efe0ceee6c711877d62c111e05
69	GCF_003983415.1	COMPLETE	COMPLETE	VALIDATED	.	449d95a7d2de357972266cbe9ee7d8c3113ae56a5f4ba0aac2703f46b5f103b0
70	GCF_009899475.1	COMPLETE	COMPLETE	VALIDATED	.	367f7b4967c06a9370165a97259a72d68cd22726defdcc7a7b847aee0d099f6b
71	GCF_002511115.1	COMPLETE	COMPLETE	VALIDATED	.	3efd3164daac28aee2ab7be3a99a24c33273d031dd7e413f88f9464b0e697847
72	GCF_001521595.1	COMPLETE	COMPLETE	VALIDATED	.	d0e5ef11c4a20505466bb1114e5dca4fb1f7df8403a017449d187a5525b4049b
73	GCF_019351215.1	COMPLETE	COMPLETE	VALIDATED	.	84d980653f0946b12f20dc895af33931f0272b1769004590c43298e5910ecb86
74	GCF_020731765.1	COMPLETE	COMPLETE	VALIDATED	.	75799afd1c14197bbb51e828a25fa3fa817d0c717896ec1a9611940754f7a876
75	GCF_001577325.1	COMPLETE	COMPLETE	VALIDATED	.	7f00d2b31b0086d7324e2254bb83f8693cee0e8af6d871f33a92fc26a7a8496b
76	GCF_000777675.1	COMPLETE	COMPLETE	VALIDATED	.	793fd40cff8359f6bc78ad30f508f4a2cc00e3aa2981af73fb51c9076237d5fb
77	GCF_002109645.1	COMPLETE	COMPLETE	VALIDATED	.	63300698d4d3dec3b618f00b3e14fcfebcb3121a160e98b1de85ad6aa8de425b
78	GCF_003076715.1	COMPLETE	COMPLETE	VALIDATED	.	770390689980bdb82ba8f132b556a016519ac54178c2d568e83ea6095913cd62
79	GCF_002518465.1	COMPLETE	COMPLETE	VALIDATED	.	e6f2892bdb99a6b516538c089cdcce62a2d62a1dd9e0d9e77781f94ab767ee68
80	GCF_000459215.1	COMPLETE	COMPLETE	VALIDATED	.	f0c42b457ec8b5ecc836a27d51254a7f7ec95a5d11a2e449d3568ac26db1e205
81	GCF_900010055.1	COMPLETE	COMPLETE	VALIDATED	.	35b78aa881416af551b47d2bd6b12f8cc4f3308ed46c69a6688db7145a2b2de1
82	GCF_002769075.1	COMPLETE	COMPLETE	VALIDATED	.	079677982d82bf200f6a0a9c544eec57c568c05af551da40cc4a1d22f4168235
83	GCF_009910015.1	COMPLETE	COMPLETE	VALIDATED	.	74ad1b436fd6de3aefb11d1e22fb74c4d5c5cc2ee06b86ca9143edf90031c584
84	GCF_013370905.1	COMPLETE	COMPLETE	VALIDATED	.	7e846215c7be378a0f63d8e6061245a559973d89fee41e04229218843913d5c3
85	GCF_000619025.1	COMPLETE	COMPLETE	VALIDATED	.	1bfabf96c55375d44f8647002b6287978b74548069a2dac5c049a96c8e13be8a
86	GCF_016404105.1	COMPLETE	COMPLETE	VALIDATED	.	b42cd461814f2d4d2b1708e81120b1941e651364cb3d2873dceea9ca3b4ba671
87	GCF_902859475.1	COMPLETE	COMPLETE	VALIDATED	.	f67f912a50528f3bb61c199bd010716ab923aefd6ced0c9550252fa3b2b189a2
88	GCF_019282095.1	COMPLETE	COMPLETE	VALIDATED	.	7288e317d0e18f1ec69fb560fb795117c2310e6bf97e14d4b27b44a400efa6c9
89	GCF_000326905.1	COMPLETE	COMPLETE	VALIDATED	.	a3cd395d5049da7ce4564a0d48d10c5248ef1a082cf4c883841a7b4091b6ecf7
90	GCF_003357545.1	COMPLETE	COMPLETE	VALIDATED	.	db90516143c5532efd874814f2a1f144fb8e5447478c54d9c47f164e031f80bb
91	GCF_001753505.1	COMPLETE	COMPLETE	VALIDATED	.	5bbff5cfc190bfa2721c4270f99a5b8f58e09a1db69539e71aa15de7688cddde
92	GCF_003292995.1	COMPLETE	COMPLETE	VALIDATED	.	060a5d7331fa3b74d96824c0811152a99158c39a58b780b931f6a0ff93e44f8e
93	GCF_001713625.1	COMPLETE	COMPLETE	VALIDATED	.	016b77d41e1f9883617d8ccf42120a836464905d9538163607aa98284a7590e7
94	GCF_010592655.1	COMPLETE	COMPLETE	VALIDATED	.	ce2a3c2e9861bdca46ae559d2925ccb78a82641b853b2f2c13ef47d62622ec3c
95	GCF_003322245.1	COMPLETE	COMPLETE	VALIDATED	.	584d6863211efc024805e68a5d66e6a3a89a063ff71540d6f2bd4d32d41a2dd5
96	GCF_900490675.1	COMPLETE	COMPLETE	VALIDATED	.	407c427126e65fe8a82df6f97ee051c8512c29416e99342fe310c9c4cf6a8616
97	GCF_017896545.1	COMPLETE	COMPLETE	VALIDATED	.	e4cfc4ad25942d8062854d664e462293a66eb49b85918bb44289105452578a58
98	GCF_900499395.1	COMPLETE	COMPLETE	VALIDATED	.	6deee492fc9bb454fd87f46e6e51892b5185aa72c336224dbdf89b985278f125
99	GCF_019957265.1	COMPLETE	COMPLETE	VALIDATED	.	c62502c0b1e43bfbf834074e11ce40761d127092571709bc3aa8f1440e823344
100	GCF_003730815.1	COMPLETE	COMPLETE	VALIDATED	.	74a37e284ffa5d4bcc5f26a1ec5abf503542c540c404020fc807479b28060abb
