genome_id,source,accession,species,scaffold,prophage_id,begin,end,transposable,taxonomy
1138383.42,BV-BRC,1138383.42,Mycobacterium paraintracellulare,accn|CP118870,accn|CP118870_prophage1,82291,90640,False,Unknown
1185650.1316,BV-BRC,1185650.1316,Mycobacteroides abscessus ATCC 19977,accn|CP125778,accn|CP125778_prophage1,497178,526996,False,Siphoviridae
1185650.1316,BV-BRC,1185650.1316,Mycobacteroides abscessus ATCC 19977,accn|CP125778,accn|CP125778_prophage2,1808872,1818840,False,Siphoviridae
1185650.1316,BV-BRC,1185650.1316,Mycobacteroides abscessus ATCC 19977,accn|CP125778,accn|CP125778_prophage3,1825085,1859702,False,Siphoviridae
1185650.1316,BV-BRC,1185650.1316,Mycobacteroides abscessus ATCC 19977,accn|CP125778,accn|CP125778_prophage4,3555069,3583486,False,Siphoviridae
1185650.1318,BV-BRC,1185650.1318,Mycobacteroides abscessus ATCC 19977,accn|JBLLSM010000002,accn|JBLLSM010000002_prophage1,716486,729143,False,Siphoviridae
1185650.1320,BV-BRC,1185650.1320,Mycobacteroides abscessus ATCC 19977,accn|JBLLSO010000001,accn|JBLLSO010000001_prophage1,85261,97918,False,Siphoviridae
1185650.1321,BV-BRC,1185650.1321,Mycobacteroides abscessus ATCC 19977,accn|JBLLSN010000002,accn|JBLLSN010000002_prophage1,689902,702559,False,Siphoviridae
1185650.1322,BV-BRC,1185650.1322,Mycobacteroides abscessus ATCC 19977,accn|JBLLSP010000001,accn|JBLLSP010000001_prophage1,778749,813390,False,Siphoviridae
1185650.1322,BV-BRC,1185650.1322,Mycobacteroides abscessus ATCC 19977,accn|JBLLSP010000001,accn|JBLLSP010000001_prophage2,819635,829603,False,Siphoviridae
1185650.1323,BV-BRC,1185650.1323,Mycobacteroides abscessus ATCC 19977,accn|JBLLSQ010000001,accn|JBLLSQ010000001_prophage1,462844,472812,False,Siphoviridae
1185650.1323,BV-BRC,1185650.1323,Mycobacteroides abscessus ATCC 19977,accn|JBLLSQ010000001,accn|JBLLSQ010000001_prophage2,479057,513698,False,Siphoviridae
1185650.1324,BV-BRC,1185650.1324,Mycobacteroides abscessus ATCC 19977,accn|JBLLSX010000005,accn|JBLLSX010000005_prophage1,464711,473401,False,Siphoviridae
1185650.1324,BV-BRC,1185650.1324,Mycobacteroides abscessus ATCC 19977,accn|JBLLSX010000005,accn|JBLLSX010000005_prophage2,479259,505712,False,Siphoviridae
1185650.1325,BV-BRC,1185650.1325,Mycobacteroides abscessus ATCC 19977,accn|JBLLSU010000002,accn|JBLLSU010000002_prophage1,462711,472679,False,Siphoviridae
1185650.1325,BV-BRC,1185650.1325,Mycobacteroides abscessus ATCC 19977,accn|JBLLSU010000002,accn|JBLLSU010000002_prophage2,478924,513565,False,Siphoviridae
1185650.1326,BV-BRC,1185650.1326,Mycobacteroides abscessus ATCC 19977,accn|JBLLST010000002,accn|JBLLST010000002_prophage1,462710,472678,False,Siphoviridae
1185650.1326,BV-BRC,1185650.1326,Mycobacteroides abscessus ATCC 19977,accn|JBLLST010000002,accn|JBLLST010000002_prophage2,478923,513564,False,Siphoviridae
1185650.1327,BV-BRC,1185650.1327,Mycobacteroides abscessus ATCC 19977,accn|JBLLSV010000001,accn|JBLLSV010000001_prophage1,2666726,2673476,False,Siphoviridae
1185650.1328,BV-BRC,1185650.1328,Mycobacteroides abscessus ATCC 19977,accn|JBLLSY010000002,accn|JBLLSY010000002_prophage1,1148216,1154966,False,Siphoviridae
1185650.1329,BV-BRC,1185650.1329,Mycobacteroides abscessus ATCC 19977,accn|JBLLSW010000006,accn|JBLLSW010000006_prophage1,1480,27933,False,Siphoviridae
1185650.1329,BV-BRC,1185650.1329,Mycobacteroides abscessus ATCC 19977,accn|JBLLSW010000006,accn|JBLLSW010000006_prophage2,33791,42481,False,Siphoviridae
1185650.1331,BV-BRC,1185650.1331,Mycobacteroides abscessus ATCC 19977,accn|JBLLTA010000014,accn|JBLLTA010000014_prophage1,39,28138,False,Siphoviridae
1185650.1341,BV-BRC,1185650.1341,Mycobacteroides abscessus ATCC 19977,accn|JBLLTO010000005,accn|JBLLTO010000005_prophage1,1342,27795,False,Siphoviridae
1185650.1341,BV-BRC,1185650.1341,Mycobacteroides abscessus ATCC 19977,accn|JBLLTO010000005,accn|JBLLTO010000005_prophage2,33653,42343,False,Siphoviridae
1185650.1341,BV-BRC,1185650.1341,Mycobacteroides abscessus ATCC 19977,accn|JBLLTO010000014,accn|JBLLTO010000014_prophage1,1219,4415,False,Siphoviridae
1185650.1343,BV-BRC,1185650.1343,Mycobacteroides abscessus ATCC 19977,accn|JBLLTI010000013,accn|JBLLTI010000013_prophage1,26350,58315,False,Siphoviridae
1185650.1343,BV-BRC,1185650.1343,Mycobacteroides abscessus ATCC 19977,accn|JBLLTI010000013,accn|JBLLTI010000013_prophage2,61285,73150,False,Siphoviridae
1185650.1343,BV-BRC,1185650.1343,Mycobacteroides abscessus ATCC 19977,accn|JBLLTI010000006,accn|JBLLTI010000006_prophage1,307937,316627,False,Siphoviridae
1185650.1343,BV-BRC,1185650.1343,Mycobacteroides abscessus ATCC 19977,accn|JBLLTI010000006,accn|JBLLTI010000006_prophage2,322485,348938,False,Siphoviridae
1185650.1344,BV-BRC,1185650.1344,Mycobacteroides abscessus ATCC 19977,accn|JBLLTL010000003,accn|JBLLTL010000003_prophage1,1693,28146,False,Siphoviridae
1185650.1344,BV-BRC,1185650.1344,Mycobacteroides abscessus ATCC 19977,accn|JBLLTL010000003,accn|JBLLTL010000003_prophage2,34004,42694,False,Siphoviridae
1185650.1371,BV-BRC,1185650.1371,Mycobacteroides abscessus ATCC 19977,accn|JBLLUO010000005,accn|JBLLUO010000005_prophage1,3605,10355,False,Siphoviridae
1185650.1374,BV-BRC,1185650.1374,Mycobacteroides abscessus ATCC 19977,accn|JBLLUR010000001,accn|JBLLUR010000001_prophage1,512150,540897,False,Siphoviridae
146020.13,BV-BRC,146020.13,Mycolicibacterium brisbanense,accn|JBTGPB010000001,accn|JBTGPB010000001_prophage1,556472,563091,False,Myoviridae
146020.13,BV-BRC,146020.13,Mycolicibacterium brisbanense,accn|JBTGPB010000001,accn|JBTGPB010000001_prophage2,2856453,2911586,False,Siphoviridae
169765.18,BV-BRC,169765.18,Mycobacterium lacus,accn|OY970455,accn|OY970455_prophage1,1522480,1531100,False,Unknown
1764.589,BV-BRC,1764.589,Mycobacterium timonense,accn|AP043788,accn|AP043788_prophage1,1449940,1455369,False,Siphoviridae
1764.589,BV-BRC,1764.589,Mycobacterium timonense,accn|AP043788,accn|AP043788_prophage2,3107936,3111523,False,Siphoviridae
1764.589,BV-BRC,1764.589,Mycobacterium timonense,accn|AP043788,accn|AP043788_prophage3,5173178,5184591,False,Siphoviridae
1766.141,BV-BRC,1766.141,Mycolicibacterium fortuitum subsp. fortuitum,accn|JBLVUS010000001,accn|JBLVUS010000001_prophage1,6509386,6554655,False,Siphoviridae
1766.142,BV-BRC,1766.142,Mycolicibacterium fortuitum subsp. fortuitum,accn|JBLVUR010000003,accn|JBLVUR010000003_prophage1,5092480,5143333,False,Siphoviridae
1766.142,BV-BRC,1766.142,Mycolicibacterium fortuitum subsp. fortuitum,accn|JBLVUR010000003,accn|JBLVUR010000003_prophage2,6548205,6551839,False,Siphoviridae
1766.166,BV-BRC,1766.166,Mycolicibacterium fortuitum subsp. acetamidolyticum ATCC 35931,accn|CBDBSO010000006,accn|CBDBSO010000006_prophage1,766856,834342,False,Siphoviridae
1766.166,BV-BRC,1766.166,Mycolicibacterium fortuitum subsp. acetamidolyticum ATCC 35931,accn|CBDBSO010000006,accn|CBDBSO010000006_prophage2,1247067,1300038,False,Siphoviridae
1767.260,BV-BRC,1767.260,Mycobacterium paraintracellulare,accn|CP162651,accn|CP162651_prophage1,79837,81373,False,Unknown
1767.260,BV-BRC,1767.260,Mycobacterium paraintracellulare,accn|CP162651,accn|CP162651_prophage2,193463,200099,False,Unknown
1767.261,BV-BRC,1767.261,Mycobacterium paraintracellulare,accn|CP162939,accn|CP162939_prophage1,442999,451702,True,Siphoviridae
1767.262,BV-BRC,1767.262,Mycobacterium intracellulare ATCC 13950,accn|CP162917,accn|CP162917_prophage1,125603,133952,False,Unknown
1767.262,BV-BRC,1767.262,Mycobacterium intracellulare ATCC 13950,accn|CP162917,accn|CP162917_prophage2,5110197,5126736,True,Unknown
1768.314,BV-BRC,1768.314,Mycobacterium kansasii ATCC 12478,accn|CP159988,accn|CP159988_prophage1,434931,443869,False,Siphoviridae
1768.314,BV-BRC,1768.314,Mycobacterium kansasii ATCC 12478,accn|CP159988,accn|CP159988_prophage2,2402163,2406270,False,Unknown
1768.314,BV-BRC,1768.314,Mycobacterium kansasii ATCC 12478,accn|CP159988,accn|CP159988_prophage3,4770775,4777661,True,Siphoviridae
1774.147,BV-BRC,1774.147,Mycobacteroides chelonae subsp. gwanakae MOTT36W,accn|JBJIAN010000003,accn|JBJIAN010000003_prophage1,362359,384647,False,Siphoviridae
1774.149,BV-BRC,1774.149,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBLVUP010000001,accn|JBLVUP010000001_prophage1,3205,17780,False,Siphoviridae
1774.149,BV-BRC,1774.149,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBLVUP010000001,accn|JBLVUP010000001_prophage2,4538260,4544339,False,Unknown
1774.149,BV-BRC,1774.149,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBLVUP010000001,accn|JBLVUP010000001_prophage3,4994734,5012887,False,Siphoviridae
1774.149,BV-BRC,1774.149,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBLVUP010000002,accn|JBLVUP010000002_prophage1,2061,33744,False,Siphoviridae
1774.150,BV-BRC,1774.150,Mycobacteroides chelonae CCUG 47445,accn|JBLVUQ010000002,accn|JBLVUQ010000002_prophage1,4930787,4936106,False,Unknown
1774.151,BV-BRC,1774.151,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBLVUV010000003,accn|JBLVUV010000003_prophage1,653,17383,False,Siphoviridae
1774.151,BV-BRC,1774.151,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBLVUV010000003,accn|JBLVUV010000003_prophage2,2271585,2308293,False,Siphoviridae
1774.151,BV-BRC,1774.151,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBLVUV010000003,accn|JBLVUV010000003_prophage3,5089942,5093798,False,Siphoviridae
1774.151,BV-BRC,1774.151,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBLVUV010000001,accn|JBLVUV010000001_prophage1,2568,39266,False,Siphoviridae
1774.155,BV-BRC,1774.155,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBEFSQ010000001,accn|JBEFSQ010000001_prophage1,589510,601766,False,Siphoviridae
1774.155,BV-BRC,1774.155,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBEFSQ010000002,accn|JBEFSQ010000002_prophage1,406477,431505,False,Siphoviridae
1774.156,BV-BRC,1774.156,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBEFSR010000004,accn|JBEFSR010000004_prophage1,180561,192817,False,Siphoviridae
1774.156,BV-BRC,1774.156,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBEFSR010000003,accn|JBEFSR010000003_prophage1,202544,227572,False,Siphoviridae
1774.157,BV-BRC,1774.157,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBEFSS010000001,accn|JBEFSS010000001_prophage1,589510,601766,False,Siphoviridae
1774.157,BV-BRC,1774.157,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JBEFSS010000002,accn|JBEFSS010000002_prophage1,538568,563596,False,Siphoviridae
1774.159,BV-BRC,1774.159,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|AP043661,accn|AP043661_prophage1,3416648,3454114,False,Siphoviridae
1774.164,BV-BRC,1774.164,Mycobacteroides chelonae subsp. bovistauri QIA-37,accn|JAWZTX010000003,accn|JAWZTX010000003_prophage1,657083,678331,True,Unknown
1781.342,BV-BRC,1781.342,Mycobacterium marinum,accn|CP129323,accn|CP129323_prophage1,3263819,3304257,True,Unknown
1781.342,BV-BRC,1781.342,Mycobacterium marinum,accn|CP129323,accn|CP129323_prophage2,4273866,4319699,False,Siphoviridae
1781.342,BV-BRC,1781.342,Mycobacterium marinum,accn|CP129323,accn|CP129323_prophage3,4635159,4681113,False,Siphoviridae
1781.342,BV-BRC,1781.342,Mycobacterium marinum,accn|CP129323,accn|CP129323_prophage4,5277602,5282807,True,Unknown
1785.630,BV-BRC,1785.630,Mycolicibacterium frederiksbergense,accn|OZ245772,accn|OZ245772_prophage1,4038035,4040003,False,Unknown
1785.630,BV-BRC,1785.630,Mycolicibacterium frederiksbergense,accn|OZ245772,accn|OZ245772_prophage2,4374767,4423398,False,Siphoviridae
1796.26,BV-BRC,1796.26,Mycolicibacterium senegalense,accn|JBLVUO010000001,accn|JBLVUO010000001_prophage1,499098,530780,False,Siphoviridae
1796.26,BV-BRC,1796.26,Mycolicibacterium senegalense,accn|JBLVUO010000001,accn|JBLVUO010000001_prophage2,536273,544365,False,Siphoviridae
1796.26,BV-BRC,1796.26,Mycolicibacterium senegalense,accn|JBLVUO010000001,accn|JBLVUO010000001_prophage3,4452885,4457229,False,Myoviridae
1796.26,BV-BRC,1796.26,Mycolicibacterium senegalense,accn|JBLVUO010000002,accn|JBLVUO010000002_prophage1,306544,315726,False,Unknown
1799.15,BV-BRC,1799.15,Mycolicibacterium sp.,accn|CP192571,accn|CP192571_prophage1,3505376,3513964,True,Unknown
1804.15,BV-BRC,1804.15,Mycolicibacterium gilvum,accn|JBQZRH010000002,accn|JBQZRH010000002_prophage1,54968,69225,True,Unknown
1804.15,BV-BRC,1804.15,Mycolicibacterium gilvum,accn|CM127516,accn|CM127516_prophage1,2028076,2062466,False,Siphoviridae
1804.15,BV-BRC,1804.15,Mycolicibacterium gilvum,accn|CM127516,accn|CM127516_prophage2,2126032,2137476,True,Siphoviridae
1804.15,BV-BRC,1804.15,Mycolicibacterium gilvum,accn|CM127516,accn|CM127516_prophage3,2529069,2538597,True,Unknown
1804.15,BV-BRC,1804.15,Mycolicibacterium gilvum,accn|CM127516,accn|CM127516_prophage4,4335375,4342254,True,Unknown
1804.15,BV-BRC,1804.15,Mycolicibacterium gilvum,accn|CM127516,accn|CM127516_prophage5,4741678,4769838,True,Myoviridae
1804.16,BV-BRC,1804.16,Mycolicibacterium gilvum,accn|CM127517,accn|CM127517_prophage1,1560482,1569730,True,Unknown
1804.16,BV-BRC,1804.16,Mycolicibacterium gilvum,accn|CM127517,accn|CM127517_prophage2,2218151,2239215,True,Siphoviridae
1804.16,BV-BRC,1804.16,Mycolicibacterium gilvum,accn|CM127517,accn|CM127517_prophage3,3289775,3310203,True,Siphoviridae
1804.16,BV-BRC,1804.16,Mycolicibacterium gilvum,accn|CM127517,accn|CM127517_prophage4,4213774,4229841,True,Myoviridae
1804.16,BV-BRC,1804.16,Mycolicibacterium gilvum,accn|CM127517,accn|CM127517_prophage5,5416291,5427702,True,Siphoviridae
1804.16,BV-BRC,1804.16,Mycolicibacterium gilvum,accn|CM127517,accn|CM127517_prophage6,5460443,5465740,True,Siphoviridae
1804.16,BV-BRC,1804.16,Mycolicibacterium gilvum,accn|CM127517,accn|CM127517_prophage7,5481721,5487026,False,Unknown
1804.16,BV-BRC,1804.16,Mycolicibacterium gilvum,accn|JBQZRI010000002,accn|JBQZRI010000002_prophage1,231460,247697,True,Siphoviridae
1807.23,BV-BRC,1807.23,Mycolicibacterium obuense,accn|AP043663,accn|AP043663_prophage1,433924,447305,False,Myoviridae
1807.23,BV-BRC,1807.23,Mycolicibacterium obuense,accn|AP043663,accn|AP043663_prophage2,4926360,4958656,False,Siphoviridae
1807.24,BV-BRC,1807.24,Mycolicibacterium obuense,accn|AP043662,accn|AP043662_prophage1,12935,28356,True,Unknown
1807.24,BV-BRC,1807.24,Mycolicibacterium obuense,accn|AP043662,accn|AP043662_prophage2,5114180,5168624,True,Siphoviridae
1962118.471,BV-BRC,1962118.471,Mycobacteroides abscessus subsp. massiliense CIP 108297,accn|CP139869,accn|CP139869_prophage1,1100700,1134046,False,Siphoviridae
1962118.472,BV-BRC,1962118.472,Mycobacteroides abscessus subsp. massiliense CIP 108297,accn|CP139870,accn|CP139870_prophage1,1099997,1135187,False,Siphoviridae
1962118.473,BV-BRC,1962118.473,Mycobacteroides abscessus subsp. massiliense CIP 108297,accn|CP139871,accn|CP139871_prophage1,1098825,1134015,False,Siphoviridae
1962118.474,BV-BRC,1962118.474,Mycobacteroides abscessus subsp. massiliense CIP 108297,accn|CP139872,accn|CP139872_prophage1,1099740,1134930,False,Siphoviridae
1962118.475,BV-BRC,1962118.475,Mycobacteroides abscessus subsp. massiliense CIP 108297,accn|JBLLSR010000004,accn|JBLLSR010000004_prophage1,4310,10883,False,Siphoviridae
1962118.475,BV-BRC,1962118.475,Mycobacteroides abscessus subsp. massiliense CIP 108297,accn|JBLLSR010000008,accn|JBLLSR010000008_prophage1,4994,46020,False,Siphoviridae
1962118.475,BV-BRC,1962118.475,Mycobacteroides abscessus subsp. massiliense CIP 108297,accn|JBLLSR010000002,accn|JBLLSR010000002_prophage1,873895,902113,False,Siphoviridae
1962118.476,BV-BRC,1962118.476,Mycobacteroides abscessus subsp. massiliense CIP 108297,accn|JBLLSS010000009,accn|JBLLSS010000009_prophage1,135318,176344,False,Siphoviridae
280871.16,BV-BRC,280871.16,Mycolicibacterium llatzerense,accn|LXOV01000014,accn|LXOV01000014_prophage1,84077,91116,False,Siphoviridae
280871.16,BV-BRC,280871.16,Mycolicibacterium llatzerense,accn|LXOV01000017,accn|LXOV01000017_prophage1,2077,32885,False,Siphoviridae
280871.16,BV-BRC,280871.16,Mycolicibacterium llatzerense,accn|LXOV01000012,accn|LXOV01000012_prophage1,801834,807918,False,Myoviridae
280871.16,BV-BRC,280871.16,Mycolicibacterium llatzerense,accn|LXOV01000016,accn|LXOV01000016_prophage1,2553,13281,True,Siphoviridae
280871.16,BV-BRC,280871.16,Mycolicibacterium llatzerense,accn|LXOV01000001,accn|LXOV01000001_prophage1,7037,100749,True,Siphoviridae
280871.16,BV-BRC,280871.16,Mycolicibacterium llatzerense,accn|LXOV01000001,accn|LXOV01000001_prophage2,110289,120946,False,Siphoviridae
280871.16,BV-BRC,280871.16,Mycolicibacterium llatzerense,accn|LXOV01000001,accn|LXOV01000001_prophage3,411437,421830,True,Unknown
2857058.4,BV-BRC,2857058.4,Mycobacterium sp.,accn|CP079864,accn|CP079864_prophage1,969,19275,False,Siphoviridae
2857058.4,BV-BRC,2857058.4,Mycobacterium sp.,accn|CP079864,accn|CP079864_prophage2,25327,33777,False,Siphoviridae
2857058.4,BV-BRC,2857058.4,Mycobacterium sp.,accn|CP079864,accn|CP079864_prophage3,38887,44626,False,Siphoviridae
2857058.4,BV-BRC,2857058.4,Mycobacterium sp.,accn|CP079863,accn|CP079863_prophage1,5532,7552,False,Siphoviridae
2857058.4,BV-BRC,2857058.4,Mycobacterium sp.,accn|CP079863,accn|CP079863_prophage2,2507436,2517499,False,Siphoviridae
2857058.4,BV-BRC,2857058.4,Mycobacterium sp.,accn|CP079863,accn|CP079863_prophage3,3319753,3336109,True,Myoviridae
2857058.4,BV-BRC,2857058.4,Mycobacterium sp.,accn|CP079863,accn|CP079863_prophage4,5944697,5972986,False,Siphoviridae
2857058.5,BV-BRC,2857058.5,Mycobacterium sp.,accn|CP079864,accn|CP079864_prophage1,969,19275,False,Siphoviridae
2857058.5,BV-BRC,2857058.5,Mycobacterium sp.,accn|CP079864,accn|CP079864_prophage2,25327,33777,False,Siphoviridae
2857058.5,BV-BRC,2857058.5,Mycobacterium sp.,accn|CP079864,accn|CP079864_prophage3,38887,44626,False,Siphoviridae
2857058.5,BV-BRC,2857058.5,Mycobacterium sp.,accn|CP079863,accn|CP079863_prophage1,5532,7552,False,Siphoviridae
2857058.5,BV-BRC,2857058.5,Mycobacterium sp.,accn|CP079863,accn|CP079863_prophage2,2507436,2517499,False,Siphoviridae
2857058.5,BV-BRC,2857058.5,Mycobacterium sp.,accn|CP079863,accn|CP079863_prophage3,3319753,3336109,True,Myoviridae
2857058.5,BV-BRC,2857058.5,Mycobacterium sp.,accn|CP079863,accn|CP079863_prophage4,5944697,5972986,False,Siphoviridae
2857058.6,BV-BRC,2857058.6,Mycobacterium sp.,accn|CP079864,accn|CP079864_prophage1,969,19275,False,Siphoviridae
2857058.6,BV-BRC,2857058.6,Mycobacterium sp.,accn|CP079864,accn|CP079864_prophage2,25327,33777,False,Siphoviridae
2857058.6,BV-BRC,2857058.6,Mycobacterium sp.,accn|CP079864,accn|CP079864_prophage3,38887,44626,False,Siphoviridae
2857058.6,BV-BRC,2857058.6,Mycobacterium sp.,accn|CP079863,accn|CP079863_prophage1,5532,7552,False,Siphoviridae
2857058.6,BV-BRC,2857058.6,Mycobacterium sp.,accn|CP079863,accn|CP079863_prophage2,2507436,2517499,False,Siphoviridae
2857058.6,BV-BRC,2857058.6,Mycobacterium sp.,accn|CP079863,accn|CP079863_prophage3,3319753,3336109,True,Myoviridae
2857058.6,BV-BRC,2857058.6,Mycobacterium sp.,accn|CP079863,accn|CP079863_prophage4,5944697,5972986,False,Siphoviridae
2857059.4,BV-BRC,2857059.4,Mycolicibacterium sp.,accn|CP079869,accn|CP079869_prophage1,747814,772043,False,Myoviridae / Siphoviridae
2857059.4,BV-BRC,2857059.4,Mycolicibacterium sp.,accn|CP079869,accn|CP079869_prophage2,1646843,1649150,False,Unknown
2857059.4,BV-BRC,2857059.4,Mycolicibacterium sp.,accn|CP079869,accn|CP079869_prophage3,1671663,1698340,False,Siphoviridae
2857059.4,BV-BRC,2857059.4,Mycolicibacterium sp.,accn|CP079869,accn|CP079869_prophage4,3632634,3640303,False,Unknown
2857059.5,BV-BRC,2857059.5,Mycolicibacterium sp.,accn|CP079869,accn|CP079869_prophage1,747814,772043,False,Myoviridae / Siphoviridae
2857059.5,BV-BRC,2857059.5,Mycolicibacterium sp.,accn|CP079869,accn|CP079869_prophage2,1646843,1649150,False,Unknown
2857059.5,BV-BRC,2857059.5,Mycolicibacterium sp.,accn|CP079869,accn|CP079869_prophage3,1671663,1698340,False,Siphoviridae
2857059.5,BV-BRC,2857059.5,Mycolicibacterium sp.,accn|CP079869,accn|CP079869_prophage4,3632634,3640303,False,Unknown
2857059.6,BV-BRC,2857059.6,Mycolicibacterium sp.,accn|CP079869,accn|CP079869_prophage1,747814,772043,False,Myoviridae / Siphoviridae
2857059.6,BV-BRC,2857059.6,Mycolicibacterium sp.,accn|CP079869,accn|CP079869_prophage2,1646843,1649150,False,Unknown
2857059.6,BV-BRC,2857059.6,Mycolicibacterium sp.,accn|CP079869,accn|CP079869_prophage3,1671663,1698340,False,Siphoviridae
2857059.6,BV-BRC,2857059.6,Mycolicibacterium sp.,accn|CP079869,accn|CP079869_prophage4,3632634,3640303,False,Unknown
2857060.4,BV-BRC,2857060.4,Mycolicibacterium sp.,accn|CP079865,accn|CP079865_prophage1,46881,60963,True,Siphoviridae
2857060.4,BV-BRC,2857060.4,Mycolicibacterium sp.,accn|CP079865,accn|CP079865_prophage2,1570926,1577078,True,Unknown
2857060.4,BV-BRC,2857060.4,Mycolicibacterium sp.,accn|CP079865,accn|CP079865_prophage3,2517586,2535579,False,Siphoviridae
2857060.4,BV-BRC,2857060.4,Mycolicibacterium sp.,accn|CP079865,accn|CP079865_prophage4,2886392,2892744,True,Unknown
2857060.4,BV-BRC,2857060.4,Mycolicibacterium sp.,accn|CP079865,accn|CP079865_prophage5,2940171,2943899,True,Unknown
2857060.4,BV-BRC,2857060.4,Mycolicibacterium sp.,accn|CP079865,accn|CP079865_prophage6,4114846,4146249,True,Siphoviridae
2857060.4,BV-BRC,2857060.4,Mycolicibacterium sp.,accn|CP079865,accn|CP079865_prophage7,4599388,4606554,False,Siphoviridae
2857060.4,BV-BRC,2857060.4,Mycolicibacterium sp.,accn|CP079865,accn|CP079865_prophage8,5706898,5725846,True,Siphoviridae
