genome_id,source,accession,species,has_phigaro_result,prophage_count
3023370.6,BV-BRC,3023370.6,Mycobacterium antarcticum,True,1
3023370.7,BV-BRC,3023370.7,Mycobacterium antarcticum,True,1
3025189.5,BV-BRC,3025189.5,Mycobacterium polyniensis,True,2
3056937.4,BV-BRC,3056937.4,Mycolicibacterium sp.,True,1
3056937.5,BV-BRC,3056937.5,Mycolicibacterium sp.,True,1
3056937.6,BV-BRC,3056937.6,Mycolicibacterium sp.,True,1
3064284.3,BV-BRC,3064284.3,Mycolicibacterium sp.,True,3
3064284.4,BV-BRC,3064284.4,Mycolicibacterium sp.,True,3
3064284.5,BV-BRC,3064284.5,Mycolicibacterium sp.,True,3
3064286.3,BV-BRC,3064286.3,Mycolicibacterium sp.,True,2
3064286.4,BV-BRC,3064286.4,Mycolicibacterium sp.,True,2
3064286.5,BV-BRC,3064286.5,Mycolicibacterium sp.,True,2
3064287.3,BV-BRC,3064287.3,Mycolicibacter sp.,True,0
3064287.4,BV-BRC,3064287.4,Mycolicibacter sp.,True,0
3064287.5,BV-BRC,3064287.5,Mycolicibacter sp.,True,0
3064288.3,BV-BRC,3064288.3,Mycolicibacter sp.,True,2
3064288.4,BV-BRC,3064288.4,Mycolicibacter sp.,True,2
3064288.5,BV-BRC,3064288.5,Mycolicibacter sp.,True,2
3073562.3,BV-BRC,3073562.3,Mycobacterium pumcae,True,1
3073562.4,BV-BRC,3073562.4,Mycobacterium pumcae,True,1
3122055.3,BV-BRC,3122055.3,Mycolicibacterium sp.,True,0
3145017.3,BV-BRC,3145017.3,Mycolicibacterium sp.,True,0
3145017.4,BV-BRC,3145017.4,Mycolicibacterium sp.,True,0
3145017.5,BV-BRC,3145017.5,Mycolicibacterium sp.,True,0
3289775.3,BV-BRC,3289775.3,Mycobacterium hainanense,True,0
3317307.3,BV-BRC,3317307.3,Mycolicibacterium aurantiacum,True,1
3364295.3,BV-BRC,3364295.3,Mycobacterium gallinarum,True,1
3376069.3,BV-BRC,3376069.3,Mycolicibacterium neoaurum,True,0
3378087.3,BV-BRC,3378087.3,Mycobacterium sp.,True,2
3385967.3,BV-BRC,3385967.3,Mycolicibacterium phocaicum,True,6
3385967.4,BV-BRC,3385967.4,Mycolicibacterium phocaicum,True,6
3385968.3,BV-BRC,3385968.3,Mycolicibacter sp.,True,0
3385968.4,BV-BRC,3385968.4,Mycolicibacter sp.,True,0
3385969.3,BV-BRC,3385969.3,Mycolicibacter virginiensis,True,1
3385969.4,BV-BRC,3385969.4,Mycolicibacter virginiensis,True,1
3391399.3,BV-BRC,3391399.3,Mycolicibacterium llatzerense,True,1
3400424.3,BV-BRC,3400424.3,Mycobacterium pumcae,True,6
3400425.3,BV-BRC,3400425.3,Mycolicibacterium septicum DSM 44393,True,0
3400426.3,BV-BRC,3400426.3,Mycolicibacterium sp.,True,5
36809.1188,BV-BRC,36809.1188,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
36809.1189,BV-BRC,36809.1189,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
36809.1190,BV-BRC,36809.1190,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
36809.1191,BV-BRC,36809.1191,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
36809.1192,BV-BRC,36809.1192,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
36809.1193,BV-BRC,36809.1193,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
36809.1194,BV-BRC,36809.1194,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,4
36809.1393,BV-BRC,36809.1393,Mycobacteroides abscessus ATCC 19977,True,2
36809.1394,BV-BRC,36809.1394,Mycobacteroides abscessus ATCC 19977,True,4
36809.1937,BV-BRC,36809.1937,Mycobacteroides abscessus ATCC 19977,True,1
36809.1938,BV-BRC,36809.1938,Mycobacteroides abscessus ATCC 19977,True,1
36809.1939,BV-BRC,36809.1939,Mycobacteroides abscessus ATCC 19977,True,1
36809.1940,BV-BRC,36809.1940,Mycobacteroides abscessus ATCC 19977,True,1
36809.1941,BV-BRC,36809.1941,Mycobacteroides abscessus ATCC 19977,True,1
36809.1942,BV-BRC,36809.1942,Mycobacteroides abscessus ATCC 19977,True,3
36809.1943,BV-BRC,36809.1943,Mycobacteroides abscessus ATCC 19977,True,3
36809.1944,BV-BRC,36809.1944,Mycobacteroides abscessus ATCC 19977,True,3
36809.1945,BV-BRC,36809.1945,Mycobacteroides abscessus ATCC 19977,True,3
36809.1946,BV-BRC,36809.1946,Mycobacteroides abscessus ATCC 19977,True,3
36809.1947,BV-BRC,36809.1947,Mycobacteroides abscessus ATCC 19977,True,0
36809.1948,BV-BRC,36809.1948,Mycobacteroides abscessus ATCC 19977,True,0
36809.1950,BV-BRC,36809.1950,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,1
36809.1951,BV-BRC,36809.1951,Mycobacteroides abscessus ATCC 19977,True,2
36809.1953,BV-BRC,36809.1953,Mycobacteroides abscessus ATCC 19977,True,3
36809.1954,BV-BRC,36809.1954,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,1
36809.1957,BV-BRC,36809.1957,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
36809.1960,BV-BRC,36809.1960,Mycobacteroides abscessus ATCC 19977,True,3
36809.1962,BV-BRC,36809.1962,Mycobacteroides abscessus ATCC 19977,True,2
36809.1964,BV-BRC,36809.1964,Mycobacteroides abscessus ATCC 19977,True,1
36809.1967,BV-BRC,36809.1967,Mycobacteroides abscessus ATCC 19977,True,3
36809.1969,BV-BRC,36809.1969,Mycobacteroides abscessus ATCC 19977,True,0
36809.1970,BV-BRC,36809.1970,Mycobacteroides abscessus ATCC 19977,True,1
36809.1971,BV-BRC,36809.1971,Mycobacteroides abscessus ATCC 19977,True,2
36809.1974,BV-BRC,36809.1974,Mycobacteroides abscessus ATCC 19977,True,3
36809.1976,BV-BRC,36809.1976,Mycobacteroides abscessus ATCC 19977,True,0
36809.1978,BV-BRC,36809.1978,Mycobacteroides abscessus ATCC 19977,True,2
36809.1979,BV-BRC,36809.1979,Mycobacteroides abscessus ATCC 19977,True,1
36809.1980,BV-BRC,36809.1980,Mycobacteroides abscessus ATCC 19977,True,3
36809.1981,BV-BRC,36809.1981,Mycobacteroides abscessus ATCC 19977,True,2
36809.1982,BV-BRC,36809.1982,Mycobacteroides abscessus ATCC 19977,True,3
36809.1983,BV-BRC,36809.1983,Mycobacteroides abscessus ATCC 19977,True,2
36809.1984,BV-BRC,36809.1984,Mycobacteroides abscessus ATCC 19977,True,1
36809.1985,BV-BRC,36809.1985,Mycobacteroides abscessus ATCC 19977,True,1
36809.1990,BV-BRC,36809.1990,Mycobacteroides abscessus ATCC 19977,True,0
36809.2000,BV-BRC,36809.2000,Mycobacteroides abscessus ATCC 19977,True,0
36809.2001,BV-BRC,36809.2001,Mycobacteroides abscessus ATCC 19977,True,0
36809.2002,BV-BRC,36809.2002,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,3
36809.2012,BV-BRC,36809.2012,Mycobacteroides abscessus ATCC 19977,True,1
36809.2013,BV-BRC,36809.2013,Mycobacteroides abscessus ATCC 19977,True,1
36809.2017,BV-BRC,36809.2017,Mycobacteroides abscessus ATCC 19977,True,3
36809.2025,BV-BRC,36809.2025,Mycobacteroides abscessus ATCC 19977,True,1
36809.2030,BV-BRC,36809.2030,Mycobacteroides abscessus ATCC 19977,True,1
36809.2032,BV-BRC,36809.2032,Mycobacteroides abscessus ATCC 19977,True,3
36809.2034,BV-BRC,36809.2034,Mycobacteroides abscessus ATCC 19977,True,3
36809.2040,BV-BRC,36809.2040,Mycobacteroides abscessus ATCC 19977,True,2
36809.2042,BV-BRC,36809.2042,Mycobacteroides abscessus ATCC 19977,True,2
36809.793,BV-BRC,36809.793,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,1
36809.796,BV-BRC,36809.796,Mycobacteroides abscessus ATCC 19977,True,3
36809.799,BV-BRC,36809.799,Mycobacteroides abscessus ATCC 19977,True,1
36809.805,BV-BRC,36809.805,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,1
36809.809,BV-BRC,36809.809,Mycobacteroides abscessus ATCC 19977,True,1
36809.812,BV-BRC,36809.812,Mycobacteroides abscessus ATCC 19977,True,2
36809.816,BV-BRC,36809.816,Mycobacteroides abscessus ATCC 19977,True,2
36809.818,BV-BRC,36809.818,Mycobacteroides abscessus ATCC 19977,True,1
36809.819,BV-BRC,36809.819,Mycobacteroides abscessus ATCC 19977,True,1
36809.821,BV-BRC,36809.821,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,4
36809.823,BV-BRC,36809.823,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,2
36809.824,BV-BRC,36809.824,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,6
36809.826,BV-BRC,36809.826,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,5
36809.827,BV-BRC,36809.827,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,1
36809.829,BV-BRC,36809.829,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,1
39692.23,BV-BRC,39692.23,Mycolicibacterium parafortuitum,True,1
39695.15,BV-BRC,39695.15,Mycolicibacterium tokaiense,True,0
43304.22,BV-BRC,43304.22,Mycolicibacterium peregrinum,True,4
43304.23,BV-BRC,43304.23,Mycolicibacterium peregrinum,True,3
43304.25,BV-BRC,43304.25,Mycolicibacterium peregrinum,True,3
439334.700,BV-BRC,439334.700,Mycobacterium timonense,True,3
439334.701,BV-BRC,439334.701,Mycobacterium avium subsp. avium,True,1
439334.702,BV-BRC,439334.702,Mycobacterium avium subsp. avium,True,6
439334.703,BV-BRC,439334.703,Mycobacterium avium subsp. avium,True,2
439334.709,BV-BRC,439334.709,Mycobacterium avium subsp. avium,True,4
439334.710,BV-BRC,439334.710,Mycobacterium timonense,True,0
439334.711,BV-BRC,439334.711,Mycobacterium timonense,True,0
439334.713,BV-BRC,439334.713,Mycobacterium timonense,True,0
44282.4,BV-BRC,44282.4,Mycobacterium avium subsp. silvaticum ATCC 49884,True,1
486698.25,BV-BRC,486698.25,Mycobacterium riyadhense,True,2
49897.13,BV-BRC,49897.13,Mycolicibacterium hodleri,True,3
81858.19,BV-BRC,81858.19,Mycolicibacterium elephantis,True,1
98668.17,BV-BRC,98668.17,Mycolicibacterium septicum DSM 44393,True,1
98668.18,BV-BRC,98668.18,Mycolicibacterium septicum DSM 44393,True,1
98668.19,BV-BRC,98668.19,Mycolicibacterium septicum DSM 44393,True,1
98668.20,BV-BRC,98668.20,Mycolicibacterium septicum DSM 44393,True,1
98668.22,BV-BRC,98668.22,Mycolicibacterium septicum DSM 44393,True,1
98668.23,BV-BRC,98668.23,Mycolicibacterium septicum DSM 44393,True,1
98668.24,BV-BRC,98668.24,Mycolicibacterium septicum DSM 44393,True,1
98668.25,BV-BRC,98668.25,Mycolicibacterium septicum DSM 44393,True,1
98668.27,BV-BRC,98668.27,Mycolicibacterium septicum DSM 44393,True,1
98668.28,BV-BRC,98668.28,Mycolicibacterium septicum DSM 44393,True,1
98668.29,BV-BRC,98668.29,Mycolicibacterium septicum DSM 44393,True,1
98668.30,BV-BRC,98668.30,Mycolicibacterium septicum DSM 44393,True,1
98668.32,BV-BRC,98668.32,Mycolicibacterium septicum DSM 44393,True,1
98668.33,BV-BRC,98668.33,Mycolicibacterium septicum DSM 44393,True,1
98668.34,BV-BRC,98668.34,Mycolicibacterium septicum DSM 44393,True,1
98668.35,BV-BRC,98668.35,Mycolicibacterium septicum DSM 44393,True,1
DRR015955,ASSEMBLY,DRR015955,Mycolicibacterium peregrinum,True,2
DRR015956,ASSEMBLY,DRR015956,Mycobacterium paragordonae,True,3
DRR015957,ASSEMBLY,DRR015957,Mycobacterium szulgai,True,3
DRR015958,ASSEMBLY,DRR015958,Mycolicibacterium fortuitum subsp. fortuitum,True,0
DRR015959,ASSEMBLY,DRR015959,Mycobacteroides chelonae CCUG 47445,True,1
DRR015960,ASSEMBLY,DRR015960,Mycobacteroides abscessus ATCC 19977,True,3
DRR015961,ASSEMBLY,DRR015961,Mycolicibacterium vaccae 95051,True,0
DRR015962,ASSEMBLY,DRR015962,Mycobacterium neumannii,True,0
DRR015963,ASSEMBLY,DRR015963,Mycolicibacterium vaccae 95051,True,1
DRR016022,ASSEMBLY,DRR016022,Mycobacterium branderi,True,1
DRR016023,ASSEMBLY,DRR016023,Mycobacteroides chelonae subsp. bovistauri QIA-37,True,1
DRR016024,ASSEMBLY,DRR016024,Mycolicibacterium fortuitum subsp. fortuitum,True,3
DRR016025,ASSEMBLY,DRR016025,Mycobacterium sp.,True,1
DRR016026,ASSEMBLY,DRR016026,Mycobacterium lentiflavum,True,1
DRR016027,ASSEMBLY,DRR016027,Mycobacterium pseudoshottsii JCM 15466,True,1
DRR016028,ASSEMBLY,DRR016028,Mycolicibacterium mucogenicum,True,4
DRR016029,ASSEMBLY,DRR016029,Mycobacterium paraffinicum,True,1
DRR016030,ASSEMBLY,DRR016030,Mycolicibacterium senegalense,True,1
DRR016031,ASSEMBLY,DRR016031,Mycolicibacterium neoaurum,True,0
DRR016032,ASSEMBLY,DRR016032,Mycobacterium avium subsp. hominissuis ATCC 700898,True,0
DRR016043,ASSEMBLY,DRR016043,Mycobacterium shunyiense,True,0
DRR016044,ASSEMBLY,DRR016044,Mycobacterium avium subsp. avium,True,0
DRR016045,ASSEMBLY,DRR016045,Mycobacterium kansasii ATCC 12478,True,2
DRR016046,ASSEMBLY,DRR016046,Mycobacterium malmoense,True,0
DRR016047,ASSEMBLY,DRR016047,Mycobacteroides abscessus ATCC 19977,True,3
DRR016048,ASSEMBLY,DRR016048,Mycolicibacterium peregrinum,True,1
DRR016050,ASSEMBLY,DRR016050,Mycolicibacterium peregrinum,True,1
DRR016055,ASSEMBLY,DRR016055,Mycobacterium kansasii ATCC 12478,True,1
DRR055408,ASSEMBLY,DRR055408,Mycolicibacterium fortuitum subsp. acetamidolyticum ATCC 35931,True,1
DRR055409,ASSEMBLY,DRR055409,Mycolicibacterium novocastrense,True,1
DRR055410,ASSEMBLY,DRR055410,Mycolicibacterium thermoresistibile,True,1
DRR064046,ASSEMBLY,DRR064046,Mycolicibacterium chlorophenolicum,True,0
DRR064047,ASSEMBLY,DRR064047,Mycolicibacterium chlorophenolicum,True,0
DRR064048,ASSEMBLY,DRR064048,Mycolicibacterium chlorophenolicum,True,0
DRR120853,ASSEMBLY,DRR120853,Mycobacterium avium subsp. avium,True,1
DRR161184,ASSEMBLY,DRR161184,Mycolicibacterium parafortuitum,True,0
DRR161185,ASSEMBLY,DRR161185,Mycolicibacterium pulveris,True,1
DRR161186,ASSEMBLY,DRR161186,Mycolicibacterium tokaiense,True,1
DRR161187,ASSEMBLY,DRR161187,Mycolicibacterium moriokaense,True,1
DRR161188,ASSEMBLY,DRR161188,Mycolicibacterium aichiense,True,1
DRR161189,ASSEMBLY,DRR161189,Mycolicibacterium agri,True,1
DRR161191,ASSEMBLY,DRR161191,Mycolicibacterium duvalii,True,1
DRR161195,ASSEMBLY,DRR161195,Mycolicibacterium alvei,True,3
DRR161196,ASSEMBLY,DRR161196,Mycolicibacterium mageritense,True,0
DRR161197,ASSEMBLY,DRR161197,Mycobacterium simiae,True,0
DRR161198,ASSEMBLY,DRR161198,Mycolicibacterium chitae,True,0
DRR161199,ASSEMBLY,DRR161199,Mycobacterium cookii,True,1
DRR161201,ASSEMBLY,DRR161201,Mycolicibacterium poriferae,True,0
DRR161203,ASSEMBLY,DRR161203,Mycobacterium branderi,True,1
DRR161204,ASSEMBLY,DRR161204,Mycolicibacterium gadium,True,0
DRR161205,ASSEMBLY,DRR161205,Mycobacterium saskatchewanense,True,0
DRR161206,ASSEMBLY,DRR161206,Mycolicibacterium psychrotolerans,True,1
DRR161207,ASSEMBLY,DRR161207,Mycolicibacterium tokaiense,True,0
DRR161209,ASSEMBLY,DRR161209,Mycobacterium kubicae,True,2
DRR161210,ASSEMBLY,DRR161210,Mycolicibacterium madagascariense,True,0
DRR161211,ASSEMBLY,DRR161211,Mycolicibacterium confluentis,True,0
DRR161213,ASSEMBLY,DRR161213,Mycobacterium conspicuum,True,0
DRR161214,ASSEMBLY,DRR161214,Mycobacterium florentinum,True,0
DRR161215,ASSEMBLY,DRR161215,Mycobacterium parmense,True,1
DRR161216,ASSEMBLY,DRR161216,Mycobacterium heidelbergense,True,0
DRR161217,ASSEMBLY,DRR161217,Mycolicibacterium aubagnense,True,1
DRR161218,ASSEMBLY,DRR161218,Mycolicibacterium phocaicum,True,2
DRR161219,ASSEMBLY,DRR161219,Mycolicibacterium boenickei,True,0
DRR161220,ASSEMBLY,DRR161220,Mycobacterium lacus,True,0
DRR161221,ASSEMBLY,DRR161221,Mycolicibacterium monacense,True,1
DRR161223,ASSEMBLY,DRR161223,Mycobacterium seoulense,True,0
DRR161225,ASSEMBLY,DRR161225,Mycobacterium noviomagense,True,1
DRR161226,ASSEMBLY,DRR161226,Mycobacterium paraseoulense,True,0
DRR161228,ASSEMBLY,DRR161228,Mycobacterium marseillense,True,0
DRR161229,ASSEMBLY,DRR161229,Mycolicibacterium litorale,True,0
DRR161230,ASSEMBLY,DRR161230,Mycobacterium stomatepiae,True,0
DRR161231,ASSEMBLY,DRR161231,Mycolicibacterium sediminis,True,0
DRR161233,ASSEMBLY,DRR161233,Mycobacterium mantenii,True,1
DRR161234,ASSEMBLY,DRR161234,Mycolicibacterium celeriflavum,True,1
DRR161236,ASSEMBLY,DRR161236,Mycobacterium paragordonae,True,0
DRR161238,ASSEMBLY,DRR161238,Mycolicibacterium anyangense,True,1
DRR161239,ASSEMBLY,DRR161239,Mycolicibacterium sarraceniae,True,0
DRR161240,ASSEMBLY,DRR161240,Mycolicibacterium helvum,True,0
DRR161241,ASSEMBLY,DRR161241,Mycobacteroides abscessus subsp. massiliense CIP 108297,True,6
DRR161242,ASSEMBLY,DRR161242,Mycobacterium paraintracellulare,True,0
DRR161244,ASSEMBLY,DRR161244,Mycobacterium bourgelatii,True,0
DRR161245,ASSEMBLY,DRR161245,Mycobacterium marseillense,True,0
DRR161246,ASSEMBLY,DRR161246,Mycolicibacterium hippocampi,True,0
DRR168785,ASSEMBLY,DRR168785,Mycolicibacterium phocaicum,True,0
DRR171303,ASSEMBLY,DRR171303,Mycobacterium sp.,True,1
DRR171306,ASSEMBLY,DRR171306,Mycobacterium malmoense,True,0
DRR205177,ASSEMBLY,DRR205177,Mycobacterium shigaense,True,0
DRR205178,ASSEMBLY,DRR205178,Mycobacterium shigaense,True,0
DRR207720,ASSEMBLY,DRR207720,Mycolicibacterium smegmatis,True,2
DRR207721,ASSEMBLY,DRR207721,Mycolicibacterium smegmatis,True,2
