sequence,MDS1,MDS2,genome
GCF_000410675.2_prophage_4,0.33400096096911297,0.16564840847157053,GCF_000410675.2
GCF_000418615.2_prophage_1,0.2245641274738674,-0.5284051915331316,GCF_000418615.2
GCF_000418735.2_prophage_2,0.4898003909454304,-0.1542443349168114,GCF_000418735.2
GCF_000418755.2_prophage_2,0.4326107161138348,-0.19472379319009805,GCF_000418755.2
GCF_000442085.2_prophage_1,0.24239846840262463,0.6613953071570717,GCF_000442085.2
GCF_000442085.2_prophage_2,-0.5187156558979414,-0.4160758755155092,GCF_000442085.2
GCF_000446195.2_prophage_3,-0.35853650970715156,0.6970576474254239,GCF_000446195.2
GCF_000446225.2_prophage_2,-0.6922068524144726,0.048162912750307964,GCF_000446225.2
GCF_000446365.2_prophage_4,0.6533994020543734,-0.37063220754961484,GCF_000446365.2
GCF_000446645.2_prophage_7,0.28927738083651794,0.5577136069312468,GCF_000446645.2
GCF_000446745.2_prophage_2,-0.6893044078386442,0.42614781494259835,GCF_000446745.2
GCF_000446785.2_prophage_7,-0.1332165651236993,0.2806936317149407,GCF_000446785.2
GCF_000446865.2_prophage_4,-0.6502440276616109,0.1710275595037286,GCF_000446865.2
GCF_000447065.2_prophage_6,-0.6369396836279656,-0.17061238597796688,GCF_000447065.2
GCF_000456045.1_prophage_3,0.6920653171839676,0.05320731574346596,GCF_000456045.1
GCF_000456365.1_prophage_4,0.7602297096741601,0.40699891386616804,GCF_000456365.1
GCF_000456385.1_prophage_2,-0.09410748232462568,-0.15839857022269913,GCF_000456385.1
GCF_000456505.1_prophage_6,-0.14793067198839496,-0.33897155094346776,GCF_000456505.1
GCF_000456525.1_prophage_3,-0.4784378167158394,-0.09532454745158132,GCF_000456525.1
GCF_000456665.1_prophage_9,-0.09599487922379002,-0.35308084376592896,GCF_000456665.1
GCF_000456845.1_prophage_1,-0.14966551676492068,0.05942507937395047,GCF_000456845.1
GCF_000456885.1_prophage_5,0.10520659766340985,0.2368844463081271,GCF_000456885.1
GCF_000457105.1_prophage_2,-0.3028114955858999,0.1208904876890957,GCF_000457105.1
GCF_000457405.1_prophage_5,-0.14116850813666348,0.09047970711823362,GCF_000457405.1
GCF_000457455.1_prophage_2,0.34179842850426195,-0.6140775686976641,GCF_000457455.1
GCF_000457475.1_prophage_7,0.13916747076516853,0.1968906342009329,GCF_000457475.1
GCF_000457615.1_prophage_4,0.518292227843956,0.5422895325098954,GCF_000457615.1
GCF_000457655.1_prophage_11,0.3461744435851968,-0.4906963489866797,GCF_000457655.1
GCF_000457695.1_prophage_2,-0.320748904532197,0.655839523280045,GCF_000457695.1
GCF_000457735.1_prophage_6,-0.0620017148066094,0.4350970091203539,GCF_000457735.1
GCF_000457895.1_prophage_6,0.006672875468681358,0.42106962329384734,GCF_000457895.1
GCF_000458075.1_prophage_3,-0.09387503836317464,0.47843119537409434,GCF_000458075.1
GCF_000458295.1_prophage_5,-0.450409865224409,-0.03802234861211959,GCF_000458295.1
GCF_000458355.1_prophage_2,-0.3083733872350854,0.1219410602880997,GCF_000458355.1
GCF_000458455.1_prophage_6,-0.6177207496890241,0.4148949368253495,GCF_000458455.1
GCF_000458475.1_prophage_2,-0.11195056901334254,-0.8265421554341463,GCF_000458475.1
GCF_000458605.1_prophage_1,-0.30773100490025945,0.1220684184846404,GCF_000458605.1
GCF_000458605.1_prophage_4,-0.609950678483221,-0.3382558966498585,GCF_000458605.1
GCF_000458665.1_prophage_5,0.8191358957107572,-0.054988406449693085,GCF_000458665.1
GCF_000458685.1_prophage_2,0.34044679436306013,-0.6150524204815787,GCF_000458685.1
GCF_000458875.1_prophage_1,0.17912909494491555,-0.6169405959396442,GCF_000458875.1
GCF_000458875.1_prophage_6,0.47049027845570746,0.6102998807110287,GCF_000458875.1
GCF_000458935.1_prophage_4,-0.045670206972452006,0.2953353664566291,GCF_000458935.1
GCF_000458955.1_prophage_1,-0.21690925533567984,0.22482061711006482,GCF_000458955.1
GCF_000459275.1_prophage_6,-0.0960132637759534,-0.35300950960956257,GCF_000459275.1
GCF_000459375.1_prophage_9,-0.4991278944895748,-0.11130511303327899,GCF_000459375.1
GCF_000459435.1_prophage_4,0.17560611511580676,-0.5795814499249973,GCF_000459435.1
GCF_000459475.1_prophage_2,-0.06715620602245417,0.43417753176650953,GCF_000459475.1
GCF_000459595.1_prophage_1,-0.5636129469720959,-0.5059927272009246,GCF_000459595.1
GCF_000459675.1_prophage_5,0.18586661722803463,0.21781361357809165,GCF_000459675.1
GCF_000459735.1_prophage_5,0.26457999277863903,0.11309747824477893,GCF_000459735.1
GCF_000459795.1_prophage_2,-0.25274821079478865,-0.36971742961940324,GCF_000459795.1
GCF_000459835.1_prophage_2,-0.6046332470688585,0.2223003042909608,GCF_000459835.1
GCF_000459835.1_prophage_4,-0.5301750207435717,-0.13224046301257003,GCF_000459835.1
GCF_000459855.1_prophage_1,-0.27355423186844846,0.23830471111830553,GCF_000459855.1
GCF_000459895.1_prophage_4,0.011165952230691391,0.43617415553138966,GCF_000459895.1
GCF_000460135.1_prophage_2,-0.2825784655020104,0.1985823832094262,GCF_000460135.1
GCF_000460255.1_prophage_2,0.1469828694261685,0.19793537816747572,GCF_000460255.1
GCF_000460315.1_prophage_2,-0.3420837031170219,0.7001869576152846,GCF_000460315.1
GCF_000460335.1_prophage_3,0.005081796277459814,0.24710838289734666,GCF_000460335.1
GCF_000460475.1_prophage_1,-0.11195993504124399,-0.05788087231692601,GCF_000460475.1
GCF_000460775.1_prophage_5,0.10127486515334877,0.19712404651342477,GCF_000460775.1
GCF_000460815.1_prophage_3,-0.5729148046333908,0.5596548444055539,GCF_000460815.1
GCF_000460935.1_prophage_2,-0.24958287203032278,0.32069421399093423,GCF_000460935.1
GCF_000461155.1_prophage_4,0.5609456968102133,-0.22423676917958837,GCF_000461155.1
GCF_000461315.1_prophage_2,-0.5518958102554254,0.6373230467740305,GCF_000461315.1
GCF_000461395.1_prophage_3,-0.4417787501489422,0.007120572099778487,GCF_000461395.1
GCF_000461415.1_prophage_3,-0.4439404669086974,0.004609589712314894,GCF_000461415.1
GCF_000461655.1_prophage_1,-0.4482095699358929,0.0342369294058351,GCF_000461655.1
GCF_000461775.1_prophage_7,0.019215045514767822,-0.38624083858857794,GCF_000461775.1
GCF_000461935.2_prophage_13,-0.3750771009109299,-0.24124075837482944,GCF_000461935.2
GCF_000461975.2_prophage_1,0.4020540473003158,-0.48948653195035263,GCF_000461975.2
GCF_000462105.2_prophage_2,0.4916962358854902,0.6315645908251452,GCF_000462105.2
GCF_000462265.2_prophage_2,-0.10033289914227853,0.6557567797072087,GCF_000462265.2
GCF_000462345.2_prophage_1,0.3194212924257988,0.7031855929683792,GCF_000462345.2
GCF_000462445.2_prophage_5,0.4423895886049691,-0.1462747759435051,GCF_000462445.2
GCF_000462525.2_prophage_1,0.712102784973969,0.3255776832184632,GCF_000462525.2
GCF_000462565.2_prophage_1,-0.6941194544946975,-0.18649238713888697,GCF_000462565.2
GCF_000462805.2_prophage_2,-0.29251060240007076,-0.6714211687198346,GCF_000462805.2
GCF_000468515.1_prophage_4,0.1653148789347736,-0.5728980145014083,GCF_000468515.1
GCF_000471105.1_prophage_1,0.6062746870585591,-0.3434728268058996,GCF_000471105.1
GCF_000471265.1_prophage_1,-0.5763388765620986,0.5229240381931022,GCF_000471265.1
GCF_000471305.1_prophage_2,0.6916207776312493,-0.22785021878831696,GCF_000471305.1
GCF_000471365.1_prophage_5,-0.1664568140529619,0.6173697042827249,GCF_000471365.1
GCF_000471465.1_prophage_3,0.21071831015371936,-0.650746071463821,GCF_000471465.1
GCF_000473725.2_prophage_4,-0.035955693212112685,0.5613194462922688,GCF_000473725.2
GCF_000485675.1_prophage_3,0.3135269242294016,-0.06515398909001976,GCF_000485675.1
GCF_000488575.1_prophage_3,0.6650661696332317,-0.27200704917457413,GCF_000488575.1
GCF_000488775.1_prophage_6,-0.6578726268272949,0.15540606688598327,GCF_000488775.1
GCF_000492235.1_prophage_2,-0.3778328553472925,-0.7486772331423694,GCF_000492235.1
GCF_000494955.1_prophage_5,-0.4734848784641663,-0.0999560112533935,GCF_000494955.1
GCF_000498235.1_prophage_7,-0.4695306855381835,0.14672033454096564,GCF_000498235.1
GCF_000498815.2_prophage_6,-0.18280258958937293,0.22449159949923012,GCF_000498815.2
GCF_000503415.1_prophage_2,0.7897773990327606,-0.07825366593835019,GCF_000503415.1
GCF_000503635.1_prophage_6,0.6337957063018114,-0.368528188829627,GCF_000503635.1
GCF_000506445.2_prophage_3,-0.12849158382851306,-0.8149561411849345,GCF_000506445.2
GCF_000511465.1_prophage_2,-0.6720440420733383,-0.13162877487712327,GCF_000511465.1
GCF_000511485.1_prophage_4,0.2819741756938487,0.7996565535579173,GCF_000511485.1
GCF_000511525.1_prophage_2,0.8032439237900143,-0.20132440511333957,GCF_000511525.1
GCF_000512625.1_prophage_3,0.45739051776247175,-0.603768161122691,GCF_000512625.1
GCF_000513035.1_prophage_1,0.3015739923109899,0.1915916669141371,GCF_000513035.1
GCF_000513035.1_prophage_4,0.36586477685137286,0.20332837398765197,GCF_000513035.1
GCF_000513035.1_prophage_5,0.2648319184036035,0.19859536983916087,GCF_000513035.1
GCF_000513375.1_prophage_4,-0.5333566750137019,-0.3294224989678586,GCF_000513375.1
GCF_000517245.1_prophage_6,0.46714003336271603,-0.625977661806303,GCF_000517245.1
GCF_000517245.1_prophage_7,-0.537373894133249,-0.5563509351921466,GCF_000517245.1
GCF_000520035.1_prophage_12,0.08045161378763827,0.39133526101577065,GCF_000520035.1
GCF_000522125.1_prophage_7,0.056917062418991554,0.7077211773310907,GCF_000522125.1
GCF_000522145.1_prophage_7,0.1868447707475415,0.6857323597109368,GCF_000522145.1
GCF_000522145.1_prophage_9,-0.6320646443942356,-0.3368313183435848,GCF_000522145.1
GCF_000522185.2_prophage_1,-0.34612689784449474,-0.6798601889854323,GCF_000522185.2
GCF_000522205.1_prophage_4,0.11564622273669459,0.24862128330486985,GCF_000522205.1
GCF_000522225.1_prophage_3,0.10127483849761411,0.23789107334935788,GCF_000522225.1
GCF_000522245.1_prophage_3,0.3790063890820656,-0.622074978940259,GCF_000522245.1
GCF_000522345.1_prophage_7,-0.6408911882030801,-0.3237488215175312,GCF_000522345.1
GCF_000601135.1_prophage_3,-0.2618978628633294,-0.7425235217987689,GCF_000601135.1
GCF_000614405.2_prophage_6,0.24039335899068087,-0.5813585678323201,GCF_000614405.2
GCF_000614565.2_prophage_1,-0.33854704241118927,0.7166761475800794,GCF_000614565.2
GCF_000614885.2_prophage_3,-0.47455890138542195,0.7042661848946437,GCF_000614885.2
GCF_000615145.1_prophage_4,-0.3888135218892049,-0.2817200760490938,GCF_000615145.1
GCF_000615455.2_prophage_5,-0.6587113930757622,0.18900405213818658,GCF_000615455.2
GCF_000616195.2_prophage_1,-0.7077956896812166,-0.1891395742989453,GCF_000616195.2
GCF_000616585.2_prophage_1,-0.2936014450355392,0.17087815522585983,GCF_000616585.2
GCF_000616685.2_prophage_4,0.620447810530719,-0.2687479296442171,GCF_000616685.2
GCF_000617145.2_prophage_2,0.6756976804342996,-0.3184452860648033,GCF_000617145.2
GCF_000617185.2_prophage_1,0.4588951663234303,-0.3192147834393183,GCF_000617185.2
GCF_000617345.1_prophage_1,-0.3789726033316982,-0.05551786378733433,GCF_000617345.1
GCF_000617345.1_prophage_4,-0.05095180909881044,0.7273498839371174,GCF_000617345.1
GCF_000617405.2_prophage_4,0.06915238603978423,-0.5579617837375975,GCF_000617405.2
GCF_000618105.2_prophage_2,0.37165603328985947,-0.48090189418297635,GCF_000618105.2
GCF_000618145.2_prophage_3,0.6086522660083434,-0.3407594265085969,GCF_000618145.2
GCF_000618525.1_prophage_1,-0.26943726429604387,-0.7631711507896725,GCF_000618525.1
GCF_000618665.1_prophage_2,-0.058122248737213444,-0.6248452746033445,GCF_000618665.1
GCF_000618665.1_prophage_4,-0.2756756792900716,-0.7613783907831017,GCF_000618665.1
GCF_000618685.1_prophage_3,-0.05812376731548909,-0.7214978054270149,GCF_000618685.1
GCF_000619445.1_prophage_3,0.62687921044813,0.19752254254580318,GCF_000619445.1
GCF_000619465.2_prophage_1,-0.008255116947352557,-0.3150940931378618,GCF_000619465.2
GCF_000619485.1_prophage_4,-0.46840332168492305,-0.05545615927860396,GCF_000619485.1
GCF_000619545.2_prophage_3,-0.031491149184554375,-0.7491762903828473,GCF_000619545.2
GCF_000619565.2_prophage_3,0.6947492976269811,0.2097078083029951,GCF_000619565.2
GCF_000619605.1_prophage_6,0.665977623817267,0.02247369460627418,GCF_000619605.1
GCF_000622465.2_prophage_3,-0.44056821884225994,-0.11164521597464323,GCF_000622465.2
GCF_000622485.2_prophage_5,-0.06141461353263101,-0.5698713429045231,GCF_000622485.2
