cohort_order	accession	storage_release_id	storage_root	source_object_relpath	source_inventory_sha256	canonical_object_relpath	canonical_inventory_sha256	reuse_status	predecessor_digest_match	row_sha256
11	GCF_015548345.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_015548345.1	a77c6005707758a690de82b21591f1f2c2ac8c6fcd9e00f09d41631d7e109377	canonical_objects/GCF_015548345.1	e820dd3b1e16f5977edf4c7a3be86f28cfa495fa5cf0a95344523302116cd447	REUSED_PREDECESSOR_BY_DIGEST	PASS	b12faf5e506303aa563c6ebbd9eb182f8d229a2a9313c3171f172eab6457b903
12	GCF_019926545.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_019926545.1	c0b69b5c56a2fd4e99c442febfc729506544a018ed22b5c3d6d9d3c9fa3da019	canonical_objects/GCF_019926545.1	13b465d8d913e4ff3d41b3bfc15fc3c538a8103ba5c29f17997503b84f4d48b3	REUSED_PREDECESSOR_BY_DIGEST	PASS	e543e99246951da09c556fe94a3a291acd8134de80d643ab6127fcf15f3a6ad7
13	GCF_001614385.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_001614385.1	38f29e1a7384c2537fd995d6ac4cc151450dc2f225762ed52a6d7c0782d0dbcc	canonical_objects/GCF_001614385.1	fd8c50c030b8481e1bec0bf62777aca599d3e1dfca112a36d3e8f66aee415a9c	REUSED_PREDECESSOR_BY_DIGEST	PASS	badd33087c5146375e5b8997189946fb290e3a6bb29415527c71f310f4f74ad5
14	GCF_015551035.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_015551035.1	75e05a9d64136872ba3c99d065c2fdf4451a008a3835ba6f63e02d1825a2f91b	canonical_objects/GCF_015551035.1	d6c38d9d9ab1d7133d17db11d3a166fc0d432fbb030496264964845a93889305	REUSED_PREDECESSOR_BY_DIGEST	PASS	ab5f7d2ee60f7f988b790f8357f41b99e28c5a1c48861e13d815540cc42f6924
15	GCF_021354235.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_021354235.1	1b236e7ba00e3849717d1a29b1cde05eeb7797b1f280d5be9fa78135fb79d3dc	canonical_objects/GCF_021354235.1	a770112519dc66ef6f5b54dc776bc5053671314a068e5c96646ae5fb4fd646cd	REUSED_PREDECESSOR_BY_DIGEST	PASS	64ea596406efcc7924610d7c32c9b45944bbae34e18ddf92b304b96fd9e69e6d
16	GCF_002485085.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_002485085.1	f07a6be815e2f1e2faef2d62dd24210fd29c410ba96db54e136b21afe8671c48	canonical_objects/GCF_002485085.1	c5818b1eae8140a830d05eb3ca3123eff69f6af984fef5b09456e17a4e298fca	REUSED_PREDECESSOR_BY_DIGEST	PASS	c455d57d376e79e7e0b9abe9ffabb5a7ff5c8c1e6f55f230fd048fd5242ce540
17	GCF_014712315.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_014712315.1	968e822b9035551ee23e9122c72cbaa97de4e0130806f7b26b507b0617c318c2	canonical_objects/GCF_014712315.1	7531e33eb0dc117119935fb2aff954df0b77ce36d729da40c8730703caaeb40e	REUSED_PREDECESSOR_BY_DIGEST	PASS	5e9cad8d4452771ff978218350240bd26da50cf61f46b740f6208b9c68d69ba6
18	GCF_019120745.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_019120745.1	a0be3b3a941cecacc051161ffa7b4155ffe740f8a591c25f4b91202e245d2b16	canonical_objects/GCF_019120745.1	03e56907db7aaec085aa0e65886ecf46813366c9ebc1abbc5bf5fc540171cb86	REUSED_PREDECESSOR_BY_DIGEST	PASS	11ef3c075d396fd9f14ba92237cefbb741de20b2d27ed2d017e61a9b9ab3f1f6
19	GCF_006350715.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_006350715.1	5e66032f1287eb33d2ffcabb449f226142bde5e025e6d44756248bc87af5c9f8	canonical_objects/GCF_006350715.1	45fad596860f04737ba46f351a61492e715e20d4b54cb9c918819dbdc21f00ef	REUSED_PREDECESSOR_BY_DIGEST	PASS	627a29d1210b8af3290864f43915d9755bbea3d88a952ab0facfccb187160b5e
20	GCF_002522525.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_002522525.1	83885a5159465c5d9408ef77427f4074f2e0d1de4aef2258ab046a781fd4b861	canonical_objects/GCF_002522525.1	828e9517d269bb18bfefc8fcfbdf43b60571c8343d9364bbf685550d98ec42a6	REUSED_PREDECESSOR_BY_DIGEST	PASS	0bb7b7383e2c803514eea8e34c4f45ca8f82ba4377969b5e7f15f43614febd99
21	GCF_018790115.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_018790115.1	96e375b7e6382646de44e609131785e82e197611227de506647297327759222a	canonical_objects/GCF_018790115.1	656f911e0a13d8b90b8ec43c8b24c3852e27be8844ece938adb58568a610353d	REUSED_PREDECESSOR_BY_DIGEST	PASS	dbf00a6cc39e14c56623af3f8ec1d560d28e579cbc08c7652177e8c02f203eba
22	GCF_002442365.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_002442365.1	3eb746f5989f18de61fe997485dd868b1df0720c7c965d86ea44cf6a1f09cabe	canonical_objects/GCF_002442365.1	b5d79c946cfb735a4c0d518b7279755db96aa4f5c3ab217210f8ef151075d576	REUSED_PREDECESSOR_BY_DIGEST	PASS	da31ef55016a201cf5e9e545193500a5ed1f460f0516e845aadc7405af2e1939
23	GCF_005885955.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_005885955.1	aef995d9b4e896dd42333aefa7476d89d7e931141b6e9afc900a77990b8710c5	canonical_objects/GCF_005885955.1	af060462f03b47bcc46720e47bfccc81f078202949398aa2958010eaf44d2fdc	REUSED_PREDECESSOR_BY_DIGEST	PASS	5ff532f910e55df1e1e5b7f011df66846acc5ff7becb9cff89dd025c53fa91a9
24	GCF_002513075.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_002513075.1	8e43eeabc1a8a5055e4791414102d2d0d349851f330425e04ef6f9bb9708745b	canonical_objects/GCF_002513075.1	fac664a916136296a16f98c4c04d9b3d5ef4d3c845e4545a2223cb32d3c83966	REUSED_PREDECESSOR_BY_DIGEST	PASS	b60cc056ec38accb133b90512c6348e73cef3eba4e967a56f7417b50319c38cb
25	GCF_902810185.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_902810185.1	5ede165c0d601cba3f32415055ecf386a03689d02158458d383c6ad3b215bd04	canonical_objects/GCF_902810185.1	31d07eb3801f392c4de8a5d084793adbfa733eba0502a5a5a027b14146bdd2cc	REUSED_PREDECESSOR_BY_DIGEST	PASS	453ee8c460e61cbf964838459f80349f0baa9e15b9727102cb88d4c80110f10d
26	GCF_005043025.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_005043025.1	82c6db2b5dd2fc0d092a2a4ae6658a1202b0b83fe5529ca7c33a061c394fe788	canonical_objects/GCF_005043025.1	a9d34fe43f33622cb02aad9108f6021c52b659275d3e28c9dea960f598d9ed8e	REUSED_PREDECESSOR_BY_DIGEST	PASS	14a1e98cb01db1f3469d08ac2128716aa7311a4c5846b1a93ef5276411ab7928
27	GCF_017595115.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_017595115.1	43a20b505200443ddb8bcf97c412bc96bb025b990b91370271fc5b5998636920	canonical_objects/GCF_017595115.1	fd8ff5522205d996bd62e0b9b1a96a502d2dcdf6946fcf8344b72443a493bc25	REUSED_PREDECESSOR_BY_DIGEST	PASS	6aaec1b936b1f8df340b9d90bd465d464a0cd3e4b7f4cfbcc439255dad08cea1
28	GCF_014528625.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_014528625.1	9aa00a0a152d6b33eacbf11342db2dd251631c77a25d035794c6b763f2522f11	canonical_objects/GCF_014528625.1	fdb0e4da3f59095c8244103f7f0856056661c1e4b892fc1cf8a0b84bbfcdfc02	REUSED_PREDECESSOR_BY_DIGEST	PASS	dbd6fd88a3651b85157610c3eb7b3e9697e942f19b5af2eeba9ecb15752ad5d0
29	GCF_008041205.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_008041205.1	26dda5238b187eb7c558aab6fb57fd336b9afe2e33bd84926f7dc9b093a8d9fa	canonical_objects/GCF_008041205.1	497de45d06e35e629505113e7b489f95eed7d87254ae5e0decb35d15d4391251	REUSED_PREDECESSOR_BY_DIGEST	PASS	83ddcfd8e02d61eeea052754dabded01871d98045306be1533016d2f89207725
30	GCF_009820795.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_009820795.1	0566296ed03f586d80dc0fe8aec1efbe2868058108a6e61966fb19ee9b10dd74	canonical_objects/GCF_009820795.1	aae568a7e3047bc0b498f3dc86d98ed542a3afeb34c36178a4b7e7903ab3c834	REUSED_PREDECESSOR_BY_DIGEST	PASS	badc0ab91745bc7e28b7ac91d4756cb738db0c7c38e9c688477f2787f000c953
31	GCF_900479385.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_900479385.1	a1bef99387533fa8efdaf3f14e5a25554b3e6004c5b9eb4d0eb39f9959ab0abd	canonical_objects/GCF_900479385.1	1cb989f2be10d83914d53b895e3b82ded79125abf7497e3759eb0a1eb2f2dd9e	REUSED_PREDECESSOR_BY_DIGEST	PASS	10109ab39066adaa6bc042e7ba07ca08eda26f8409e059f552ad6d3f109a8e83
32	GCF_004767475.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_004767475.1	cc2bb84168ac08913b0f616104a13eab339d6e27a50bfdafa49feb2a9e056eaf	canonical_objects/GCF_004767475.1	e320e3bdf1fcfd88ac52ecd1e8c47f75b87e92fa5e38b545e681341146e64445	REUSED_PREDECESSOR_BY_DIGEST	PASS	7e3bf5bf9ee84931e6496cd98c04686f6e819a789dcd8cff2e69dd0d48f94420
33	GCF_002519245.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_002519245.1	078de2db5f5eba422859af00bbd659f184940e4e5d467bf0ccccebe422222aee	canonical_objects/GCF_002519245.1	043371a0c35bbfeb737f26f45848c88f97825dc2ffaa292ffdf887694c45d9c5	REUSED_PREDECESSOR_BY_DIGEST	PASS	e1e49bd07946cf5d57f5ff67123db5acb41e3268dd42ad64df9736ac34f3cd6a
34	GCF_015644305.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_015644305.1	baff73741eae718bddda18e43df85caf697c248ab1a4b0520e974c8a0e017765	canonical_objects/GCF_015644305.1	1e3aecaa04419674f583707e47edc616813d0b2be63daa62c278489af7525b40	REUSED_PREDECESSOR_BY_DIGEST	PASS	1144b2821b54b73447b814180aaf096a21b9b9fd9d880e42534461c8b3883d3c
35	GCF_001616285.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_001616285.1	7e7d059d08e1e0da8546e7b523bbe8b5f91f7683a31a94c73520acf3d6bb76e2	canonical_objects/GCF_001616285.1	84121e43a50b0e6b9083b808c3cca8e0b44e669d7bfc8e5ab86cf644508579bc	REUSED_PREDECESSOR_BY_DIGEST	PASS	0baa58ccaf5b048ec6d0ec9d5d5fb2dc2ec1f194dce622153bbd6043df658774
36	GCF_001614645.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_001614645.1	4dd6559ee94d8af35ead86322c29f14ca16de3be21815b364601d194edc05db7	canonical_objects/GCF_001614645.1	7dae0a547d9702f1fc406501bbeae0d99fa0b9cd019a835d243c0f8747f160e5	REUSED_PREDECESSOR_BY_DIGEST	PASS	509eb1cde4d41d1be974c26e6ea3c98818ef3ae10aef592dc9d52259ea23ccf6
37	GCF_013370625.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_013370625.1	8515fc2731857e756a8d2bb167b1ccecde2841ce48713d44180c66784ebea497	canonical_objects/GCF_013370625.1	8b3dc0c65f6768afe0313d5dbe2111f58ff7d5ac68b98939559fac4d4595a515	REUSED_PREDECESSOR_BY_DIGEST	PASS	274f99f454e3f88c150de2859b6a186d548b5677d33178ef36cdd5aa14052682
38	GCF_013608825.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_013608825.1	4bf98b7d89b33cc94284fe13dacd7235cec6233b13d2340eb0c6838f3a3ca62f	canonical_objects/GCF_013608825.1	1883612caa607a05f86f17a82241b49d6c7bd41d4bf17027e064f3717f4da793	REUSED_PREDECESSOR_BY_DIGEST	PASS	5178bf6c6449292c22f3fbd5651390051f13ec904855dd4dd4b39b381beca7c5
39	GCF_005043625.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_005043625.1	3ae198ef59e2e0002bf60041d389d6ed31b93e82491fc8f4297c42b7b07f156e	canonical_objects/GCF_005043625.1	fb1500672a9d0efcbc67d5580118d56baca7d9a42983dc1263b0dd6828a4eb52	REUSED_PREDECESSOR_BY_DIGEST	PASS	3a5131fa9ad98f0e72802eb2ad2af9479cbb46dabb7605d52df40ee77c563cbc
40	GCF_902163565.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_902163565.1	111692d58f6e1700c7a1ce4c62ad071c1e18eafb9a8dfaf6135654caecf66a91	canonical_objects/GCF_902163565.1	fca7ee9dc0a0069153e08577bac0e4481b606f4482e198bf845e04e7efe0f629	REUSED_PREDECESSOR_BY_DIGEST	PASS	d79c0875853efdef81ba7410890b62643a677ac514da4a052562fc457061ab36
41	GCF_006351505.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_006351505.1	a557d4241b6a3da2aea74d1004f48c457f3da53768a8ad9c81a43cf70a395ae6	canonical_objects/GCF_006351505.1	cd0d07311f99c44d3ef3f8bede02c8424af0d6dfeaf0a3877eeb24c77fd7944e	REUSED_PREDECESSOR_BY_DIGEST	PASS	b3442b6bc43f6bf82523a541d7560223aa641c5010b1063f93d1f1aead2c3680
42	GCF_005039315.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_005039315.1	b401b907289658cbc98b22e99aeb878f767ccbe3864be56ab8e19ed5ca93f04f	canonical_objects/GCF_005039315.1	f49e3efca10e14f7f73553d9a14ef40929a764e31d780f190fac858299113e29	REUSED_PREDECESSOR_BY_DIGEST	PASS	5e9b1a44c31343cab922e27d1d532a8c4c65f3d24cf3b50bd92d400eabdf605c
43	GCF_005384385.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_005384385.1	185782fa6fbe1570f519c726d34deedeb48e57c54f58334314a39780cee37ded	canonical_objects/GCF_005384385.1	5d99bf9b09d63255d2d44a3a57038f7b3aa9c87618af36a97a3adecd2d17b901	REUSED_PREDECESSOR_BY_DIGEST	PASS	54d85097a1ff22f347f1f9ef7bea6e4c8f3778d37d2feafbb65ac083ab86a809
44	GCF_016530465.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_016530465.1	e68ba2b227c850a1a4f8fdb9ca20bc143a0aed773ed9bae634c28849a051d3d7	canonical_objects/GCF_016530465.1	32f42f44338e69bf7988ee4a2acbd0933b3f581f18baf944a70583674d1ed112	REUSED_PREDECESSOR_BY_DIGEST	PASS	d95c49b10c2e499ee3f530f8b9f604888d00b2634f210b9a416bd39ea231dd41
45	GCF_002152015.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_002152015.1	66aa5060ef3b3388948b37b1b4f94ad6c5b06875fbc32067a33d1b90059061d8	canonical_objects/GCF_002152015.1	84dff3383b301e88f61b88d2cc265a4f08a25a8b45db84048c752e9924bd7fa1	REUSED_PREDECESSOR_BY_DIGEST	PASS	1ecab3ba97a3a23098dbeabc5008f52d6b4deee8556143bdfb3537f228ee9399
46	GCF_018344735.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_018344735.1	9fa9a520b75c6f68517695067c055ec51808a7f157e18dfd67da6a3b1a78b308	canonical_objects/GCF_018344735.1	98c89c415bafb4b5c546f21fd7e98528185a814226309d705384078fb10ea607	REUSED_PREDECESSOR_BY_DIGEST	PASS	1619312a1d0317eaf1d6bd2b2a3488838eb6bd134b6921aa1ffebde42a13ec43
47	GCF_002513625.1	canonical-cohort-100-v1-6be4c0dde65f31d0	/home/erikg/phind-data/ecoli26k/v1/releases/prepare-canonical-cohort-100/canonical-cohort-100-v1-6be4c0dde65f31d0	source_objects/GCF_002513625.1	db4c90954612a38cdf8590364928cf9cd351e1ca433c1075b885db3b7e23fca9	canonical_objects/GCF_002513625.1	d1e90be82618d0073ed002b3d894de41f65bd4d3a3a98b3c55cae196d6a97207	REUSED_PREDECESSOR_BY_DIGEST	PASS	e99a24dab1b04f3fe101a2bb096af30a64a56b31bf014c6d4691e3b61b8918d2
