stage_b_order	accession	source_state	canonical_state	terminal_state	reason	row_sha256
56	GCF_013073765.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	ef749e76455156ced44583d2fb9a83a6843b5a2dba748c64cb4285ce0baa37b7
57	GCF_005041275.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	0b65d08f63776d12784719dca77bae358a6bb0193c95baf428cb943a1b6842e0
58	GCF_014862465.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	31b4ff0f9a8b6dc3a210df99428f1a90e88819ecce59e49a43f4b805b5150310
59	GCF_900195795.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	93ee48b510faa68da3858da60d95e386f935fbfd32984345aeae6306aa74ea21
60	GCF_014878375.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	d1ca9e83113cdfd3b46f3340c4e241a5c6cb61a5fafe4565242e9c2bf6d1460b
61	GCF_921293415.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	509dbd63f471771b4e0548bdd4d2b894638a076378fac7e4b31669383aa52dc6
62	GCF_006229985.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	a7aa079f727d462460a259fde33605f9248711162ea0ef56cc087dfd475263c6
63	GCF_005045505.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	8643c50dbabb8b7bc6d6937226174613fe214f57623c6c1b2d95477d4bd8e254
64	GCF_001660345.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	0bb9d2edb3bf300adf20239e917216dae51feecf53941d84c0f087494a4fd6bf
65	GCF_020162695.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	4c894e8af7abc4455129174431e9552307eece0a64c781457ace8c5752f56e3b
66	GCF_003981675.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	5c127a7aa64976942b863f7a488205d23eaf56dbffb317f5f7ee37bb8ae8fd2c
67	GCF_905330275.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	a86cbd7d559145f3c7601fc89b7ef3e50eb0be0ca578c877ad3b23267c2d9f47
68	GCF_001617565.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	cc5e359851ef65c16238a4013b3af7ef5ba46997739c2c661c89da8b7a1edceb
69	GCF_003983415.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b2dc9b34c0227799720fb4b2320cd7f845d079f52f0e5a2e3ea781363a7287b9
70	GCF_009899475.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	4eeb58e0dae000a694da8ddf5364956b1914f5fe07ca1a95095957cdd092df04
71	GCF_002511115.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	a8ec5be407fc851076e128134158d7b31c3d35c33f497eb9b052055b7da3bdb1
72	GCF_001521595.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	7d815e545c4e5c25c1df4d33636b9e68fa9b9956b46ca814a2bb5218881a7db4
73	GCF_019351215.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	cd40dded2005a02174007e213dddf4325b3fdefa78526b45dcdf3936202b5dec
74	GCF_020731765.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	d65495812d6d5c8cca24233b2ae1eaf2d3176229bc3084c33172dd913f261c44
75	GCF_001577325.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	29a1fd45de240b1957dbadf010217ce1150abccb8db494dc1c343f93e98a7f4d
76	GCF_000777675.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b982d3fb83c57f5576d4c19ee8b4484ed4a565cbb7ce5b1a8a04cf9abdad5c48
77	GCF_002109645.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	926f655565a24f93b81235364a0749a03e1c6ef7a5679d7ed1eab0af12540b64
78	GCF_003076715.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	262adabbd74c49491914082c006352097f68b49102a1a68461d481a6c4f2aecc
79	GCF_002518465.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	46c68667b595b8c2ec7f5881e3be8eed3859e97794e2181956f6fd18d928cc49
80	GCF_000459215.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	3adcbfcd3a6bda048d57fa2c9d99948a368dc95c73d268bc7cc552542cdf1a53
81	GCF_900010055.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	1c80aeb8c4129b79bca068edcc52a3de0e3dad880ac54c7c9ac2f1aecc02086b
82	GCF_002769075.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	5a106b98c96f7ff527ed34221c87b703a7e230d82e3c47c45da70789a516fd65
83	GCF_009910015.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	b40857d29df953b3541543c5e4ce1ecbc4f3962c5f9e306dacc73237d29e8bfe
84	GCF_013370905.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	1211d8372a61f8a6111923f6411c9990054dc1ec479a6eafa73a09beefa9db42
85	GCF_000619025.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	599a7f2296e4f9d94d32b65b04ef7016c8444182fcabf0d135d51d1d8b343f28
86	GCF_016404105.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	88be549c19b66996f0e8134ce300d50c94a22ab9f51e3b7ee49995d19cd6dbcf
87	GCF_902859475.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	8785f8b9e92283671f80608f61272d466016ceb4de26a4869a68c94ade80a854
88	GCF_019282095.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	a2fff619aa3867a3f11e73ba3eddddc35e298491a0eb4a04de37ff5622e44bcf
89	GCF_000326905.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	796ecec43ccd1f5822e2089f73ed27c7041e7dddb3136004cecf4b1bd6f3162d
90	GCF_003357545.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	9c5f4925ad7fcdc3ea2fd2eaedf432a3dba28e3216f765aa8dd2ab1f0f211906
91	GCF_001753505.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	e267e332c2bdb0dc8aebd7b2f282db6af8c92d89b6e4f6dd2d7593326345c94f
92	GCF_003292995.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	787e49da6ff35946e0b4fc7846f0d9f10abfd252d6fd5df817065ad2ba233245
93	GCF_001713625.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	e5e6f7335c3bdb77464523f8e0392e8cbab7204fd94a768700ea44c0256e3920
94	GCF_010592655.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	8e3adb5c4f4938b083016de7b6d294bca2a875869d82cd7b46816a358e159521
95	GCF_003322245.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	f8f46b5724751a0f75ee109f5bc164af900f8060d7a18aedd286e941b9c26f6e
96	GCF_900490675.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	3e6e2512e7a5487610341350a3d9b129cd490d28f7c68c7a7f1e10995b91763c
97	GCF_017896545.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	7b52b62007888ec9e3b3f52e40c1c6e953d7fe129714f1278405a755912f9e96
98	GCF_900499395.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	bd4188f4be1303c06e1bd3f76d7f3d7d63f128739c6d55b8ac3c11b2e77405c2
99	GCF_019957265.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	a28e09d23503442c083de05bc059b1613a53306326ce80c00949ff37e3011295
100	GCF_003730815.1	COMPLETE	COMPLETE	VALIDATED	REUSED_PREDECESSOR_BY_DIGEST	4308cfe96738ee487e7dacecf860fc1d3515db11bdf0047f31c13cf0dcf80baf
101	GCF_002810165.1	COMPLETE	COMPLETE	VALIDATED	.	e8e378ae37b47e15b9221eeb1458d9c172ea858e61cc87d53ce4407894c939ea
102	GCF_003020885.1	COMPLETE	COMPLETE	VALIDATED	.	168a52408bf9fc1745f8d0cf2c289074c3e5feba8b8d7e313307b33136b54109
103	GCF_019585745.1	COMPLETE	COMPLETE	VALIDATED	.	b01e6649c55fb88694b2dae13b973ef5c355b35f05ddfaf0666800d4db79d738
104	GCF_001519855.1	COMPLETE	COMPLETE	VALIDATED	.	c2e1612481fd2c2947f21b7d9d6e51dc1ac3c594316d3565fa88aae63d535f2f
105	GCF_003361255.1	COMPLETE	COMPLETE	VALIDATED	.	a4b6960b10b1896d856e97ef154bda60be813c0b5a3be18c0e20cce80385b0e3
106	GCF_020421595.1	COMPLETE	COMPLETE	VALIDATED	.	4ee0b60ca375c0ab7f7bb92ff000575a4d5b4b2c15a1dd5b145328db44b91a0f
107	GCF_020381905.1	COMPLETE	COMPLETE	VALIDATED	.	75962f331fa8c9880fc25d5f3b0d38fd6f14302d00a53dbdea6b48b9c630aa3a
108	GCF_005384845.1	COMPLETE	COMPLETE	VALIDATED	.	fb7bab240d13adb0024a93f0883fe136e41e36531e3825f6d013790110b703a8
109	GCF_020553415.1	COMPLETE	COMPLETE	VALIDATED	.	641f8b10faa4d3df93833614c4f0e469cab7b5c97b4264d9b3da0f601f7d014d
110	GCF_003981865.1	COMPLETE	COMPLETE	VALIDATED	.	46877bb758daad5f92cdeecd51bffafcc31e3ac437d8f740ef59957120b5ecec
111	GCF_900482585.1	COMPLETE	COMPLETE	VALIDATED	.	088b0518eb76d4128fdc3ef0f5bfc9883fc2f3d8ed02cb53f198a94a3738482f
112	GCF_002486525.1	COMPLETE	COMPLETE	VALIDATED	.	1d8d2d7d27e66b3df200d99a793d75327702b137c9c1db45f2265783ed0de77a
113	GCF_900478915.1	COMPLETE	COMPLETE	VALIDATED	.	c275846b72dced2b97848449940266d2962568de897a2223862ef8e52cbd73d6
114	GCF_000457675.1	COMPLETE	COMPLETE	VALIDATED	.	5137a3903b5967f1fae6f34f9b23deb389396edeff9b68cc9ec28fc0cdc46bd4
115	GCF_001621575.1	COMPLETE	COMPLETE	VALIDATED	.	02d00becc06667f017f5bf1c58922e721c24173a7e5de7d9dd4cca10b104826a
116	GCF_009789895.1	COMPLETE	COMPLETE	VALIDATED	.	a55634ee549e78836b19ae045d6fcd57fdd7e04b2d39c478c8ff2786fae0ace4
117	GCF_004566835.1	COMPLETE	COMPLETE	VALIDATED	.	90a15182d970610e2dcb0088591bfad0be5b8f7406ad7d1c45c24f6ae924cc8a
118	GCF_020023255.1	COMPLETE	COMPLETE	VALIDATED	.	93635960b1352186035c37a4358234d90c831438d830e38f4e9c044975cd84f5
119	GCF_002194865.1	COMPLETE	COMPLETE	VALIDATED	.	8ba77871c5a9962aa207b9e86b94a7ac799e2601ce9124e475622d36678cd2c6
120	GCF_009882745.1	COMPLETE	COMPLETE	VALIDATED	.	0f6c0acde68754d2011c678758296a69fdc7dd8bab41e67d3881b9eab28a7843
121	GCF_003302025.1	COMPLETE	COMPLETE	VALIDATED	.	ecc37ae2230fa5d49595c3024b0db645b1da8c38ea0c7236cac8a7d76343ca6a
122	GCF_002465545.1	COMPLETE	COMPLETE	VALIDATED	.	99db3169215deb55bcee2d20b6e60b6c3541efa713ea77549dee736532ab5c63
123	GCF_006542825.1	COMPLETE	COMPLETE	VALIDATED	.	836969d37a75431367796b714778a91ca2ec5467470c6293f7f2713ffabbf7fe
124	GCF_009931235.1	COMPLETE	COMPLETE	VALIDATED	.	07ea2835111afb93cbceefdcd6278d6315d7f4f084164190d76cd9a1c51e7169
125	GCF_000835055.1	COMPLETE	COMPLETE	VALIDATED	.	23a3befb67dbfbd9c13d7d7c005d3f5bc225d99e4d811680a4aaab6cb564b9e4
126	GCF_003293975.1	COMPLETE	COMPLETE	VALIDATED	.	9f442ae8185fc8d8299b320a192d564da7135a46bf101fdaf7b9fb9f0c7f657e
127	GCF_002116465.1	COMPLETE	COMPLETE	VALIDATED	.	8e650448fe59d8d1d16844d2eaaf6c74c17b8397cc7c4e89b5935d498f582527
128	GCF_002228865.1	COMPLETE	COMPLETE	VALIDATED	.	8967d092e268f08ec54eb7cd99b8a5221a61a0cfd45bc148409e780284d768b1
129	GCF_002486585.1	COMPLETE	COMPLETE	VALIDATED	.	aa74244d2fb2125580f84ed2e0d1460df1386753f3d2547a20bb7fe0bfa3408e
130	GCF_002244095.1	COMPLETE	COMPLETE	VALIDATED	.	689c38b30aedfc51b25adf9b4681d3206253b7fd73926e76536bc889d8ae4f47
131	GCF_001651605.1	COMPLETE	COMPLETE	VALIDATED	.	88b052ae22b6fdb8e01b758e74855bb8994927935a5759c2d19c50d35b70167c
132	GCF_019834335.1	COMPLETE	COMPLETE	VALIDATED	.	814e0edf855fde6f85e4d6abd0914e3fd80dd16fdbc4c903b785ec0f943145d5
133	GCF_001266305.1	COMPLETE	COMPLETE	VALIDATED	.	8f71138ff060ed91627e641cbf0ace280f37e6c104e59e3bf37b9bf777cd50c8
134	GCF_000357825.2	COMPLETE	COMPLETE	VALIDATED	.	906cfaa98fd97a57a3e0bcdbfb9dba30d9ae0c31d0bb8004c5b09284b90f9888
135	GCF_009767495.1	COMPLETE	COMPLETE	VALIDATED	.	10a9d67de5dc90b94e77afd974653435f84e99da44bfecd5ecd25f7725536cde
136	GCF_003988295.1	COMPLETE	COMPLETE	VALIDATED	.	9104fe6995546b9afc1358738e537d7c763aa5b73eee20b5dc20e88e68efa716
137	GCF_016404405.2	COMPLETE	COMPLETE	VALIDATED	.	5d921b8810463282a34a8a13865042dc5ecc626bcbc6d09d7f12ae9150001523
138	GCF_009794305.1	COMPLETE	COMPLETE	VALIDATED	.	fd94ec3fc26ea70505268731f875dd52126c604bff10689ff8c9ad4a56284ca0
139	GCF_000355215.2	COMPLETE	COMPLETE	VALIDATED	.	37e149d92b25ab893a4e3a17b1f7be6260482ee4d2038cb2fe1463a6c5d7985b
140	GCF_001191045.1	COMPLETE	COMPLETE	VALIDATED	.	7602e38e12678c47b5aa6670bd48936dbfd63666c9dc2019a7fe4e304f8d6714
141	GCF_016403925.1	COMPLETE	COMPLETE	VALIDATED	.	71c70203cd07ba995ed7c802d04fb2cf000f9035dcce35bc5622b92ee2593847
142	GCF_013391275.1	COMPLETE	COMPLETE	VALIDATED	.	0da4728b79d54743b26b5eeb76d86debcdd88f7c8ba5fd5f73c2e1b5036a7a6a
143	GCF_003076695.1	COMPLETE	COMPLETE	VALIDATED	.	41eb0d443444b5780bb3c1ec55ab40e7317fd7f79e118495868fac93abe13cdd
144	GCF_013395855.1	COMPLETE	COMPLETE	VALIDATED	.	7fd13259a0db789dfd78ef14820ee9c7da2b2e35cdcbea6a047f06270da113a2
145	GCF_900096855.1	COMPLETE	COMPLETE	VALIDATED	.	f23d85c50237b2246eba2f5bb0ba5b1cbe6f6eb36b6d9cc9bdcf02dabb0638e8
146	GCF_003731535.1	COMPLETE	COMPLETE	VALIDATED	.	26d80bdf8f0faf30693655613f347430a2d4ae7c9f97f2edc97a2d0cf7d83c81
147	GCF_016103185.1	COMPLETE	COMPLETE	VALIDATED	.	b17adea346e6ef4cccf5568be1b86a994190aab5fb5c45a2d08ef20210e7082e
148	GCF_009393955.1	COMPLETE	COMPLETE	VALIDATED	.	b830a9f6473c901b2e3070842acb05791504ca0d263f597f305de2084029593a
149	GCF_002227115.1	COMPLETE	COMPLETE	VALIDATED	.	a7b366631b242959c78f22ec59a9fcd266f06ff3d2c890cfbdde83f74c62fe39
150	GCF_002542255.1	COMPLETE	COMPLETE	VALIDATED	.	d12217a921690894e453c2dec19a3e474894a3c450925e0543de9a9645951ef8
151	GCF_004569685.1	COMPLETE	COMPLETE	VALIDATED	.	f0022cfc262ff6e8904d8276d5a325e86780091f7754f6b5d2f3160a45a5fdd3
